codgeo;libgeo;an;pop65p
25464;Les Pontets;2022;17
25465;Pont-les-Moulins;2022;51
25466;Pouilley-Français;2022;135
25467;Pouilley-les-Vignes;2022;492
25468;Pouligney-Lusans;2022;136
25469;Présentevillers;2022;123
25470;La Prétière;2022;42
25471;Provenchère;2022;27
25472;Puessans;2022;9
25473;Pugey;2022;143
25474;Le Puy;2022;8
25475;Quingey;2022;349
25476;Rahon;2022;38
25477;Rancenay;2022;73
25478;Randevillers;2022;34
25479;Rang;2022;110
25481;Raynans;2022;37
25482;Recologne;2022;136
25483;Reculfoz;2022;3
25485;Rémondans-Vaivre;2022;50
25486;Remoray-Boujeons;2022;49
25487;Renédale;2022;4
25488;Rennes-sur-Loue;2022;28
25489;Reugney;2022;59
25490;Rigney;2022;97
25491;Rignosot;2022;34
25492;Rillans;2022;20
25493;La Rivière-Drugeon;2022;133
25494;Rochejean;2022;68
25495;Roche-lez-Beaupré;2022;518
25496;Roche-lès-Clerval;2022;25
25497;Roches-lès-Blamont;2022;142
25498;Rognon;2022;13
25499;Romain;2022;18
25500;Ronchaux;2022;21
25501;Rondefontaine;2022;5
25502;Roset-Fluans;2022;103
25503;Rosières-sur-Barbèche;2022;23
25504;Rosureux;2022;18
25505;Rougemont;2022;293
25506;Rougemontot;2022;22
25507;Rouhe;2022;18
25508;Roulans;2022;245
25510;Ruffey-le-Château;2022;55
25511;Rurey;2022;66
25512;Le Russey;2022;378
25513;Sainte-Anne;2022;12
25514;Saint-Antoine;2022;55
25515;Sainte-Colombe;2022;64
25516;Saint-Georges-Armont;2022;23
25517;Saint-Gorgon-Main;2022;42
25518;Saint-Hilaire;2022;11
25519;Saint-Hippolyte;2022;210
25520;Saint-Juan;2022;47
25521;Saint-Julien-lès-Montbéliard;2022;50
25522;Saint-Julien-lès-Russey;2022;25
25523;Sainte-Marie;2022;195
25524;Saint-Maurice-Colombier;2022;197
25525;Saint-Point-Lac;2022;53
25526;Sainte-Suzanne;2022;311
25527;Saint-Vit;2022;1110
25528;Samson;2022;18
25529;Sancey;2022;412
25532;Saône;2022;726
25534;Sarrageois;2022;31
25535;Saules;2022;53
25536;Sauvagney;2022;24
25537;Scey-Maisières;2022;70
25538;Séchin;2022;28
25539;Seloncourt;2022;1474
25540;Semondans;2022;66
25541;Septfontaines;2022;60
25542;Serre-les-Sapins;2022;368
25544;Servin;2022;34
25545;Silley-Amancey;2022;12
25546;Silley-Bléfond;2022;24
25547;Sochaux;2022;752
25548;Solemont;2022;33
25550;La Sommette;2022;31
25551;Soulce-Cernay;2022;21
25552;Sourans;2022;27
25553;Soye;2022;69
25554;Surmont;2022;42
25555;Taillecourt;2022;317
25556;Tallans;2022;8
25557;Tallenay;2022;145
25558;Tarcenay-Foucherans;2022;260
25559;Thiébouhans;2022;45
25560;Thise;2022;1014
25561;Thoraise;2022;57
25562;Thulay;2022;43
25563;Thurey-le-Mont;2022;31
25564;Torpes;2022;158
25565;Touillon-et-Loutelet;2022;33
25566;La Tour-de-Sçay;2022;55
25567;Tournans;2022;19
25569;Trépot;2022;114
25570;Tressandans;2022;13
25571;Trévillers;2022;99
25572;Trouvans;2022;17
25573;Urtière;2022;4
25574;Uzelle;2022;39
25575;Vaire;2022;187
25578;Valdahon;2022;996
25579;Val-de-Roulans;2022;25
25580;Valentigney;2022;2352
25582;Valleroy;2022;23
25583;Valonne;2022;54
25584;Valoreille;2022;28
25586;Vandoncourt;2022;182
25588;Vaucluse;2022;24
25589;Vauclusotte;2022;24
25590;Vaudrivillers;2022;20
25591;Vaufrey;2022;36
25592;Vaux-et-Chantegrue;2022;96
25594;Velesmes-Essarts;2022;92
25595;Vellerot-lès-Belvoir;2022;17
25596;Vellerot-lès-Vercel;2022;13
25597;Vellevans;2022;45
25598;Venise;2022;82
25599;Vennans;2022;9
25600;Vennes;2022;24
25601;Vercel-Villedieu-le-Camp;2022;285
25602;Vergranne;2022;18
25604;Verne;2022;28
25605;Vernierfontaine;2022;83
25607;Vernois-lès-Belvoir;2022;12
25608;Le Vernoy;2022;44
25609;Verrières-de-Joux;2022;68
25611;La Vèze;2022;107
25612;Vieilley;2022;153
25613;Viéthorey;2022;16
25614;Vieux-Charmont;2022;680
25615;Villars-lès-Blamont;2022;95
25616;Villars-Saint-Georges;2022;50
25617;Villars-sous-Dampjoux;2022;108
25618;Villars-sous-Écot;2022;106
25619;Les Villedieu;2022;37
25621;Villeneuve-d'Amont;2022;42
25622;Villers-Buzon;2022;68
25623;Villers-Chief;2022;24
25624;Villers-Grélot;2022;25
25625;Villers-la-Combe;2022;15
25626;Villers-Saint-Martin;2022;44
25627;Villers-sous-Chalamont;2022;66
25629;Voillans;2022;44
25630;Voires;2022;14
25631;Vorges-les-Pins;2022;94
25632;Voujeaucourt;2022;718
25633;Vuillafans;2022;162
25634;Vuillecin;2022;148
25635;Vyt-lès-Belvoir;2022;38
26001;Solaure en Diois;2022;107
26002;Albon;2022;381
26003;Aleyrac;2022;13
26004;Alixan;2022;405
26005;Allan;2022;415
26006;Allex;2022;516
26007;Ambonil;2022;25
26008;Ancône;2022;241
26009;Andancette;2022;287
26010;Anneyron;2022;981
26011;Aouste-sur-Sye;2022;650
26012;Arnayon;2022;5
26013;Arpavon;2022;15
26014;Arthémonay;2022;114
26015;Aubenasson;2022;12
26016;Aubres;2022;124
26017;Aucelon;2022;4
26018;Aulan;2022;1
26019;Aurel;2022;58
26020;La Répara-Auriples;2022;54
26021;Autichamp;2022;21
26022;Ballons;2022;30
26023;Barbières;2022;143
26024;Barcelonne;2022;89
26025;Barnave;2022;39
26026;Barret-de-Lioure;2022;22
26027;Barsac;2022;41
26028;Bathernay;2022;38
26030;La Bâtie-des-Fonds;2022;2
26031;La Bâtie-Rolland;2022;226
26032;La Baume-Cornillane;2022;94
26033;La Baume-de-Transit;2022;202
26034;La Baume-d'Hostun;2022;95
26035;Beaufort-sur-Gervanne;2022;105
26036;Beaumont-en-Diois;2022;19
26037;Beaumont-lès-Valence;2022;903
26038;Beaumont-Monteux;2022;225
26039;Beauregard-Baret;2022;147
26040;Beaurières;2022;20
26041;Beausemblant;2022;302
26042;Beauvallon;2022;531
26043;Beauvoisin;2022;52
26045;La Bégude-de-Mazenc;2022;400
26046;Bellecombe-Tarendol;2022;19
26047;Bellegarde-en-Diois;2022;26
26048;Bénivay-Ollon;2022;29
26049;Bésayes;2022;324
26050;Bésignan;2022;24
26051;Bézaudun-sur-Bîne;2022;18
26052;Bonlieu-sur-Roubion;2022;74
26054;Bouchet;2022;270
26055;Boulc;2022;33
26056;Bourdeaux;2022;217
26057;Bourg-de-Péage;2022;2320
26058;Bourg-lès-Valence;2022;4447
26059;Bouvante;2022;58
26060;Bouvières;2022;49
26061;Bren;2022;134
26062;Brette;2022;8
26063;Buis-les-Baronnies;2022;861
26064;Chabeuil;2022;1586
26065;Chabrillan;2022;159
26066;Le Chaffal;2022;15
26067;Chalancon;2022;25
26068;Le Chalon;2022;40
26069;Chamaloc;2022;33
26070;Chamaret;2022;182
26071;Chanos-Curson;2022;210
26072;Chantemerle-les-Blés;2022;218
26073;Chantemerle-lès-Grignan;2022;60
26074;La Chapelle-en-Vercors;2022;207
26075;La Charce;2022;10
26076;Charens;2022;15
26077;Charmes-sur-l'Herbasse;2022;150
26078;Charols;2022;244
26079;Charpey;2022;226
26080;Chastel-Arnaud;2022;14
26081;Châteaudouble;2022;115
26082;Châteauneuf-de-Bordette;2022;32
26083;Châteauneuf-de-Galaure;2022;523
26084;Châteauneuf-sur-Isère;2022;754
26085;Châteauneuf-du-Rhône;2022;506
26086;Châtillon-en-Diois;2022;253
26087;Châtillon-Saint-Jean;2022;276
26088;Chatuzange-le-Goubet;2022;1207
26089;Chaudebonne;2022;17
26090;La Chaudière;2022;8
26091;Chauvac-Laux-Montaux;2022;15
26092;Chavannes;2022;101
26093;Clansayes;2022;146
26094;Claveyson;2022;162
26095;Cléon-d'Andran;2022;228
26096;Clérieux;2022;424
26097;Cliousclat;2022;154
26098;Cobonne;2022;38
26099;Colonzelle;2022;120
26100;Combovin;2022;69
26101;Comps;2022;36
26102;Condillac;2022;32
26103;Condorcet;2022;137
26104;Cornillac;2022;24
26105;Cornillon-sur-l'Oule;2022;28
26106;La Coucourde;2022;174
26107;Crépol;2022;136
26108;Crest;2022;2444
26110;Crozes-Hermitage;2022;116
26111;Crupies;2022;31
26112;Curnier;2022;40
26113;Die;2022;1393
26114;Dieulefit;2022;1265
26115;Divajeu;2022;135
26116;Donzère;2022;1009
26117;Échevis;2022;4
26118;Épinouze;2022;329
26119;Érôme;2022;156
26121;Espeluche;2022;205
26122;Espenel;2022;33
26123;Establet;2022;12
26124;Étoile-sur-Rhône;2022;1056
26125;Eurre;2022;276
26126;Eygalayes;2022;40
26127;Eygaliers;2022;26
26128;Eygluy-Escoulin;2022;13
26129;Eymeux;2022;151
26130;Eyroles;2022;8
26131;Eyzahut;2022;49
26133;Fay-le-Clos;2022;53
26134;Félines-sur-Rimandoule;2022;27
26135;Ferrassières;2022;39
26136;Val-Maravel;2022;17
26137;Francillon-sur-Roubion;2022;47
26138;La Garde-Adhémar;2022;277
26139;Génissieux;2022;742
26140;Geyssans;2022;132
26141;Gigors-et-Lozeron;2022;51
26142;Glandage;2022;35
26143;Le Grand-Serre;2022;202
26144;Grane;2022;492
26145;Les Granges-Gontardes;2022;120
26146;Grignan;2022;502
26147;Gumiane;2022;7
26148;Hauterives;2022;570
26149;Hostun;2022;194
26150;Izon-la-Bruisse;2022;1
26152;Jonchères;2022;11
26153;Laborel;2022;48
26154;Lachau;2022;89
26155;Lapeyrouse-Mornay;2022;241
26156;Larnage;2022;180
26157;La Laupie;2022;143
26159;Laval-d'Aix;2022;33
26160;Laveyron;2022;227
26161;Lemps;2022;25
26162;Lens-Lestang;2022;206
26163;Léoncel;2022;16
26164;Lesches-en-Diois;2022;24
26165;Livron-sur-Drôme;2022;1872
26166;Loriol-sur-Drôme;2022;1370
26167;Luc-en-Diois;2022;183
26168;Lus-la-Croix-Haute;2022;151
26169;Malataverne;2022;410
26170;Malissard;2022;861
26171;Manas;2022;45
26172;Manthes;2022;162
26173;Marches;2022;141
26174;Margès;2022;202
26175;Marignac-en-Diois;2022;56
26176;Marsanne;2022;329
26177;Marsaz;2022;141
26178;Menglon;2022;160
26179;Mercurol-Veaunes;2022;494
26180;Mérindol-les-Oliviers;2022;76
26181;Mévouillon;2022;65
26182;Mirabel-aux-Baronnies;2022;466
26183;Mirabel-et-Blacons;2022;258
26185;Mirmande;2022;145
26186;Miscon;2022;26
26188;Mollans-sur-Ouvèze;2022;327
26189;Montauban-sur-l'Ouvèze;2022;41
26190;Montaulieu;2022;28
26191;Montboucher-sur-Jabron;2022;559
26192;Montbrison-sur-Lez;2022;101
26193;Montbrun-les-Bains;2022;138
26194;Montchenu;2022;150
26195;Montclar-sur-Gervanne;2022;49
26196;Montéléger;2022;507
26197;Montélier;2022;1016
26198;Montélimar;2022;8937
26199;Montferrand-la-Fare;2022;13
26200;Montfroc;2022;43
26201;Montguers;2022;17
26202;Montjoux;2022;85
26203;Montjoyer;2022;72
26204;Montlaur-en-Diois;2022;31
26205;Montmaur-en-Diois;2022;26
26206;Montmeyran;2022;697
26207;Montmiral;2022;135
26208;Montoison;2022;329
26209;Montréal-les-Sources;2022;10
26210;Valherbasse;2022;218
26211;Montségur-sur-Lauzon;2022;320
26212;Montvendre;2022;193
26213;Moras-en-Valloire;2022;123
26214;Mornans;2022;27
26215;La Motte-Chalancon;2022;132
26216;Saint-Jean-de-Galaure;2022;233
26217;La Motte-Fanjas;2022;40
26218;Mours-Saint-Eusèbe;2022;915
26220;Nyons;2022;2888
26221;Omblèze;2022;24
26222;Orcinas;2022;7
26223;Oriol-en-Royans;2022;123
26224;Ourches;2022;56
26225;Parnans;2022;194
26226;Le Pègue;2022;131
26227;Pelonne;2022;7
26228;Pennes-le-Sec;2022;3
26229;La Penne-sur-l'Ouvèze;2022;34
26231;Peyrins;2022;609
26232;Peyrus;2022;142
26233;Piégon;2022;63
26234;Piégros-la-Clastre;2022;200
26235;Pierrelatte;2022;2914
26236;Pierrelongue;2022;61
26238;Les Pilles;2022;63
26239;Plaisians;2022;42
26240;Plan-de-Baix;2022;52
26241;Le Poët-Célard;2022;34
26242;Le Poët-en-Percip;2022;3
26243;Le Poët-Laval;2022;288
26244;Le Poët-Sigillat;2022;39
26245;Pommerol;2022;4
26246;Ponet-et-Saint-Auban;2022;36
26247;Ponsas;2022;121
26248;Pontaix;2022;46
26249;Pont-de-Barret;2022;124
26250;Pont-de-l'Isère;2022;646
26251;Portes-en-Valdaine;2022;105
26252;Portes-lès-Valence;2022;2172
26253;Poyols;2022;24
26254;Pradelle;2022;3
26255;Les Prés;2022;14
26256;Propiac;2022;27
26257;Puygiron;2022;89
26258;Puy-Saint-Martin;2022;223
26259;Ratières;2022;79
26261;Réauville;2022;115
26262;Recoubeau-Jansac;2022;71
26263;Reilhanette;2022;37
26264;Rémuzat;2022;106
26266;Rimon-et-Savel;2022;12
26267;Rioms;2022;3
26268;Rochebaudin;2022;41
26269;Rochebrune;2022;19
26270;Rochechinard;2022;35
26271;La Roche-de-Glun;2022;861
26272;Rochefort-en-Valdaine;2022;79
26273;Rochefort-Samson;2022;205
26274;Rochefourchat;2022;1
26275;Rochegude;2022;344
26276;Roche-Saint-Secret-Béconne;2022;113
26277;La Roche-sur-Grane;2022;32
26278;La Roche-sur-le-Buis;2022;98
26279;La Rochette-du-Buis;2022;19
26281;Romans-sur-Isère;2022;8152
26282;Romeyer;2022;46
26283;Rottier;2022;10
26284;Roussas;2022;98
26285;Rousset-les-Vignes;2022;93
26286;Roussieux;2022;8
26287;Roynac;2022;130
26288;Sahune;2022;87
26289;Saillans;2022;386
26290;Saint-Agnan-en-Vercors;2022;78
26291;Saint-Andéol;2022;13
26292;Saint-Auban-sur-l'Ouvèze;2022;73
26293;Saint-Avit;2022;39
26294;Saint-Bardoux;2022;133
26295;Saint-Barthélemy-de-Vals;2022;387
26296;Saint-Benoit-en-Diois;2022;11
26298;Saint-Christophe-et-le-Laris;2022;84
26299;Sainte-Croix;2022;37
26300;Saint-Dizier-en-Diois;2022;5
26301;Saint-Donat-sur-l'Herbasse;2022;999
26302;Sainte-Eulalie-en-Royans;2022;109
26303;Sainte-Euphémie-sur-Ouvèze;2022;23
26304;Saint-Ferréol-Trente-Pas;2022;56
26305;Saint-Gervais-sur-Roubion;2022;201
26306;Sainte-Jalle;2022;82
26307;Saint-Jean-en-Royans;2022;842
26308;Saint-Julien-en-Quint;2022;57
26309;Saint-Julien-en-Vercors;2022;60
26310;Saint-Laurent-d'Onay;2022;32
26311;Saint-Laurent-en-Royans;2022;353
26312;Saint-Marcel-lès-Sauzet;2022;280
26313;Saint-Marcel-lès-Valence;2022;1341
26314;Saint-Martin-d'Août;2022;65
26315;Saint-Martin-en-Vercors;2022;100
26316;Saint-Martin-le-Colonel;2022;42
26317;Saint-Maurice-sur-Eygues;2022;196
26318;Saint-May;2022;15
26319;Saint-Michel-sur-Savasse;2022;85
26320;Saint-Nazaire-en-Royans;2022;151
26321;Saint-Nazaire-le-Désert;2022;59
26322;Saint-Pantaléon-les-Vignes;2022;151
26323;Saint-Paul-lès-Romans;2022;402
26324;Saint-Paul-Trois-Châteaux;2022;1951
26325;Saint-Rambert-d'Albon;2022;1250
26326;Saint-Restitut;2022;404
26327;Saint-Roman;2022;42
26328;Saint-Sauveur-en-Diois;2022;19
26329;Saint-Sauveur-Gouvernet;2022;66
26330;Saint-Sorlin-en-Valloire;2022;507
26331;Saint-Thomas-en-Royans;2022;112
26332;Saint-Uze;2022;446
26333;Saint-Vallier;2022;954
26334;Salettes;2022;31
26335;Salles-sous-Bois;2022;69
26336;Saou;2022;135
26337;Saulce-sur-Rhône;2022;367
26338;Sauzet;2022;455
26339;Savasse;2022;349
26340;Séderon;2022;92
26341;Serves-sur-Rhône;2022;139
26342;Solérieux;2022;79
26343;Souspierre;2022;39
26344;Soyans;2022;89
26345;Suze-la-Rousse;2022;473
26346;Suze;2022;78
26347;Tain-l'Hermitage;2022;1334
26348;Taulignan;2022;494
26349;Tersanne;2022;61
26350;Teyssières;2022;26
26351;Les Tonils;2022;8
26352;La Touche;2022;51
26353;Les Tourrettes;2022;174
26355;Triors;2022;148
26356;Truinas;2022;24
26357;Tulette;2022;540
26358;Upie;2022;301
26359;Vachères-en-Quint;2022;5
26360;Valaurie;2022;143
26361;Valdrôme;2022;36
26362;Valence;2022;13888
26363;Valouse;2022;9
26364;Vassieux-en-Vercors;2022;91
26365;Vaunaveys-la-Rochette;2022;145
26367;Venterol;2022;179
26368;Vercheny;2022;76
26369;Verclause;2022;21
26370;Vercoiran;2022;41
26372;Vers-sur-Méouge;2022;12
26373;Vesc;2022;67
26374;Villebois-les-Pins;2022;7
26375;Villefranche-le-Château;2022;4
26376;Villeperdrix;2022;38
26377;Vinsobres;2022;303
26378;Volvent;2022;16
26379;Granges-les-Beaumont;2022;193
26380;Gervans;2022;120
26381;Jaillans;2022;163
26382;Saint-Vincent-la-Commanderie;2022;109
27001;Aclou;2022;78
27002;Acon;2022;111
27003;Acquigny;2022;327
27004;Aigleville;2022;43
27005;Ailly;2022;151
27006;Aizier;2022;34
27008;Alizay;2022;264
27009;Ambenay;2022;114
27010;Amécourt;2022;35
27011;Amfreville-Saint-Amand;2022;291
27012;Amfreville-les-Champs;2022;73
27013;Amfreville-sous-les-Monts;2022;75
27014;Amfreville-sur-Iton;2022;130
27015;Andé;2022;220
27016;Les Andelys;2022;1815
27017;Angerville-la-Campagne;2022;259
27018;Appeville-Annebault;2022;236
27019;Armentières-sur-Avre;2022;23
27020;Arnières-sur-Iton;2022;348
27021;Asnières;2022;64
27022;Le Val d'Hazey;2022;976
27023;Aulnay-sur-Iton;2022;168
27025;Autheuil-Authouillet;2022;179
27026;Authevernes;2022;53
27027;Les Authieux;2022;48
27028;Authou;2022;59
27031;Aviron;2022;270
27032;Chambois;2022;209
27033;Bacquepuis;2022;60
27034;Bacqueville;2022;97
27035;Bailleul-la-Vallée;2022;38
27036;Bâlines;2022;110
27037;Barc;2022;186
27038;Les Barils;2022;53
27039;Barneville-sur-Seine;2022;116
27040;Barquet;2022;78
27042;Barville;2022;12
27043;Les Baux-de-Breteuil;2022;156
27044;Les Baux-Sainte-Croix;2022;243
27045;Bazincourt-sur-Epte;2022;140
27046;Bazoques;2022;37
27047;Beaubray;2022;45
27048;Beauficel-en-Lyons;2022;54
27049;Mesnil-en-Ouche;2022;1108
27050;Beaumontel;2022;207
27051;Beaumont-le-Roger;2022;723
27052;Le Bec-Hellouin;2022;149
27053;Le Bec-Thomas;2022;46
27054;Bémécourt;2022;156
27055;Bérengeville-la-Campagne;2022;58
27056;Bernay;2022;2834
27057;Bernienville;2022;50
27059;Bernouville;2022;62
27061;Berthouville;2022;50
27062;Les Monts du Roumois;2022;289
27063;Berville-la-Campagne;2022;23
27064;Berville-sur-Mer;2022;103
27065;Beuzeville;2022;1136
27066;Bézu-la-Forêt;2022;40
27067;Bézu-Saint-Éloi;2022;246
27068;Bois-Anzeray;2022;29
27069;Bois-Arnault;2022;187
27070;Frenelles-en-Vexin;2022;257
27071;Le Bois-Hellain;2022;40
27072;Bois-Jérôme-Saint-Ouen;2022;166
27073;Bois-le-Roi;2022;195
27074;Boisney;2022;81
27075;Bois-Normand-près-Lyre;2022;103
27076;Boisset-les-Prévanches;2022;71
27077;Boissey-le-Châtel;2022;140
27078;La Boissière;2022;45
27079;Boissy-Lamberville;2022;80
27081;Boncourt;2022;34
27082;La Bonneville-sur-Iton;2022;459
27083;Bonneville-Aptot;2022;36
27085;Flancourt-Crescy-en-Roumois;2022;216
27089;Thénouville;2022;186
27090;Bosroumois;2022;837
27091;Bosgouet;2022;104
27094;Bosquentin;2022;24
27095;Bosrobert;2022;104
27096;Les Bottereaux;2022;70
27097;Bouafles;2022;186
27098;Bouchevilliers;2022;13
27099;Le Boulay-Morin;2022;127
27100;Boulleville;2022;148
27101;Bouquelon;2022;77
27102;Bouquetot;2022;191
27103;Bourg-Achard;2022;918
27104;Bourg-Beaudouin;2022;124
27105;Grand Bourgtheroulde;2022;788
27106;Bournainville-Faverolles;2022;115
27107;Bourneville-Sainte-Croix;2022;270
27108;Bourth;2022;326
27109;Bray;2022;47
27110;Brestot;2022;96
27111;Bretagnolles;2022;38
27112;Breteuil;2022;1221
27113;Brétigny;2022;27
27114;Breuilpont;2022;256
27115;Breux-sur-Avre;2022;83
27116;Brionne;2022;1060
27117;Broglie;2022;267
27118;Brosville;2022;161
27119;Bueil;2022;384
27120;Burey;2022;57
27123;Caillouet-Orgeville;2022;68
27124;Cailly-sur-Eure;2022;48
27125;Calleville;2022;147
27126;Campigny;2022;214
27127;Canappeville;2022;94
27129;Caorches-Saint-Nicolas;2022;162
27130;Capelle-les-Grands;2022;90
27132;Caugé;2022;168
27133;Caumont;2022;248
27134;Cauverville-en-Roumois;2022;30
27135;Cesseville;2022;64
27136;Chaignes;2022;47
27137;Chaise-Dieu-du-Theil;2022;74
27138;Chamblac;2022;103
27139;Chambord;2022;55
27140;Chambray;2022;84
27141;Champ-Dolent;2022;7
27142;Champenard;2022;21
27144;Champigny-la-Futelaye;2022;57
27146;La Chapelle-Bayvel;2022;71
27147;La Chapelle-du-Bois-des-Faulx;2022;107
27148;La Chapelle-Gauthier;2022;90
27149;La Chapelle-Hareng;2022;24
27151;Charleval;2022;451
27152;Château-sur-Epte;2022;83
27153;Chauvincourt-Provemont;2022;73
27154;Chavigny-Bailleul;2022;101
27155;Chennebrun;2022;14
27156;Chéronvilliers;2022;112
27157;Marbois;2022;185
27158;Cierrey;2022;169
27161;Claville;2022;174
27162;Collandres-Quincarnon;2022;39
27163;Colletot;2022;21
27164;Combon;2022;136
27165;Conches-en-Ouche;2022;1184
27167;Condé-sur-Risle;2022;107
27168;Connelles;2022;34
27169;Conteville;2022;167
27170;Cormeilles;2022;339
27171;Le Cormier;2022;73
27173;Corneville-la-Fouquetière;2022;20
27174;Corneville-sur-Risle;2022;274
27176;Coudray;2022;33
27177;Coudres;2022;95
27179;Courbépine;2022;129
27180;Courcelles-sur-Seine;2022;383
27181;Courdemanche;2022;124
27182;Courteilles;2022;35
27183;La Couture-Boussey;2022;525
27184;Crasville;2022;23
27185;Crestot;2022;57
27187;Criquebeuf-la-Campagne;2022;40
27188;Criquebeuf-sur-Seine;2022;237
27189;La Croisille;2022;92
27190;Croisy-sur-Eure;2022;48
27191;Clef Vallée d'Eure;2022;459
27192;Crosville-la-Vieille;2022;148
27193;Croth;2022;212
27194;Cuverville;2022;34
27196;Les Damps;2022;244
27198;Mesnils-sur-Iton;2022;1252
27199;Dangu;2022;104
27200;Dardez;2022;29
27201;Daubeuf-la-Campagne;2022;41
27202;Daubeuf-près-Vatteville;2022;95
27203;Douains;2022;71
27204;Doudeauville-en-Vexin;2022;54
27205;Douville-sur-Andelle;2022;74
27206;Droisy;2022;88
27207;Drucourt;2022;149
27208;Duranville;2022;37
27209;Écaquelon;2022;73
27210;Écardenville-la-Campagne;2022;68
27212;Écauville;2022;18
27213;Vexin-sur-Epte;2022;1011
27214;Écouis;2022;239
27215;Ecquetot;2022;58
27216;Émalleville;2022;85
27217;Émanville;2022;100
27218;Épaignes;2022;338
27219;Épégard;2022;96
27220;Épieds;2022;56
27222;Épreville-en-Lieuvin;2022;38
27224;Épreville-près-le-Neubourg;2022;96
27226;Étrépagny;2022;876
27227;Étréville;2022;100
27228;Éturqueraye;2022;33
27229;Évreux;2022;8599
27230;Ézy-sur-Eure;2022;817
27231;Fains;2022;114
27232;Farceaux;2022;37
27233;Fatouville-Grestain;2022;157
27234;Fauville;2022;66
27235;Faverolles-la-Campagne;2022;25
27237;Le Favril;2022;28
27238;Ferrières-Haut-Clocher;2022;150
27239;Ferrières-Saint-Hilaire;2022;142
27240;La Ferrière-sur-Risle;2022;67
27241;Feuguerolles;2022;32
27242;Le Fidelaire;2022;221
27243;Fiquefleur-Équainville;2022;155
27245;Fleury-la-Forêt;2022;68
27246;Fleury-sur-Andelle;2022;441
27247;Flipou;2022;73
27248;Folleville;2022;47
27249;Fontaine-Bellenger;2022;173
27251;Fontaine-l'Abbé;2022;128
27252;Fontaine-la-Louvet;2022;85
27254;Fontaine-sous-Jouy;2022;146
27256;La Forêt-du-Parc;2022;71
27258;Fort-Moville;2022;94
27259;Foucrainville;2022;8
27260;Foulbec;2022;127
27261;Fouqueville;2022;101
27263;Le Perrey;2022;257
27266;Franqueville;2022;47
27267;Freneuse-sur-Risle;2022;84
27269;Fresne-Cauverville;2022;53
27271;Fresney;2022;46
27273;Gadencourt;2022;58
27275;Gaillon;2022;1225
27276;Gamaches-en-Vexin;2022;69
27277;La Baronnie;2022;122
27278;Garennes-sur-Eure;2022;345
27279;Gasny;2022;685
27280;Gauciel;2022;70
27281;Gaudreville-la-Rivière;2022;46
27282;Gauville-la-Campagne;2022;137
27284;Gisors;2022;2526
27285;Giverny;2022;157
27286;Giverville;2022;76
27287;Glisolles;2022;201
27288;Glos-sur-Risle;2022;96
27289;La Goulafrière;2022;43
27290;Goupil-Othon;2022;247
27291;Gournay-le-Guérin;2022;31
27294;Val d'Orger;2022;179
27295;Grand-Camp;2022;105
27298;Graveron-Sémerville;2022;45
27299;Gravigny;2022;753
27300;Grosley-sur-Risle;2022;121
27301;Grossœuvre;2022;249
27302;Le Bosc du Theil;2022;268
27304;Guerny;2022;36
27306;Guichainville;2022;577
27307;Guiseniers;2022;81
27309;L'Habit;2022;104
27310;Hacqueville;2022;68
27311;Harcourt;2022;389
27312;Hardencourt-Cocherel;2022;57
27313;La Harengère;2022;113
27315;Harquency;2022;49
27316;Hauville;2022;247
27317;La Haye-Aubrée;2022;88
27318;La Haye-de-Calleville;2022;50
27319;La Haye-de-Routot;2022;68
27320;La Haye-du-Theil;2022;45
27321;La Haye-le-Comte;2022;38
27322;La Haye-Malherbe;2022;290
27323;La Haye-Saint-Sylvestre;2022;67
27324;Hébécourt;2022;90
27325;Hecmanville;2022;18
27326;Hécourt;2022;70
27327;Hectomare;2022;41
27329;Hennezis;2022;132
27330;Herqueville;2022;37
27331;Heubécourt-Haricourt;2022;103
27332;Heudebouville;2022;184
27333;Heudicourt;2022;117
27334;Heudreville-en-Lieuvin;2022;22
27335;Heudreville-sur-Eure;2022;205
27336;La Heunière;2022;58
27337;Heuqueville;2022;76
27338;Les Hogues;2022;126
27339;Hondouville;2022;120
27340;Honguemare-Guenouville;2022;110
27341;L'Hosmes;2022;21
27342;Houetteville;2022;36
27343;Houlbec-Cocherel;2022;296
27345;La Houssaye;2022;85
27346;Houville-en-Vexin;2022;31
27347;Huest;2022;166
27348;Igoville;2022;321
27349;Illeville-sur-Montfort;2022;137
27350;Illiers-l'Évêque;2022;263
27351;Incarville;2022;355
27353;Irreville;2022;52
27354;Iville;2022;95
27355;Ivry-la-Bataille;2022;588
27358;Jouy-sur-Eure;2022;122
27359;Juignettes;2022;65
27360;Jumelles;2022;51
27361;La Lande-Saint-Léger;2022;53
27363;Le Landin;2022;39
27364;Launay;2022;40
27365;Léry;2022;350
27366;Letteguives;2022;33
27367;Lieurey;2022;393
27368;Lignerolles;2022;46
27369;Lilly;2022;18
27370;Lisors;2022;70
27371;Livet-sur-Authou;2022;34
27372;Longchamps;2022;91
27373;Lorleau;2022;27
27374;Louversey;2022;111
27375;Louviers;2022;3585
27376;Louye;2022;42
27377;Lyons-la-Forêt;2022;238
27378;La Madeleine-de-Nonancourt;2022;296
27379;Mainneville;2022;77
27380;Malleville-sur-le-Bec;2022;57
27381;Malouy;2022;29
27382;Mandeville;2022;63
27383;Mandres;2022;100
