codgeo;libgeo;an;pop65p
65398;Saléchan;2022;79
65399;Saligos;2022;35
65400;Salles;2022;60
65401;Salles-Adour;2022;132
65402;Samuran;2022;6
65403;Sanous;2022;22
65404;Sariac-Magnoac;2022;60
65405;Sarlabous;2022;24
65406;Sarniguet;2022;45
65407;Sarp;2022;37
65408;Sarrancolin;2022;161
65409;Sarriac-Bigorre;2022;79
65410;Sarrouilles;2022;160
65411;Sassis;2022;22
65412;Sauveterre;2022;49
65413;Sazos;2022;27
65414;Ségalas;2022;27
65415;Ségus;2022;56
65416;Seich;2022;26
65417;Séméac;2022;1422
65418;Sénac;2022;78
65419;Sentous;2022;29
65420;Sère-en-Lavedan;2022;21
65421;Sère-Lanso;2022;13
65422;Séron;2022;73
65423;Sère-Rustaing;2022;27
65424;Sers;2022;30
65425;Siarrouy;2022;95
65426;Sinzos;2022;34
65427;Siradan;2022;105
65428;Sireix;2022;13
65429;Sombrun;2022;69
65430;Soréac;2022;8
65431;Sost;2022;43
65432;Soublecause;2022;49
65433;Soues;2022;843
65435;Soulom;2022;49
65436;Souyeaux;2022;81
65437;Tajan;2022;37
65438;Talazac;2022;21
65439;Tarasteix;2022;52
65440;Tarbes;2022;10324
65441;Thèbe;2022;24
65442;Thermes-Magnoac;2022;74
65443;Thuy;2022;1
65444;Tibiran-Jaunac;2022;121
65445;Tilhouse;2022;88
65446;Tostat;2022;141
65447;Tournay;2022;373
65448;Tournous-Darré;2022;25
65449;Tournous-Devant;2022;31
65450;Tramezaïgues;2022;7
65451;Trébons;2022;231
65452;Trie-sur-Baïse;2022;432
65453;Troubat;2022;20
65454;Trouley-Labarthe;2022;21
65455;Tuzaguet;2022;150
65456;Uglas;2022;92
65457;Ugnouas;2022;20
65458;Uz;2022;8
65459;Uzer;2022;34
65460;Vic-en-Bigorre;2022;1777
65461;Vidou;2022;23
65462;Vidouze;2022;69
65463;Viella;2022;17
65464;Vielle-Adour;2022;109
65465;Vielle-Aure;2022;99
65466;Vielle-Louron;2022;16
65467;Vier-Bordes;2022;19
65468;Vieuzos;2022;16
65469;Viey;2022;5
65470;Viger;2022;35
65471;Vignec;2022;55
65472;Villefranque;2022;23
65473;Villelongue;2022;116
65474;Villembits;2022;36
65475;Villemur;2022;23
65476;Villenave-près-Béarn;2022;14
65477;Villenave-près-Marsac;2022;21
65478;Viscos;2022;6
65479;Visker;2022;95
65481;Barèges;2022;33
65482;Cantaous;2022;177
66001;L'Albère;2022;19
66002;Alénya;2022;990
66003;Amélie-les-Bains-Palalda;2022;1509
66004;Les Angles;2022;143
66005;Angoustrine-Villeneuve-des-Escaldes;2022;123
66006;Ansignan;2022;57
66007;Arboussols;2022;43
66008;Argelès-sur-Mer;2022;4326
66009;Arles-sur-Tech;2022;905
66010;Ayguatébia-Talau;2022;17
66011;Bages;2022;1138
66012;Baho;2022;707
66013;Baillestavy;2022;21
66014;Baixas;2022;530
66015;Banyuls-dels-Aspres;2022;332
66016;Banyuls-sur-Mer;2022;1944
66017;Le Barcarès;2022;2883
66018;La Bastide;2022;22
66019;Bélesta;2022;54
66020;Bolquère;2022;166
66021;Bompas;2022;2123
66022;Boule-d'Amont;2022;16
66023;Bouleternère;2022;188
66024;Le Boulou;2022;1796
66025;Bourg-Madame;2022;259
66026;Brouilla;2022;347
66027;La Cabanasse;2022;116
66028;Cabestany;2022;2937
66029;Caixas;2022;45
66030;Calce;2022;35
66032;Calmeilles;2022;15
66033;Camélas;2022;136
66034;Campôme;2022;42
66035;Campoussy;2022;11
66036;Canaveilles;2022;17
66037;Canet-en-Roussillon;2022;5196
66038;Canohès;2022;1634
66039;Caramany;2022;59
66040;Casefabre;2022;11
66041;Cases-de-Pène;2022;127
66042;Cassagnes;2022;81
66043;Casteil;2022;45
66044;Castelnou;2022;82
66045;Catllar;2022;251
66046;Caudiès-de-Fenouillèdes;2022;230
66047;Caudiès-de-Conflent;2022;7
66048;Cerbère;2022;410
66049;Céret;2022;2813
66050;Claira;2022;1019
66051;Clara-Villerach;2022;60
66052;Codalet;2022;141
66053;Collioure;2022;1156
66054;Conat;2022;22
66055;Corbère;2022;112
66056;Corbère-les-Cabanes;2022;228
66057;Corneilla-de-Conflent;2022;125
66058;Corneilla-la-Rivière;2022;376
66059;Corneilla-del-Vercol;2022;549
66060;Corsavy;2022;68
66061;Coustouges;2022;28
66062;Dorres;2022;54
66063;Les Cluses;2022;92
66064;Égat;2022;68
66065;Elne;2022;2193
66066;Enveitg;2022;126
66067;Err;2022;208
66068;Escaro;2022;35
66069;Espira-de-l'Agly;2022;718
66070;Espira-de-Conflent;2022;51
66071;Estagel;2022;538
66072;Estavar;2022;104
66073;Estoher;2022;51
66074;Eus;2022;126
66075;Eyne;2022;28
66076;Feilluns;2022;18
66077;Fenouillet;2022;34
66078;Fillols;2022;58
66079;Finestret;2022;64
66080;Fontpédrouse;2022;42
66081;Fontrabiouse;2022;36
66082;Formiguères;2022;84
66083;Fosse;2022;14
66084;Fourques;2022;252
66085;Fuilla;2022;131
66086;Glorianes;2022;5
66088;Ille-sur-Têt;2022;1557
66089;Joch;2022;84
66090;Jujols;2022;16
66091;Lamanère;2022;27
66092;Lansac;2022;17
66093;Laroque-des-Albères;2022;928
66094;Latour-Bas-Elne;2022;853
66095;Latour-de-Carol;2022;100
66096;Latour-de-France;2022;288
66097;Lesquerde;2022;51
66098;La Llagonne;2022;57
66099;Llauro;2022;84
66100;Llo;2022;32
66101;Llupia;2022;612
66102;Mantet;2022;13
66103;Marquixanes;2022;119
66104;Los Masos;2022;209
66105;Matemale;2022;62
66106;Maureillas-las-Illas;2022;899
66107;Maury;2022;259
66108;Millas;2022;1037
66109;Molitg-les-Bains;2022;71
66111;Montalba-le-Château;2022;45
66112;Montauriol;2022;69
66113;Montbolo;2022;97
66114;Montescot;2022;393
66115;Montesquieu-des-Albères;2022;444
66116;Montferrer;2022;52
66117;Mont-Louis;2022;40
66118;Montner;2022;68
66119;Mosset;2022;87
66120;Nahuja;2022;17
66121;Néfiach;2022;268
66122;Nohèdes;2022;12
66123;Nyer;2022;64
66124;Font-Romeu-Odeillo-Via;2022;350
66125;Olette;2022;123
66126;Oms;2022;112
66127;Opoul-Périllos;2022;208
66128;Oreilla;2022;9
66129;Ortaffa;2022;370
66130;Osséja;2022;325
66132;Palau-de-Cerdagne;2022;74
66133;Palau-del-Vidre;2022;832
66134;Passa;2022;147
66136;Perpignan;2022;27129
66137;Le Perthus;2022;151
66138;Peyrestortes;2022;407
66139;Pézilla-de-Conflent;2022;19
66140;Pézilla-la-Rivière;2022;802
66141;Pia;2022;1962
66142;Planès;2022;9
66143;Planèzes;2022;31
66144;Pollestres;2022;1244
66145;Ponteilla;2022;567
66146;Porta;2022;31
66147;Porté-Puymorens;2022;28
66148;Port-Vendres;2022;1436
66149;Prades;2022;2092
66150;Prats-de-Mollo-la-Preste;2022;411
66151;Prats-de-Sournia;2022;33
66152;Prugnanes;2022;27
66153;Prunet-et-Belpuig;2022;16
66154;Puyvalador;2022;11
66155;Py;2022;26
66156;Rabouillet;2022;37
66157;Railleu;2022;9
66158;Rasiguères;2022;63
66159;Réal;2022;15
66160;Reynès;2022;390
66161;Ria-Sirach;2022;370
66162;Rigarda;2022;143
66164;Rivesaltes;2022;2097
66165;Rodès;2022;144
66166;Sahorre;2022;112
66167;Saillagouse;2022;200
66168;Saint-André;2022;1200
66169;Saint-Arnac;2022;32
66170;Sainte-Colombe-de-la-Commanderie;2022;40
66171;Saint-Cyprien;2022;5039
66172;Saint-Estève;2022;3613
66173;Saint-Féliu-d'Amont;2022;194
66174;Saint-Féliu-d'Avall;2022;578
66175;Saint-Génis-des-Fontaines;2022;1179
66176;Saint-Hippolyte;2022;740
66177;Saint-Jean-Lasseille;2022;211
66178;Saint-Jean-Pla-de-Corts;2022;655
66179;Saint-Laurent-de-Cerdans;2022;419
66180;Saint-Laurent-de-la-Salanque;2022;3436
66181;Sainte-Léocadie;2022;30
66182;Sainte-Marie-la-Mer;2022;1516
66183;Saint-Marsal;2022;32
66184;Saint-Martin-de-Fenouillet;2022;15
66185;Saint-Michel-de-Llotes;2022;89
66186;Saint-Nazaire;2022;703
66187;Saint-Paul-de-Fenouillet;2022;600
66188;Saint-Pierre-dels-Forcats;2022;49
66189;Saleilles;2022;1581
66190;Salses-le-Château;2022;882
66191;Sansa;2022;8
66192;Sauto;2022;12
66193;Serdinya;2022;85
66194;Serralongue;2022;109
66195;Le Soler;2022;1843
66196;Sorède;2022;1304
66197;Souanyas;2022;16
66198;Sournia;2022;158
66199;Taillet;2022;35
66201;Tarerach;2022;18
66202;Targasonne;2022;21
66203;Taulis;2022;22
66204;Taurinya;2022;76
66205;Tautavel;2022;244
66206;Le Tech;2022;23
66207;Terrats;2022;154
66208;Théza;2022;391
66209;Thuès-Entre-Valls;2022;8
66210;Thuir;2022;2174
66211;Tordères;2022;45
66212;Torreilles;2022;934
66213;Toulouges;2022;1587
66214;Tresserre;2022;215
66215;Trévillach;2022;46
66216;Trilla;2022;31
66217;Trouillas;2022;424
66218;Ur;2022;115
66219;Urbanya;2022;14
66220;Valcebollère;2022;14
66221;Valmanya;2022;12
66222;Vernet-les-Bains;2022;577
66223;Villefranche-de-Conflent;2022;50
66224;Villelongue-de-la-Salanque;2022;784
66225;Villelongue-dels-Monts;2022;579
66226;Villemolaque;2022;270
66227;Villeneuve-de-la-Raho;2022;1247
66228;Villeneuve-la-Rivière;2022;284
66230;Vinça;2022;736
66231;Vingrau;2022;148
66232;Vira;2022;9
66233;Vivès;2022;67
66234;Le Vivier;2022;32
67001;Achenheim;2022;609
67002;Adamswiller;2022;71
67003;Albé;2022;102
67004;Sommerau;2022;288
67005;Alteckendorf;2022;171
67006;Altenheim;2022;53
67008;Altorf;2022;264
67009;Altwiller;2022;87
67010;Andlau;2022;476
67011;Artolsheim;2022;169
67012;Aschbach;2022;110
67013;Asswiller;2022;52
67016;Avolsheim;2022;151
67017;Baerendorf;2022;58
67018;Balbronn;2022;130
67019;Baldenheim;2022;201
67020;Barembach;2022;195
67021;Barr;2022;1413
67022;Bassemberg;2022;52
67023;Batzendorf;2022;198
67025;Beinheim;2022;439
67026;Bellefosse;2022;41
67027;Belmont;2022;47
67028;Benfeld;2022;1181
67029;Berg;2022;83
67030;Bergbieten;2022;137
67031;Bernardswiller;2022;293
67032;Bernardvillé;2022;55
67033;Bernolsheim;2022;99
67034;Berstett;2022;460
67035;Berstheim;2022;69
67036;Bettwiller;2022;89
67037;Biblisheim;2022;84
67038;Bietlenheim;2022;60
67039;Bilwisheim;2022;82
67040;Bindernheim;2022;148
67043;Bischheim;2022;3045
67044;Bischholtz;2022;47
67045;Bischoffsheim;2022;698
67046;Bischwiller;2022;2579
67047;Bissert;2022;22
67048;Bitschhoffen;2022;95
67049;Blaesheim;2022;312
67050;Blancherupt;2022;7
67051;Blienschwiller;2022;68
67052;Bœrsch;2022;550
67053;Bœsenbiesen;2022;59
67054;Bolsenheim;2022;106
67055;Boofzheim;2022;269
67056;Bootzheim;2022;109
67057;Bosselshausen;2022;26
67058;Bossendorf;2022;57
67059;Bourg-Bruche;2022;81
67060;Bourgheim;2022;85
67061;Bouxwiller;2022;806
67062;Breitenau;2022;57
67063;Breitenbach;2022;158
67065;Breuschwickersheim;2022;315
67066;La Broque;2022;568
67067;Brumath;2022;2303
67068;Buswiller;2022;44
67069;Buhl;2022;80
67070;Burbach;2022;69
67071;Bust;2022;108
67072;Butten;2022;140
67073;Châtenois;2022;854
67074;Cleebourg;2022;155
67075;Climbach;2022;105
67076;Colroy-la-Roche;2022;123
67077;Cosswiller;2022;133
67078;Crastatt;2022;44
67079;Crœttwiller;2022;32
67080;Dachstein;2022;308
67081;Dahlenheim;2022;133
67082;Dalhunden;2022;211
67083;Dambach;2022;195
67084;Dambach-la-Ville;2022;465
67085;Dangolsheim;2022;129
67086;Daubensand;2022;107
67087;Dauendorf;2022;426
67088;Dehlingen;2022;73
67089;Dettwiller;2022;582
67090;Diebolsheim;2022;121
67091;Diedendorf;2022;86
67092;Dieffenbach-au-Val;2022;159
67093;Dieffenbach-lès-Wœrth;2022;69
67094;Dieffenthal;2022;42
67095;Diemeringen;2022;474
67096;Dimbsthal;2022;65
67097;Dingsheim;2022;316
67098;Dinsheim-sur-Bruche;2022;285
67099;Domfessel;2022;57
67100;Donnenheim;2022;58
67101;Dorlisheim;2022;753
67102;Dossenheim-Kochersberg;2022;45
67103;Dossenheim-sur-Zinsel;2022;284
67104;Drachenbronn-Birlenbach;2022;129
67105;Drulingen;2022;389
67106;Drusenheim;2022;1091
67107;Duntzenheim;2022;139
67108;Duppigheim;2022;383
67109;Durningen;2022;139
67110;Durrenbach;2022;233
67111;Durstel;2022;108
67112;Duttlenheim;2022;577
67113;Eberbach-Seltz;2022;73
67115;Ebersheim;2022;433
67116;Ebersmunster;2022;110
67117;Eckartswiller;2022;95
67118;Eckbolsheim;2022;1434
67119;Eckwersheim;2022;327
67120;Eichhoffen;2022;106
67121;Elsenheim;2022;145
67122;Wangenbourg-Engenthal;2022;339
67123;Engwiller;2022;119
67124;Entzheim;2022;408
67125;Epfig;2022;451
67126;Erckartswiller;2022;71
67127;Ergersheim;2022;254
67128;Ernolsheim-Bruche;2022;437
67129;Ernolsheim-lès-Saverne;2022;153
67130;Erstein;2022;2175
67131;Eschau;2022;1129
67132;Eschbach;2022;223
67133;Eschbourg;2022;123
67134;Eschwiller;2022;31
67135;Ettendorf;2022;157
67136;Eywiller;2022;74
67137;Fegersheim;2022;1104
67138;Fessenheim-le-Bas;2022;73
67139;Flexbourg;2022;94
67140;Forstfeld;2022;153
67141;Forstheim;2022;110
67142;Fort-Louis;2022;46
67143;Fouchy;2022;134
67144;Fouday;2022;83
67145;Friedolsheim;2022;51
67146;Friesenheim;2022;110
67147;Frœschwiller;2022;111
67148;Frohmuhl;2022;38
67149;Furchhausen;2022;90
67150;Furdenheim;2022;227
67151;Gambsheim;2022;1115
67152;Geispolsheim;2022;1715
67153;Geiswiller-Zœbersdorf;2022;100
67154;Gerstheim;2022;709
67155;Gertwiller;2022;218
67156;Geudertheim;2022;526
67159;Gœrlingen;2022;44
67160;Gœrsdorf;2022;282
67161;Gottenhouse;2022;95
67162;Gottesheim;2022;77
67163;Gougenheim;2022;119
67164;Goxwiller;2022;176
67165;Grandfontaine;2022;84
67166;Grassendorf;2022;39
67167;Grendelbruch;2022;265
67168;Gresswiller;2022;282
67169;Gries;2022;601
67172;Griesheim-près-Molsheim;2022;429
67173;Griesheim-sur-Souffel;2022;340
67174;Gumbrechtshoffen;2022;285
67176;Gundershoffen;2022;759
67177;Gunstett;2022;153
67178;Gungwiller;2022;47
67179;Haegen;2022;130
67180;Haguenau;2022;6854
67181;Handschuheim;2022;58
67182;Hangenbieten;2022;297
67183;Harskirchen;2022;204
67184;Hatten;2022;417
67185;Hattmatt;2022;145
67186;Hegeney;2022;67
67187;Heidolsheim;2022;76
67188;Heiligenberg;2022;153
67189;Heiligenstein;2022;202
67190;Hengwiller;2022;46
67191;Herbitzheim;2022;390
67192;Herbsheim;2022;201
67194;Herrlisheim;2022;1092
67195;Hessenheim;2022;124
67196;Hilsenheim;2022;519
67197;Hindisheim;2022;322
67198;Hinsbourg;2022;34
67199;Hinsingen;2022;11
67200;Hipsheim;2022;166
67201;Hirschland;2022;58
67202;Hochfelden;2022;890
67203;Hochstett;2022;66
67204;Hœnheim;2022;2692
67205;Hœrdt;2022;911
67206;Hoffen;2022;200
67208;Hohengœft;2022;101
67209;Hohfrankenheim;2022;58
67210;Le Hohwald;2022;141
67212;Holtzheim;2022;759
67213;Hunspach;2022;140
67214;Hurtigheim;2022;124
67215;Huttendorf;2022;97
67216;Huttenheim;2022;446
67217;Ichtratzheim;2022;85
67218;Illkirch-Graffenstaden;2022;5602
67220;Ingenheim;2022;84
67221;Ingolsheim;2022;51
67222;Ingwiller;2022;1042
67223;Innenheim;2022;239
67225;Issenhausen;2022;17
67226;Ittenheim;2022;487
67227;Itterswiller;2022;52
67228;Neugartheim-Ittlenheim;2022;181
67229;Jetterswiller;2022;46
67230;Kaltenhouse;2022;402
67231;Kauffenheim;2022;46
67232;Keffenach;2022;40
67233;Kertzfeld;2022;253
67234;Keskastel;2022;317
67235;Kesseldorf;2022;91
67236;Kienheim;2022;170
67237;Kilstett;2022;483
67238;Kindwiller;2022;121
67239;Kintzheim;2022;392
67240;Kirchheim;2022;133
67241;Kirrberg;2022;35
67242;Kirrwiller;2022;119
67244;Kleingœft;2022;26
67245;Knœrsheim;2022;30
67246;Kogenheim;2022;220
67247;Kolbsheim;2022;183
67248;Krautergersheim;2022;337
67249;Krautwiller;2022;33
67250;Kriegsheim;2022;115
67252;Kurtzenhouse;2022;225
67253;Kuttolsheim;2022;130
67254;Kutzenhausen;2022;200
67255;Lalaye;2022;114
67256;Lampertheim;2022;781
67257;Lampertsloch;2022;162
67258;Landersheim;2022;28
67259;Langensoultzbach;2022;171
67260;Laubach;2022;75
67261;Lauterbourg;2022;516
67263;Lembach;2022;437
67264;Leutenheim;2022;175
67265;Lichtenberg;2022;130
67266;Limersheim;2022;159
67267;Lingolsheim;2022;3933
67268;Lipsheim;2022;498
67269;Littenheim;2022;65
67270;Lixhausen;2022;45
67271;Lobsann;2022;146
67272;Lochwiller;2022;78
67273;Lohr;2022;104
67274;Lorentzen;2022;60
67275;Lupstein;2022;149
67276;Lutzelhouse;2022;448
67277;Mackenheim;2022;158
67278;Mackwiller;2022;119
67279;Maennolsheim;2022;40
67280;Maisonsgoutte;2022;165
67281;Marckolsheim;2022;986
67282;Marlenheim;2022;985
67283;Marmoutier;2022;554
67285;Matzenheim;2022;298
67286;Meistratzheim;2022;308
67287;Melsheim;2022;110
67288;Memmelshoffen;2022;68
67289;Menchhoffen;2022;143
67290;Merkwiller-Pechelbronn;2022;203
67291;Mertzwiller;2022;785
67292;Mietesheim;2022;136
67293;Minversheim;2022;118
67295;Mittelbergheim;2022;147
67296;Mittelhausbergen;2022;507
67298;Mittelschaeffolsheim;2022;75
67299;Mollkirch;2022;127
67300;Molsheim;2022;2042
67301;Mommenheim;2022;430
67302;Monswiller;2022;479
67303;Morsbronn-les-Bains;2022;163
67304;Morschwiller;2022;99
67305;Mothern;2022;409
67306;Muhlbach-sur-Bruche;2022;126
67307;Mulhausen;2022;66
67308;Munchhausen;2022;190
67309;Mundolsheim;2022;1254
67310;Mussig;2022;249
67311;Muttersholtz;2022;388
67312;Mutzenhouse;2022;90
67313;Mutzig;2022;1005
67314;Natzwiller;2022;131
67315;Neewiller-près-Lauterbourg;2022;130
67317;Neubois;2022;128
67319;Neuhaeusel;2022;84
67320;Neuve-Église;2022;151
67321;Neuviller-la-Roche;2022;82
67322;Neuwiller-lès-Saverne;2022;240
67324;Niederbronn-les-Bains;2022;1199
67325;Niederhaslach;2022;229
67326;Niederhausbergen;2022;386
67327;Niederlauterbach;2022;183
67328;Niedermodern;2022;145
67329;Niedernai;2022;245
67330;Niederrœdern;2022;171
67331;Niederschaeffolsheim;2022;308
67333;Niedersoultzbach;2022;55
67334;Niedersteinbach;2022;38
67335;Nordheim;2022;210
67336;Nordhouse;2022;313
67337;Nothalten;2022;114
67338;Obenheim;2022;300
67339;Betschdorf;2022;957
67340;Oberbronn;2022;387
67341;Oberdorf-Spachbach;2022;87
67342;Oberhaslach;2022;346
67343;Oberhausbergen;2022;1361
67344;Oberhoffen-lès-Wissembourg;2022;76
67345;Oberhoffen-sur-Moder;2022;759
67346;Oberlauterbach;2022;121
67347;Obermodern-Zutzendorf;2022;352
67348;Obernai;2022;2915
67349;Oberrœdern;2022;89
67350;Oberschaeffolsheim;2022;700
67351;Seebach;2022;372
67352;Obersoultzbach;2022;75
67353;Obersteinbach;2022;78
67354;Odratzheim;2022;107
67355;Oermingen;2022;264
67356;Offendorf;2022;500
67358;Offwiller;2022;187
67359;Ohlungen;2022;307
67360;Ohnenheim;2022;174
67361;Olwisheim;2022;118
67362;Orschwiller;2022;145
67363;Osthoffen;2022;206
67364;Osthouse;2022;218
67365;Ostwald;2022;2551
67366;Ottersthal;2022;203
67367;Otterswiller;2022;334
67368;Ottrott;2022;416
67369;Ottwiller;2022;60
67370;Petersbach;2022;154
67371;La Petite-Pierre;2022;211
67372;Val-de-Moder;2022;1086
67373;Pfalzweyer;2022;75
67375;Pfulgriesheim;2022;310
67377;Plaine;2022;270
67378;Plobsheim;2022;921
67379;Preuschdorf;2022;204
67380;Printzheim;2022;41
67381;Puberg;2022;63
67382;Quatzenheim;2022;139
67383;Rangen;2022;38
67384;Ranrupt;2022;101
67385;Ratzwiller;2022;63
67386;Rauwiller;2022;43
67387;Reichsfeld;2022;69
67388;Reichshoffen;2022;1178
67389;Reichstett;2022;1196
67391;Reinhardsmunster;2022;100
67392;Reipertswiller;2022;196
67394;Retschwiller;2022;56
67395;Reutenbourg;2022;90
67396;Rexingen;2022;41
67397;Rhinau;2022;661
67398;Richtolsheim;2022;66
67400;Riedseltz;2022;213
67401;Rimsdorf;2022;54
67403;Ringendorf;2022;71
67404;Rittershoffen;2022;198
67405;Rœschwoog;2022;430
67406;Rohr;2022;48
67407;Rohrwiller;2022;357
67408;Romanswiller;2022;286
67409;Roppenheim;2022;160
67410;Rosenwiller;2022;157
67411;Rosheim;2022;1276
67412;Rossfeld;2022;168
67413;Rosteig;2022;145
67414;Rothau;2022;359
67415;Rothbach;2022;108
67416;Rott;2022;107
67417;Rottelsheim;2022;49
67418;Rountzenheim-Auenheim;2022;387
67420;Russ;2022;283
67421;Saales;2022;247
67422;Saasenheim;2022;105
67423;Saessolsheim;2022;102
67424;Saint-Blaise-la-Roche;2022;52
67425;Saint-Jean-Saverne;2022;149
67426;Saint-Martin;2022;80
67427;Saint-Maurice;2022;86
67428;Saint-Nabor;2022;125
67429;Saint-Pierre;2022;166
67430;Saint-Pierre-Bois;2022;202
67432;Salmbach;2022;123
67433;Sand;2022;264
67434;Sarre-Union;2022;761
67435;Sarrewerden;2022;209
67436;Saulxures;2022;92
67437;Saverne;2022;2755
67438;Schaeffersheim;2022;159
67440;Schaffhouse-près-Seltz;2022;96
67441;Schalkendorf;2022;58
67442;Scharrachbergheim-Irmstett;2022;246
67443;Scheibenhard;2022;164
67444;Scherlenheim;2022;32
67445;Scherwiller;2022;672
67446;Schillersdorf;2022;120
67447;Schiltigheim;2022;5303
67448;Schirmeck;2022;606
67449;Schirrhein;2022;474
67450;Schirrhoffen;2022;130
67451;Schleithal;2022;382
67452;Schnersheim;2022;255
67453;Schœnau;2022;93
67454;Schœnbourg;2022;82
67455;Schœnenbourg;2022;167
67456;Schopperten;2022;61
67458;Schweighouse-sur-Moder;2022;1156
67459;Schwenheim;2022;128
67460;Schwindratzheim;2022;337
67461;Schwobsheim;2022;41
67462;Sélestat;2022;3953
67463;Seltz;2022;629
67464;Sermersheim;2022;131
67465;Sessenheim;2022;442
67466;Siegen;2022;76
67467;Siewiller;2022;94
67468;Siltzheim;2022;153
67470;Solbach;2022;38
67471;Souffelweyersheim;2022;1806
67472;Soufflenheim;2022;1096
67473;Soultz-les-Bains;2022;167
67474;Soultz-sous-Forêts;2022;681
67475;Sparsbach;2022;46
67476;Stattmatten;2022;141
67477;Steige;2022;124
67478;Steinbourg;2022;457
67479;Steinseltz;2022;128
67480;Still;2022;349
67481;Stotzheim;2022;238
67482;Strasbourg;2022;42696
67483;Struth;2022;52
67484;Stundwiller;2022;78
67485;Stutzheim-Offenheim;2022;346
67486;Sundhouse;2022;289
67487;Surbourg;2022;336
67488;Thal-Drulingen;2022;35
67489;Thal-Marmoutier;2022;261
67490;Thanvillé;2022;166
67491;Tieffenbach;2022;75
67492;Traenheim;2022;125
67493;Triembach-au-Val;2022;114
67494;Trimbach;2022;70
67495;Truchtersheim;2022;1033
67497;Uhlwiller;2022;153
67498;Uhrwiller;2022;170
67499;Urbeis;2022;77
67500;Urmatt;2022;315
67501;Uttenheim;2022;97
67502;Uttenhoffen;2022;40
67503;Uttwiller;2022;45
67504;Valff;2022;311
67505;La Vancelle;2022;94
67506;Vendenheim;2022;1363
67507;Villé;2022;490
67508;Vœllerdingen;2022;92
67509;Volksberg;2022;77
67510;Wahlenheim;2022;117
67511;Walbourg;2022;170
67513;Waldersbach;2022;38
67514;Waldhambach;2022;166
67515;Waldolwisheim;2022;138
67516;Waltenheim-sur-Zorn;2022;155
67517;Wangen;2022;134
67519;La Wantzenau;2022;1480
67520;Wasselonne;2022;1348
67521;Weinbourg;2022;109
67522;Weislingen;2022;139
67523;Weitbruch;2022;566
67524;Weiterswiller;2022;129
67525;Westhoffen;2022;329
67526;Westhouse;2022;300
67527;Westhouse-Marmoutier;2022;50
67528;Weyer;2022;104
67529;Weyersheim;2022;738
67530;Wickersheim-Wilshausen;2022;95
67531;Wildersbach;2022;74
67532;Willgottheim;2022;239
67534;Wilwisheim;2022;135
67535;Wimmenau;2022;268
67536;Windstein;2022;40
67537;Wingen;2022;100
67538;Wingen-sur-Moder;2022;370
67539;Wingersheim les Quatre Bans;2022;498
67540;Wintershouse;2022;113
67541;Wintzenbach;2022;115
67542;Wintzenheim-Kochersberg;2022;69
67543;Wisches;2022;416
67544;Wissembourg;2022;2006
67545;Witternheim;2022;96
67546;Wittersheim;2022;125
67547;Wittisheim;2022;415
67548;Wiwersheim;2022;161
67550;Wœrth;2022;446
67551;Wolfisheim;2022;885
67552;Wolfskirchen;2022;56
67553;Wolschheim;2022;47
67554;Wolxheim;2022;244
67555;Zehnacker;2022;31
67556;Zeinheim;2022;31
67557;Zellwiller;2022;140
67558;Zinswiller;2022;141
67559;Zittersheim;2022;66
68001;Algolsheim;2022;182
68002;Altenach;2022;78
68004;Altkirch;2022;1107
68005;Ammerschwihr;2022;430
68006;Bernwiller;2022;175
68007;Andolsheim;2022;465
68008;Appenwihr;2022;128
68009;Artzenheim;2022;144
68010;Aspach;2022;223
68011;Aspach-le-Bas;2022;210
68012;Aspach-Michelbach;2022;298
68013;Attenschwiller;2022;192
68014;Aubure;2022;78
68015;Baldersheim;2022;623
68016;Balgau;2022;168
68017;Ballersdorf;2022;161
68018;Balschwiller;2022;176
68019;Baltzenheim;2022;106
68020;Bantzenheim;2022;469
68021;Bartenheim;2022;718
68022;Battenheim;2022;333
68023;Beblenheim;2022;292
68024;Bellemagny;2022;61
68025;Bendorf;2022;44
68026;Bennwihr;2022;314
68027;Berentzwiller;2022;68
68028;Bergheim;2022;522
68029;Bergholtz;2022;292
68030;Bergholtzzell;2022;82
68032;Berrwiller;2022;276
68033;Bettendorf;2022;97
68034;Bettlach;2022;74
68035;Biederthal;2022;66
68036;Biesheim;2022;532
68037;Biltzheim;2022;62
68038;Bischwihr;2022;208
68039;Bisel;2022;112
68040;Bitschwiller-lès-Thann;2022;495
68041;Blodelsheim;2022;330
68042;Blotzheim;2022;888
68043;Bollwiller;2022;876
68044;Le Bonhomme;2022;167
68045;Bourbach-le-Bas;2022;136
68046;Bourbach-le-Haut;2022;89
68049;Bouxwiller;2022;114
68050;Bréchaumont;2022;113
68051;Breitenbach-Haut-Rhin;2022;174
68052;Bretten;2022;27
68054;Brinckheim;2022;92
68055;Bruebach;2022;250
68056;Brunstatt-Didenheim;2022;1879
68057;Buethwiller;2022;55
68058;Buhl;2022;622
68059;Burnhaupt-le-Bas;2022;301
68060;Burnhaupt-le-Haut;2022;316
68061;Buschwiller;2022;210
68062;Carspach;2022;387
68063;Cernay;2022;2406
68064;Chalampé;2022;254
68065;Chavannes-sur-l'Étang;2022;97
68066;Colmar;2022;14471
68067;Courtavon;2022;61
68068;Dannemarie;2022;530
68069;Dessenheim;2022;233
68071;Diefmatten;2022;64
68072;Dietwiller;2022;296
68073;Dolleren;2022;93
