BOR;AN;FI;FI_EJ;GDE;AUT;LIT;PLA;APEC;SEJHC;JOUHC;SEJ3M;JOUHP
SSR;2018;010000032;010780062;SSR_A;;40;8;;545;13490;9;1814
SSR;2018;010000032;010780062;SSR_A50;1;40;8;0;;13490;;1814
SSR;2018;010000032;010780062;SSR_TOT;;40;8;0;545;13490;9;1814
SSR;2018;010000065;010780096;SSR_A;;69;;;812;23057;36;0
SSR;2018;010000065;010780096;SSR_A50;1;34;;0;;11782;;0
SSR;2018;010000065;010780096;SSR_A59;1;35;;0;;11275;;0
SSR;2018;010000065;010780096;SSR_TOT;;69;;0;812;23057;36;0
SSR;2018;010000081;010780112;SSR_A;;20;0;;177;6791;12;0
SSR;2018;010000081;010780112;SSR_A50;1;20;0;1;;6791;;0
SSR;2018;010000081;010780112;SSR_TOT;;20;0;0;177;6791;12;0
SSR;2018;010000099;010780120;SSR_A;;20;;;333;7570;1;0
SSR;2018;010000099;010780120;SSR_A50;1;20;;0;;7570;;0
SSR;2018;010000099;010780120;SSR_TOT;;20;;0;333;7570;1;0
SSR;2018;010000107;010780138;SSR_A;;20;;;320;8045;6;0
SSR;2018;010000107;010780138;SSR_A50;1;20;;0;;8045;;0
SSR;2018;010000107;010780138;SSR_TOT;;20;;0;320;8045;6;0
SSR;2018;010000115;010009132;SSR_A;;18;;;204;6259;2;0
SSR;2018;010000115;010009132;SSR_A50;1;18;;0;;6259;;0
SSR;2018;010000115;010009132;SSR_TOT;;18;;0;204;6259;2;0
SSR;2018;010000131;010009132;SSR_A;;29;;;414;10063;1;0
SSR;2018;010000131;010009132;SSR_A50;1;29;;0;;10063;;0
SSR;2018;010000131;010009132;SSR_TOT;;29;;0;414;10063;1;0
SSR;2018;010000180;010007987;SSR_A;;40;;;573;11591;0;0
SSR;2018;010000180;010007987;SSR_A58;1;40;;0;;11591;;0
SSR;2018;010000180;010007987;SSR_TOT;;40;;0;573;11591;0;0
SSR;2018;010000198;010007987;SSR_A;;85;;;1112;21269;7;0
SSR;2018;010000198;010007987;SSR_A50;1;;;0;;0;;0
SSR;2018;010000198;010007987;SSR_A51;1;85;;;;21269;;0
SSR;2018;010000198;010007987;SSR_E;;4;;;85;1002;0;0
SSR;2018;010000198;010007987;SSR_E50;1;0;;0;;0;;0
SSR;2018;010000198;010007987;SSR_E51;1;4;;0;;1002;;0
SSR;2018;010000198;010007987;SSR_TOT;;89;;0;1197;22271;7;0
SSR;2018;010000214;010007987;SSR_A;;111;;;886;32897;48;0
SSR;2018;010000214;010007987;SSR_A50;1;4;;0;;513;;0
SSR;2018;010000214;010007987;SSR_A51;1;18;;;;5786;;0
SSR;2018;010000214;010007987;SSR_A54;1;34;;0;;9390;;0
SSR;2018;010000214;010007987;SSR_A59;1;55;;0;;17208;;0
SSR;2018;010000214;010007987;SSR_TOT;;111;;0;886;32897;48;0
SSR;2018;010002129;750056335;SSR_A;;100;;;956;35878;72;0
SSR;2018;010002129;750056335;SSR_A50;1;47;;0;;15925;;0
SSR;2018;010002129;750056335;SSR_A51;1;20;;;;10674;;0
SSR;2018;010002129;750056335;SSR_A52;1;33;;0;;9279;;0
SSR;2018;010002129;750056335;SSR_TOT;;100;;0;956;35878;72;0
SSR;2018;010005239;010008407;SSR_A;;30;;;323;10058;6;0
SSR;2018;010005239;010008407;SSR_A50;1;30;;0;;10058;;0
SSR;2018;010005239;010008407;SSR_TOT;;30;;0;323;10058;6;0
SSR;2018;010008852;010783009;SSR_A;;;10;;0;0;0;2685
SSR;2018;010008852;010783009;SSR_A50;1;;;0;;0;;0
SSR;2018;010008852;010783009;SSR_A52;1;;10;0;;0;;2685
SSR;2018;010008852;010783009;SSR_TOT;;;10;0;0;0;0;2685
SSR;2018;010009314;010780054;SSR_A;;70;13;;695;18012;18;3379
SSR;2018;010009314;010780054;SSR_A50;1;10;;0;;0;;0
SSR;2018;010009314;010780054;SSR_A53;1;;;0;;0;;1520
SSR;2018;010009314;010780054;SSR_A54;1;;;0;;0;;608
SSR;2018;010009314;010780054;SSR_A59;1;60;13;0;;18012;;1251
SSR;2018;010009314;010780054;SSR_TOT;;70;13;0;695;18012;18;3379
SSR;2018;010780252;010783009;SSR_A;;71;;;566;20590;35;0
SSR;2018;010780252;010783009;SSR_A50;1;;;0;;0;;0
SSR;2018;010780252;010783009;SSR_A51;1;66;;;;18253;;0
SSR;2018;010780252;010783009;SSR_A52;1;5;;0;;2337;;0
SSR;2018;010780252;010783009;SSR_TOT;;71;;0;566;20590;35;0
SSR;2018;010780278;010783009;SSR_A;;100;;;452;31269;152;0
SSR;2018;010780278;010783009;SSR_A50;1;;;0;;0;;0
SSR;2018;010780278;010783009;SSR_A51;1;25;;;;7881;;0
SSR;2018;010780278;010783009;SSR_A52;1;75;;0;;23388;;0
SSR;2018;010780278;010783009;SSR_TOT;;100;;0;452;31269;152;0
SSR;2018;010780310;010000222;SSR_A;;38;;;310;11284;17;0
SSR;2018;010780310;010000222;SSR_A50;1;20;;0;;5170;;0
SSR;2018;010780310;010000222;SSR_A54;1;18;;0;;6114;;0
SSR;2018;010780310;010000222;SSR_TOT;;38;;0;310;11284;17;0
SSR;2018;010780328;010000222;SSR_A;;58;;;446;18494;41;0
SSR;2018;010780328;010000222;SSR_A50;1;7;;0;;2538;;0
SSR;2018;010780328;010000222;SSR_A54;1;51;;0;;15956;;0
SSR;2018;010780328;010000222;SSR_TOT;;58;;0;446;18494;41;0
SSR;2018;010780476;750005068;SSR_E;;115;3;;934;16841;2;222
SSR;2018;010780476;750005068;SSR_E50;1;58;1;0;;12265;;163
SSR;2018;010780476;750005068;SSR_E55;1;46;1;0;;3406;;44
SSR;2018;010780476;750005068;SSR_E58;1;11;1;0;;1170;;15
SSR;2018;010780476;750005068;SSR_TOT;;115;3;0;934;16841;2;222
SSR;2018;010780492;360000707;SSR_A;;1;20;;77;894;2;3106
SSR;2018;010780492;360000707;SSR_A51;1;;1;;;31;;50
SSR;2018;010780492;360000707;SSR_A52;1;1;1;0;;4;;12
SSR;2018;010780492;360000707;SSR_A57;1;;18;0;;859;;3044
SSR;2018;010780492;360000707;SSR_E;;67;20;;841;11311;25;8139
SSR;2018;010780492;360000707;SSR_E50;1;;;0;;0;;0
SSR;2018;010780492;360000707;SSR_E51;1;6;2;0;;1795;;421
SSR;2018;010780492;360000707;SSR_E52;1;29;6;0;;4937;;1952
SSR;2018;010780492;360000707;SSR_E57;1;32;12;0;;4579;;5766
SSR;2018;010780492;360000707;SSR_TOT;;68;40;0;918;12205;27;11245
SSR;2018;010780708;310021381;SSR_A;;65;0;;819;23248;17;0
SSR;2018;010780708;310021381;SSR_A50;1;65;;0;;23248;;0
SSR;2018;010780708;310021381;SSR_A51;1;;0;;;0;;0
SSR;2018;010780708;310021381;SSR_A54;0;;;1;;0;;0
SSR;2018;010780708;310021381;SSR_TOT;;65;0;0;819;23248;17;0
SSR;2018;010780799;750721334;SSR_A;;30;;;271;9028;11;0
SSR;2018;010780799;750721334;SSR_A50;1;20;;0;;4694;;0
SSR;2018;010780799;750721334;SSR_A51;1;10;;;;4334;;0
SSR;2018;010780799;750721334;SSR_TOT;;30;;0;271;9028;11;0
SSR;2018;020000089;020000022;SSR_A;;42;;;462;13471;23;0
SSR;2018;020000089;020000022;SSR_A50;1;22;;0;;6735;;0
SSR;2018;020000089;020000022;SSR_A59;1;20;;0;;6736;;0
SSR;2018;020000089;020000022;SSR_TOT;;42;;0;462;13471;23;0
SSR;2018;020000097;020000048;SSR_A;;31;;;298;8965;9;0
SSR;2018;020000097;020000048;SSR_A50;1;31;;0;;8965;;0
SSR;2018;020000097;020000048;SSR_TOT;;31;;0;298;8965;9;0
SSR;2018;020000105;020000055;SSR_A;;15;;;313;4261;1;0
SSR;2018;020000105;020000055;SSR_A50;1;15;;0;;4261;;0
SSR;2018;020000105;020000055;SSR_TOT;;15;;0;313;4261;1;0
SSR;2018;020000162;020000063;SSR_A;;44;;;502;15757;33;0
SSR;2018;020000162;020000063;SSR_A50;1;0;;0;;1517;;0
SSR;2018;020000162;020000063;SSR_A51;1;6;;;;2895;;0
SSR;2018;020000162;020000063;SSR_A52;1;8;;0;;1933;;0
SSR;2018;020000162;020000063;SSR_A59;1;30;;0;;9412;;0
SSR;2018;020000162;020000063;SSR_TOT;;44;;0;502;15757;33;0
SSR;2018;020000246;020000071;SSR_A;;33;;;286;6678;6;0
SSR;2018;020000246;020000071;SSR_A50;1;33;;0;;6678;;0
SSR;2018;020000246;020000071;SSR_TOT;;33;;0;286;6678;6;0
SSR;2018;020000303;750814030;SSR_A;;303;25;;4206;102215;210;8993
SSR;2018;020000303;750814030;SSR_A50;1;31;;0;;12335;;0
SSR;2018;020000303;750814030;SSR_A51;1;137;11;;;36977;;3611
SSR;2018;020000303;750814030;SSR_A52;1;23;5;0;;7788;;2710
SSR;2018;020000303;750814030;SSR_A53;1;9;4;0;;3727;;414
SSR;2018;020000303;750814030;SSR_A54;1;27;;0;;8550;;0
SSR;2018;020000303;750814030;SSR_A55;1;15;1;0;;5079;;518
SSR;2018;020000303;750814030;SSR_A59;1;61;4;0;;27759;;1740
SSR;2018;020000303;750814030;SSR_TOT;;303;25;0;4206;102215;210;8993
SSR;2018;020000394;020000253;SSR_A;;;16;;0;0;0;3035
SSR;2018;020000394;020000253;SSR_A53;1;;16;0;;0;;3035
SSR;2018;020000394;020000253;SSR_TOT;;;16;0;0;0;0;3035
SSR;2018;020000519;020000261;SSR_A;;60;;;782;18846;13;0
SSR;2018;020000519;020000261;SSR_A50;1;60;;0;;18846;;0
SSR;2018;020000519;020000261;SSR_A59;1;;;0;;0;;0
SSR;2018;020000519;020000261;SSR_TOT;;60;;0;782;18846;13;0
SSR;2018;020000535;020000287;SSR_A;;38;;;264;19084;25;0
SSR;2018;020000535;020000287;SSR_A50;1;38;;0;;9542;;0
SSR;2018;020000535;020000287;SSR_A55;0;;;1;;0;;0
SSR;2018;020000535;020000287;SSR_A59;1;;;1;;9542;;0
SSR;2018;020000535;020000287;SSR_TOT;;38;;0;264;19084;25;0
SSR;2018;020000915;020003620;SSR_A;;184;16;;1582;48929;125;6028
SSR;2018;020000915;020003620;SSR_A50;1;184;16;0;;48929;;6028
SSR;2018;020000915;020003620;SSR_A51;1;;;;;0;;0
SSR;2018;020000915;020003620;SSR_A52;1;;;0;;0;;0
SSR;2018;020000915;020003620;SSR_A55;1;;;0;;0;;0
SSR;2018;020000915;020003620;SSR_TOT;;184;16;0;1582;48929;125;6028
SSR;2018;020001087;020004495;SSR_A;;30;;;283;8670;18;0
SSR;2018;020001087;020004495;SSR_A50;1;30;;0;;8670;;0
SSR;2018;020001087;020004495;SSR_TOT;;30;;0;283;8670;18;0
SSR;2018;020003877;020000253;SSR_A;;40;;;534;13767;1;0
SSR;2018;020003877;020000253;SSR_A59;1;40;;0;;13767;;0
SSR;2018;020003877;020000253;SSR_TOT;;40;;0;534;13767;1;0
SSR;2018;020010310;750719361;SSR_A;;14;0;;86;4898;10;0
SSR;2018;020010310;750719361;SSR_A58;1;14;0;0;;4898;;0
SSR;2018;020010310;750719361;SSR_TOT;;14;0;0;86;4898;10;0
SSR;2018;030000012;030180020;SSR_A;;59;10;;553;15960;15;2679
SSR;2018;030000012;030180020;SSR_A51;1;59;10;;;15960;;2679
SSR;2018;030000012;030180020;SSR_TOT;;59;10;0;553;15960;15;2679
SSR;2018;030000061;030780092;SSR_A;;40;7;;405;13540;19;1750
SSR;2018;030000061;030780092;SSR_A50;1;18;1;0;;7432;;132
SSR;2018;030000061;030780092;SSR_A59;1;22;6;0;;6108;;1618
SSR;2018;030000061;030780092;SSR_TOT;;40;7;0;405;13540;19;1750
SSR;2018;030000079;030780100;SSR_A;;30;0;;482;10663;1;0
SSR;2018;030000079;030780100;SSR_A50;0;;;1;;0;;0
SSR;2018;030000079;030780100;SSR_A59;1;30;0;0;;10663;;0
SSR;2018;030000079;030780100;SSR_TOT;;30;0;0;482;10663;1;0
SSR;2018;030000087;030780118;SSR_A;;70;5;;735;23877;48;1232
SSR;2018;030000087;030780118;SSR_A50;1;24;5;0;;6278;;1232
SSR;2018;030000087;030780118;SSR_A59;1;46;;0;;17599;;0
SSR;2018;030000087;030780118;SSR_TOT;;70;5;0;735;23877;48;1232
SSR;2018;030000095;030780126;SSR_A;;40;2;;353;12982;13;229
SSR;2018;030000095;030780126;SSR_A50;1;40;2;0;;12982;;229
SSR;2018;030000095;030780126;SSR_TOT;;40;2;0;353;12982;13;229
SSR;2018;030002208;030002158;SSR_A;;89;;;703;25042;76;0
SSR;2018;030002208;030002158;SSR_A50;1;61;;0;;21032;;0
SSR;2018;030002208;030002158;SSR_A58;1;28;;0;;4010;;0
SSR;2018;030002208;030002158;SSR_TOT;;89;;0;703;25042;76;0
SSR;2018;030007942;030002158;SSR_A;;36;5;;245;8508;0;698
SSR;2018;030007942;030002158;SSR_A50;1;36;5;0;;8508;;698
SSR;2018;030007942;030002158;SSR_TOT;;36;5;0;245;8508;0;698
SSR;2018;030780548;030000194;SSR_A;;55;10;;444;14044;17;7291
SSR;2018;030780548;030000194;SSR_A50;1;;10;0;;;;7291
SSR;2018;030780548;030000194;SSR_A51;1;30;;;;8547;;0
SSR;2018;030780548;030000194;SSR_A59;1;25;;0;;5497;;0
SSR;2018;030780548;030000194;SSR_TOT;;55;10;0;444;14044;17;7291
SSR;2018;030781116;030000426;SSR_A;;67;0;;619;18428;25;0
SSR;2018;030781116;030000426;SSR_A50;1;67;0;0;;18428;;0
SSR;2018;030781116;030000426;SSR_TOT;;67;0;0;619;18428;25;0
SSR;2018;040000028;040780124;SSR_A;;20;;;158;4165;8;0
SSR;2018;040000028;040780124;SSR_A50;1;20;;0;;4165;;0
SSR;2018;040000028;040780124;SSR_TOT;;20;;0;158;4165;8;0
SSR;2018;040000036;040780132;SSR_A;;10;;;123;2686;1;0
SSR;2018;040000036;040780132;SSR_A50;1;10;;0;;2686;;0
SSR;2018;040000036;040780132;SSR_TOT;;10;;0;123;2686;1;0
SSR;2018;040000044;040780140;SSR_A;;5;0;;76;2178;3;0
SSR;2018;040000044;040780140;SSR_A50;1;5;0;0;;2178;;0
SSR;2018;040000044;040780140;SSR_TOT;;5;0;0;76;2178;3;0
SSR;2018;040000051;040780173;SSR_A;;15;;;28;658;0;0
SSR;2018;040000051;040780173;SSR_A50;1;15;;0;;658;;0
SSR;2018;040000051;040780173;SSR_TOT;;15;;0;28;658;0;0
SSR;2018;040000069;040780181;SSR_A;;43;;;473;14110;18;0
SSR;2018;040000069;040780181;SSR_A50;1;;;0;;0;;0
SSR;2018;040000069;040780181;SSR_A51;1;43;;;;14110;;0
SSR;2018;040000069;040780181;SSR_TOT;;43;;0;473;14110;18;0
SSR;2018;040000119;040780231;SSR_A;;14;;;252;4782;3;0
SSR;2018;040000119;040780231;SSR_A50;1;14;;0;;4782;;0
SSR;2018;040000119;040780231;SSR_TOT;;14;;0;252;4782;3;0
SSR;2018;040000135;050002948;SSR_A;;27;10;;307;8148;8;1914
SSR;2018;040000135;050002948;SSR_A50;1;27;;0;;8148;;0
SSR;2018;040000135;050002948;SSR_A53;1;;10;0;;0;;1914
SSR;2018;040000135;050002948;SSR_A54;1;;;0;;0;;0
SSR;2018;040000135;050002948;SSR_A55;1;;;0;;0;;0
SSR;2018;040000135;050002948;SSR_TOT;;27;10;0;307;8148;8;1914
SSR;2018;040780389;040000192;SSR_A;;85;;;819;26268;64;0
SSR;2018;040780389;040000192;SSR_A50;1;;;0;;22592;;0
SSR;2018;040780389;040000192;SSR_A59;1;85;;0;;3676;;0
SSR;2018;040780389;040000192;SSR_TOT;;85;;0;819;26268;64;0
SSR;2018;040780405;040000168;SSR_A;;70;5;;704;24878;39;1547
SSR;2018;040780405;040000168;SSR_A50;1;70;;0;;3347;;0
SSR;2018;040780405;040000168;SSR_A51;1;;5;;;21531;;1547
SSR;2018;040780405;040000168;SSR_E;;;5;;0;0;0;475
SSR;2018;040780405;040000168;SSR_E50;1;;;0;;0;;0
SSR;2018;040780405;040000168;SSR_E51;1;;5;0;;0;;475
SSR;2018;040780405;040000168;SSR_TOT;;70;10;0;704;24878;39;2022
SSR;2018;040780488;040000200;SSR_A;;80;10;;755;27767;56;3412
SSR;2018;040780488;040000200;SSR_A50;1;;;0;;0;;0
SSR;2018;040780488;040000200;SSR_A51;1;40;10;;;14015;;3412
SSR;2018;040780488;040000200;SSR_A52;1;40;;0;;13752;;0
SSR;2018;040780488;040000200;SSR_TOT;;80;10;0;755;27767;56;3412
SSR;2018;040780520;750056335;SSR_A;;40;;;407;15505;46;0
SSR;2018;040780520;750056335;SSR_A50;1;40;;0;;15505;;0
SSR;2018;040780520;750056335;SSR_TOT;;40;;0;407;15505;46;0
SSR;2018;040782021;130037815;SSR_A;;66;;;528;19967;42;0
SSR;2018;040782021;130037815;SSR_A50;1;46;;0;;15780;;0
SSR;2018;040782021;130037815;SSR_A59;1;20;;0;;4187;;0
SSR;2018;040782021;130037815;SSR_TOT;;66;;0;528;19967;42;0
SSR;2018;050000041;130037815;SSR_A;;90;25;;870;29820;52;7285
SSR;2018;050000041;130037815;SSR_A50;1;26;5;0;;8199;;1437
SSR;2018;050000041;130037815;SSR_A51;1;40;19;;;13977;;5645
SSR;2018;050000041;130037815;SSR_A53;1;2;;0;;0;;0
SSR;2018;050000041;130037815;SSR_A54;1;22;1;0;;7644;;203
SSR;2018;050000041;130037815;SSR_A56;0;;;1;;0;;0
SSR;2018;050000041;130037815;SSR_TOT;;90;25;0;870;29820;52;7285
SSR;2018;050000058;050000033;SSR_A;;62;;;551;18904;29;0
SSR;2018;050000058;050000033;SSR_A50;1;62;;0;;18904;;0
SSR;2018;050000058;050000033;SSR_TOT;;62;;0;551;18904;29;0
SSR;2018;050000066;050000082;SSR_A;;60;;;609;18505;14;0
SSR;2018;050000066;050000082;SSR_A50;1;60;;0;;18505;;0
SSR;2018;050000066;050000082;SSR_TOT;;60;;0;609;18505;14;0
SSR;2018;050000256;050000124;SSR_A;;34;;;327;10017;14;0
SSR;2018;050000256;050000124;SSR_A50;1;20;;0;;5694;;0
SSR;2018;050000256;050000124;SSR_A59;1;14;;1;;4323;;0
SSR;2018;050000256;050000124;SSR_TOT;;34;;0;327;10017;14;0
SSR;2018;050000298;050000496;SSR_E;;53;;;339;13304;18;0
SSR;2018;050000298;050000496;SSR_E54;1;53;;0;;13304;;0
SSR;2018;050000298;050000496;SSR_TOT;;53;;0;339;13304;18;0
SSR;2018;050000306;050000538;SSR_E;;60;;;173;12120;;0
SSR;2018;050000306;050000538;SSR_E54;1;60;;0;;12120;;0
SSR;2018;050000306;050000538;SSR_TOT;;60;;0;173;12120;;0
SSR;2018;050000330;050007145;SSR_A;;12;;;106;3770;6;0
SSR;2018;050000330;050007145;SSR_A50;1;12;;0;;3770;;0
SSR;2018;050000330;050007145;SSR_TOT;;12;;0;106;3770;6;0
SSR;2018;050000348;050002948;SSR_A;;30;;;292;9637;7;0
SSR;2018;050000348;050002948;SSR_A50;1;;;0;;0;;0
SSR;2018;050000348;050002948;SSR_A59;1;30;;0;;9637;;0
SSR;2018;050000348;050002948;SSR_TOT;;30;;0;292;9637;7;0
SSR;2018;050000371;050003508;SSR_E;;47;2;;329;14410;40;42
SSR;2018;050000371;050003508;SSR_E54;1;47;2;0;;14410;;42
SSR;2018;050000371;050003508;SSR_TOT;;47;2;0;329;14410;40;42
SSR;2018;050000488;050000678;SSR_A;;72;;;679;26276;26;0
SSR;2018;050000488;050000678;SSR_A50;1;;;0;;0;;0
SSR;2018;050000488;050000678;SSR_A54;1;72;;0;;26276;;0
SSR;2018;050000488;050000678;SSR_TOT;;72;;0;679;26276;26;0
SSR;2018;050000637;050001163;SSR_A;;66;;;417;21769;75;0
SSR;2018;050000637;050001163;SSR_A50;1;66;;0;;21769;;0
SSR;2018;050000637;050001163;SSR_TOT;;66;;0;417;21769;75;0
SSR;2018;050000991;050000546;SSR_A;;131;10;;1444;41387;38;997
SSR;2018;050000991;050000546;SSR_A50;1;33;;0;;10728;;0
SSR;2018;050000991;050000546;SSR_A55;1;54;10;0;;16591;;997
SSR;2018;050000991;050000546;SSR_A58;1;18;;0;;5554;;0
SSR;2018;050000991;050000546;SSR_A59;1;26;;0;;8514;;0
SSR;2018;050000991;050000546;SSR_TOT;;131;10;0;1444;41387;38;997
SSR;2018;050001064;050000561;SSR_A;;90;;;925;28691;19;0
SSR;2018;050001064;050000561;SSR_A50;1;90;;0;;28691;;0
SSR;2018;050001064;050000561;SSR_TOT;;90;;0;925;28691;19;0
SSR;2018;050002351;130037815;SSR_A;;25;17;;285;8187;10;7096
SSR;2018;050002351;130037815;SSR_A50;1;;0;0;;0;;
SSR;2018;050002351;130037815;SSR_A51;1;20;9;;;5785;;4459
SSR;2018;050002351;130037815;SSR_A52;1;5;5;0;;2402;;2196
SSR;2018;050002351;130037815;SSR_A53;1;;3;0;;0;;441
SSR;2018;050002351;130037815;SSR_TOT;;25;17;0;285;8187;10;7096
SSR;2018;060000163;060780327;SSR_A;;6;;;44;1207;1;0
SSR;2018;060000163;060780327;SSR_A50;1;6;;0;;1207;;0
SSR;2018;060000163;060780327;SSR_TOT;;6;;0;44;1207;1;0
SSR;2018;060000296;060780640;SSR_A;;84;;;939;24338;2;0
SSR;2018;060000296;060780640;SSR_A53;1;42;;0;;10690;;0
SSR;2018;060000296;060780640;SSR_A54;1;42;;0;;13648;;0
SSR;2018;060000296;060780640;SSR_TOT;;84;;0;939;24338;2;0
SSR;2018;060000304;060780657;SSR_A;;10;;;135;3348;8;0
SSR;2018;060000304;060780657;SSR_A50;1;10;;1;;3348;;0
SSR;2018;060000304;060780657;SSR_TOT;;10;;0;135;3348;8;0
SSR;2018;060000411;060780780;SSR_A;;10;;;14;348;0;0
SSR;2018;060000411;060780780;SSR_A50;1;10;;0;;348;;0
SSR;2018;060000411;060780780;SSR_TOT;;10;;0;14;348;0;0
SSR;2018;060000478;060780897;SSR_A;;30;;;213;10840;35;0
SSR;2018;060000478;060780897;SSR_A50;1;30;;0;;10840;;0
SSR;2018;060000478;060780897;SSR_A59;1;;;0;;0;;0
SSR;2018;060000478;060780897;SSR_TOT;;30;;0;213;10840;35;0
SSR;2018;060000486;060780905;SSR_A;;13;;;171;4011;6;0
SSR;2018;060000486;060780905;SSR_A50;1;13;;0;;4011;;0
SSR;2018;060000486;060780905;SSR_TOT;;13;;0;171;4011;6;0
SSR;2018;060000510;060780954;SSR_A;;25;0;;295;8907;6;0
SSR;2018;060000510;060780954;SSR_A50;1;25;0;0;;1954;;0
SSR;2018;060000510;060780954;SSR_A59;1;;;0;;6953;;0
SSR;2018;060000510;060780954;SSR_TOT;;25;0;0;295;8907;6;0
SSR;2018;060001625;060006889;SSR_A;;19;;;183;5163;2;0
SSR;2018;060001625;060006889;SSR_A50;1;19;;0;;5163;;0
SSR;2018;060001625;060006889;SSR_TOT;;19;;0;183;5163;2;0
SSR;2018;060002102;060791761;SSR_A;;82;;;786;26549;31;0
SSR;2018;060002102;060791761;SSR_A50;1;82;;0;;26549;;0
SSR;2018;060002102;060791761;SSR_A59;1;;;0;;0;;0
SSR;2018;060002102;060791761;SSR_TOT;;82;;0;786;26549;31;0
SSR;2018;060005469;920030269;SSR_A;;117;;;1437;41285;9;0
SSR;2018;060005469;920030269;SSR_A50;1;90;;0;;30746;;0
SSR;2018;060005469;920030269;SSR_A59;1;27;;0;;10539;;0
SSR;2018;060005469;920030269;SSR_TOT;;117;;0;1437;41285;9;0
SSR;2018;060015328;060015278;SSR_E;;15;25;;84;3253;0;5675
SSR;2018;060015328;060015278;SSR_E50;1;15;25;0;;3253;;5675
SSR;2018;060015328;060015278;SSR_TOT;;15;25;0;84;3253;0;5675
SSR;2018;060021094;060024619;SSR_A;;43;;;508;16342;11;0
SSR;2018;060021094;060024619;SSR_A50;1;43;;1;;16342;;0
SSR;2018;060021094;060024619;SSR_TOT;;43;;0;508;16342;11;0
SSR;2018;060021201;060000155;SSR_A;;50;25;;748;16823;3;4462
SSR;2018;060021201;060000155;SSR_A50;1;20;;0;;2664;;0
SSR;2018;060021201;060000155;SSR_A51;1;30;25;;;14159;;4462
SSR;2018;060021201;060000155;SSR_TOT;;50;25;0;748;16823;3;4462
SSR;2018;060023694;060023686;SSR_A;;;30;;0;0;0;4714
SSR;2018;060023694;060023686;SSR_A55;1;;30;0;;0;;4714
SSR;2018;060023694;060023686;SSR_TOT;;;30;0;0;0;0;4714
SSR;2018;060780145;060000049;SSR_A;;101;;;1113;33752;31;0
SSR;2018;060780145;060000049;SSR_A50;1;3;;0;;1871;;0
SSR;2018;060780145;060000049;SSR_A56;1;9;;0;;3243;;0
SSR;2018;060780145;060000049;SSR_A59;1;89;;0;;28638;;0
SSR;2018;060780145;060000049;SSR_TOT;;101;;0;1113;33752;31;0
SSR;2018;060780186;060006939;SSR_A;;52;;;585;18931;18;0
SSR;2018;060780186;060006939;SSR_A50;1;52;;0;;18931;;0
SSR;2018;060780186;060006939;SSR_TOT;;52;;0;585;18931;18;0
SSR;2018;060780277;920030269;SSR_A;;123;;;1111;42061;77;0
SSR;2018;060780277;920030269;SSR_A50;1;93;;0;;28936;;0
SSR;2018;060780277;920030269;SSR_A59;1;30;;0;;13125;;0
SSR;2018;060780277;920030269;SSR_TOT;;123;;0;1111;42061;77;0
SSR;2018;060780343;060000171;SSR_A;;58;;;656;20304;17;0
SSR;2018;060780343;060000171;SSR_A50;1;58;;0;;20304;;0
SSR;2018;060780343;060000171;SSR_TOT;;58;;0;656;20304;17;0
SSR;2018;060780350;750056335;SSR_A;;44;;;438;14922;39;0
SSR;2018;060780350;750056335;SSR_A50;1;44;;0;;14922;;0
SSR;2018;060780350;750056335;SSR_TOT;;44;;0;438;14922;39;0
SSR;2018;060780392;060000205;SSR_A;;97;;;902;32899;56;0
SSR;2018;060780392;060000205;SSR_A50;1;97;;0;;32899;;0
SSR;2018;060780392;060000205;SSR_TOT;;97;;0;902;32899;56;0
SSR;2018;060780459;010783009;SSR_A;;85;22;;618;28131;50;6578
SSR;2018;060780459;010783009;SSR_A50;1;12;1;0;;2449;;74
SSR;2018;060780459;010783009;SSR_A51;1;39;16;;;17129;;5149
SSR;2018;060780459;010783009;SSR_A52;1;34;5;0;;8553;;1355
SSR;2018;060780459;010783009;SSR_TOT;;85;22;0;618;28131;50;6578
SSR;2018;060780558;750720575;SSR_A;;5;2;;142;248;0;0
SSR;2018;060780558;750720575;SSR_A50;1;5;2;0;;248;;0
SSR;2018;060780558;750720575;SSR_E;;94;5;;635;28804;27;2584
SSR;2018;060780558;750720575;SSR_E50;1;62;5;0;;16691;;2326
SSR;2018;060780558;750720575;SSR_E55;1;32;;0;;12113;;258
SSR;2018;060780558;750720575;SSR_TOT;;99;7;0;777;29052;27;2584
SSR;2018;060780665;060000312;SSR_A;;65;;;529;16453;21;0
SSR;2018;060780665;060000312;SSR_A50;1;65;;0;;16453;;0
SSR;2018;060780665;060000312;SSR_TOT;;65;;0;529;16453;21;0
SSR;2018;060781374;060000718;SSR_A;;170;10;;1465;54056;99;4389
SSR;2018;060781374;060000718;SSR_A50;1;46;;0;;28207;;0
SSR;2018;060781374;060000718;SSR_A51;1;61;10;;;14071;;4389
SSR;2018;060781374;060000718;SSR_A55;1;63;;0;;11778;;0
SSR;2018;060781374;060000718;SSR_TOT;;170;10;0;1465;54056;99;4389
SSR;2018;060785227;060780608;SSR_A;;108;10;;1314;33262;18;1554
SSR;2018;060785227;060780608;SSR_A50;1;87;;0;;28410;;0
SSR;2018;060785227;060780608;SSR_A53;1;21;10;0;;4852;;1554
SSR;2018;060785227;060780608;SSR_TOT;;108;10;0;1314;33262;18;1554
