BOR;AN;FI;FI_EJ;GDE;AUT;LIT;PLA;APEC;SEJHC;JOUHC;SEJ3M;JOUHP
SSR;2018;180000598;180000887;SSR_A50;1;64;10;0;;20411;;8012
SSR;2018;180000598;180000887;SSR_A59;1;;;0;;0;;0
SSR;2018;180000598;180000887;SSR_TOT;;64;10;0;674;20411;33;8012
SSR;2018;180003287;180000028;SSR_A;;55;0;;496;19931;59;0
SSR;2018;180003287;180000028;SSR_A59;1;55;0;0;;19931;;0
SSR;2018;180003287;180000028;SSR_TOT;;55;0;0;496;19931;59;0
SSR;2018;180003345;180000051;SSR_A;;86;17;;745;29915;83;3203
SSR;2018;180003345;180000051;SSR_A50;1;18;;0;;7761;;0
SSR;2018;180003345;180000051;SSR_A51;1;5;1;;;1280;;35
SSR;2018;180003345;180000051;SSR_A52;1;20;4;0;;5846;;1013
SSR;2018;180003345;180000051;SSR_A59;1;43;12;0;;15028;;2155
SSR;2018;180003345;180000051;SSR_TOT;;86;17;0;745;29915;83;3203
SSR;2018;180003386;180000069;SSR_A;;46;;;372;12438;25;0
SSR;2018;180003386;180000069;SSR_A50;1;20;;0;;10482;;0
SSR;2018;180003386;180000069;SSR_A51;1;15;;;;1106;;0
SSR;2018;180003386;180000069;SSR_A52;1;11;;0;;850;;0
SSR;2018;180003386;180000069;SSR_TOT;;46;;0;372;12438;25;0
SSR;2018;190000018;190000042;SSR_A;;102;5;;1041;31852;64;919
SSR;2018;190000018;190000042;SSR_A50;1;102;5;0;;3696;;298
SSR;2018;190000018;190000042;SSR_A51;1;;;;;2855;;66
SSR;2018;190000018;190000042;SSR_A52;1;;;0;;5355;;555
SSR;2018;190000018;190000042;SSR_A59;1;;;0;;19946;;0
SSR;2018;190000018;190000042;SSR_E;;;;;2;13;0;16
SSR;2018;190000018;190000042;SSR_E50;1;;;0;;0;;0
SSR;2018;190000018;190000042;SSR_E51;1;;;0;;0;;13
SSR;2018;190000018;190000042;SSR_E52;1;;;0;;13;;3
SSR;2018;190000018;190000042;SSR_TOT;;102;5;0;1043;31865;64;935
SSR;2018;190000034;190000067;SSR_A;;20;;;288;5492;3;0
SSR;2018;190000034;190000067;SSR_A50;1;20;;0;;5492;;0
SSR;2018;190000034;190000067;SSR_TOT;;20;;0;288;5492;3;0
SSR;2018;190000091;190000075;SSR_A;;40;;;473;12426;16;0
SSR;2018;190000091;190000075;SSR_A50;1;30;;0;;9141;;0
SSR;2018;190000091;190000075;SSR_A59;1;10;;0;;3285;;0
SSR;2018;190000091;190000075;SSR_TOT;;40;;0;473;12426;16;0
SSR;2018;190000257;190001131;SSR_A;;;16;;0;0;0;101
SSR;2018;190000257;190001131;SSR_A53;1;;16;0;;0;;101
SSR;2018;190000257;190001131;SSR_TOT;;;16;0;0;0;0;101
SSR;2018;190002493;190000059;SSR_A;;30;;;333;10362;5;0
SSR;2018;190002493;190000059;SSR_A59;1;30;;0;;10362;;0
SSR;2018;190002493;190000059;SSR_TOT;;30;;0;333;10362;5;0
SSR;2018;190005694;750056335;SSR_A;;81;;;872;29420;47;0
SSR;2018;190005694;750056335;SSR_A50;1;54;;0;;10388;;0
SSR;2018;190005694;750056335;SSR_A59;1;27;;0;;19032;;0
SSR;2018;190005694;750056335;SSR_TOT;;81;;0;872;29420;47;0
SSR;2018;190009985;190000117;SSR_A;;5;;;107;1384;1;0
SSR;2018;190009985;190000117;SSR_A58;1;5;;0;;1384;;0
SSR;2018;190009985;190000117;SSR_TOT;;5;;0;107;1384;1;0
SSR;2018;190011197;190000059;SSR_A;;30;3;;327;8091;14;1193
SSR;2018;190011197;190000059;SSR_A50;1;;;0;;0;;0
SSR;2018;190011197;190000059;SSR_A51;1;15;1;;;4336;;151
SSR;2018;190011197;190000059;SSR_A52;1;15;2;0;;3755;;1042
SSR;2018;190011197;190000059;SSR_E50;1;;;0;;0;;0
SSR;2018;190011197;190000059;SSR_E51;1;;;0;;0;;0
SSR;2018;190011197;190000059;SSR_E52;1;;;0;;0;;0
SSR;2018;190011197;190000059;SSR_TOT;;30;3;0;327;8091;14;1193
SSR;2018;190012476;190002519;SSR_A;;15;;;152;5024;7;0
SSR;2018;190012476;190002519;SSR_A50;1;15;;0;;5024;;0
SSR;2018;190012476;190002519;SSR_TOT;;15;;0;152;5024;7;0
SSR;2018;210007399;210007308;SSR_A;;37;10;;185;11477;56;2486
SSR;2018;210007399;210007308;SSR_A50;1;37;10;0;;11477;;2486
SSR;2018;210007399;210007308;SSR_TOT;;37;10;0;185;11477;56;2486
SSR;2018;210010443;210000337;SSR_A;;24;3;;227;8839;20;1146
SSR;2018;210010443;210000337;SSR_A50;1;;;0;;0;;0
SSR;2018;210010443;210000337;SSR_A58;1;24;3;0;;8839;;1146
SSR;2018;210010443;210000337;SSR_TOT;;24;3;0;227;8839;20;1146
SSR;2018;210780144;750721235;SSR_A;;97;17;;712;33848;102;6297
SSR;2018;210780144;750721235;SSR_A51;1;34;3;;;16125;;1286
SSR;2018;210780144;750721235;SSR_A52;1;63;14;0;;17723;;5011
SSR;2018;210780144;750721235;SSR_TOT;;97;17;0;712;33848;102;6297
SSR;2018;210780276;210003208;SSR_A;;102;10;;1192;36082;31;1630
SSR;2018;210780276;210003208;SSR_A50;1;13;;0;;4416;;0
SSR;2018;210780276;210003208;SSR_A52;1;12;;0;;4355;;0
SSR;2018;210780276;210003208;SSR_A55;1;20;10;0;;6914;;1630
SSR;2018;210780276;210003208;SSR_A59;1;57;;0;;20397;;0
SSR;2018;210780276;210003208;SSR_TOT;;102;10;0;1192;36082;31;1630
SSR;2018;210780292;210000105;SSR_A;;78;53;;888;27817;30;21489
SSR;2018;210780292;210000105;SSR_A50;1;;;1;;0;;0
SSR;2018;210780292;210000105;SSR_A51;1;73;30;;;26578;;11235
SSR;2018;210780292;210000105;SSR_A53;1;;11;1;;0;;5983
SSR;2018;210780292;210000105;SSR_A54;1;5;12;1;;1239;;4271
SSR;2018;210780292;210000105;SSR_TOT;;78;53;1;888;27817;30;21489
SSR;2018;210986089;210780581;SSR_A;;68;;;739;23932;25;0
SSR;2018;210986089;210780581;SSR_A59;1;68;;0;;23932;;0
SSR;2018;210986089;210780581;SSR_TOT;;68;;0;739;23932;25;0
SSR;2018;210986725;210986717;SSR_A;;36;0;;396;11779;14;0
SSR;2018;210986725;210986717;SSR_A50;1;36;0;0;;11779;;0
SSR;2018;210986725;210986717;SSR_TOT;;36;0;0;396;11779;14;0
SSR;2018;210986741;210986733;SSR_A;;60;;;735;20967;20;0
SSR;2018;210986741;210986733;SSR_A50;1;30;;0;;8152;;0
SSR;2018;210986741;210986733;SSR_A59;1;30;;0;;12815;;0
SSR;2018;210986741;210986733;SSR_TOT;;60;;0;735;20967;20;0
SSR;2018;210987046;210987038;SSR_A;;90;;;778;31316;38;0
SSR;2018;210987046;210987038;SSR_A50;1;;;0;;0;;0
SSR;2018;210987046;210987038;SSR_A59;1;90;;1;;31316;;0
SSR;2018;210987046;210987038;SSR_TOT;;90;;0;778;31316;38;0
SSR;2018;210987558;210780581;SSR_A;;91;9;;902;31247;58;12073
SSR;2018;210987558;210780581;SSR_A50;1;32;1;0;;11275;;3990
SSR;2018;210987558;210780581;SSR_A51;1;;3;;;275;;1179
SSR;2018;210987558;210780581;SSR_A52;1;27;4;0;;9273;;1926
SSR;2018;210987558;210780581;SSR_A53;1;32;1;0;;10424;;4978
SSR;2018;210987558;210780581;SSR_TOT;;91;9;0;902;31247;58;12073
SSR;2018;210987582;210780631;SSR_A;;12;;;173;3778;3;0
SSR;2018;210987582;210780631;SSR_A50;1;12;;0;;3778;;0
SSR;2018;210987582;210780631;SSR_TOT;;12;;0;173;3778;3;0
SSR;2018;210987640;210780672;SSR_A;;30;;;275;10286;16;0
SSR;2018;210987640;210780672;SSR_A50;1;30;;0;;10286;;0
SSR;2018;210987640;210780672;SSR_TOT;;30;;0;275;10286;16;0
SSR;2018;210987657;210012175;SSR_A;;60;;;479;16777;17;0
SSR;2018;210987657;210012175;SSR_A50;1;10;;0;;3161;;0
SSR;2018;210987657;210012175;SSR_A59;1;50;;0;;13616;;0
SSR;2018;210987657;210012175;SSR_TOT;;60;;0;479;16777;17;0
SSR;2018;210987665;210012142;SSR_A;;30;;;210;9187;22;0
SSR;2018;210987665;210012142;SSR_A50;1;30;;0;;9187;;0
SSR;2018;210987665;210012142;SSR_TOT;;30;;0;210;9187;22;0
SSR;2018;210987673;210012142;SSR_A;;64;8;;776;18502;8;1574
SSR;2018;210987673;210012142;SSR_A50;1;12;;0;;12222;;0
SSR;2018;210987673;210012142;SSR_A53;1;14;6;0;;4156;;812
SSR;2018;210987673;210012142;SSR_A59;1;38;2;0;;2124;;762
SSR;2018;210987673;210012142;SSR_TOT;;64;8;0;776;18502;8;1574
SSR;2018;210987681;210012142;SSR_A;;42;;;374;13173;24;0
SSR;2018;210987681;210012142;SSR_A59;1;42;;0;;13173;;0
SSR;2018;210987681;210012142;SSR_TOT;;42;;0;374;13173;24;0
SSR;2018;220000012;220000020;SSR_A;;;22;;0;0;0;6563
SSR;2018;220000012;220000020;SSR_A51;1;;5;;;0;;3109
SSR;2018;220000012;220000020;SSR_A52;1;;10;0;;0;;2478
SSR;2018;220000012;220000020;SSR_A54;1;;7;0;;0;;976
SSR;2018;220000012;220000020;SSR_TOT;;;22;0;0;0;0;6563
SSR;2018;220000095;220000046;SSR_A;;62;3;;625;22041;49;652
SSR;2018;220000095;220000046;SSR_A50;1;6;;0;;3042;;0
SSR;2018;220000095;220000046;SSR_A59;1;56;3;0;;18999;;652
SSR;2018;220000095;220000046;SSR_TOT;;62;3;0;625;22041;49;652
SSR;2018;220000194;560014748;SSR_A;;60;6;;549;19684;46;2070
SSR;2018;220000194;560014748;SSR_A51;1;40;4;;;12414;;1505
SSR;2018;220000194;560014748;SSR_A52;1;20;2;0;;7270;;565
SSR;2018;220000194;560014748;SSR_TOT;;60;6;0;549;19684;46;2070
SSR;2018;220000236;220017974;SSR_A;;27;;;211;5136;5;0
SSR;2018;220000236;220017974;SSR_A50;1;27;;0;;5136;;0
SSR;2018;220000236;220017974;SSR_TOT;;27;;0;211;5136;5;0
SSR;2018;220000343;220000079;SSR_A;;80;15;;930;24138;18;3531
SSR;2018;220000343;220000079;SSR_A50;1;20;;0;;6722;;0
SSR;2018;220000343;220000079;SSR_A51;1;15;5;;;5777;;2488
SSR;2018;220000343;220000079;SSR_A52;1;15;5;0;;3458;;307
SSR;2018;220000343;220000079;SSR_A59;1;30;5;0;;8181;;736
SSR;2018;220000343;220000079;SSR_TOT;;80;15;0;930;24138;18;3531
SSR;2018;220000368;220000103;SSR_A;;37;;;465;13038;6;0
SSR;2018;220000368;220000103;SSR_A50;1;7;;0;;2239;;0
SSR;2018;220000368;220000103;SSR_A59;1;30;;0;;10799;;0
SSR;2018;220000368;220000103;SSR_TOT;;37;;0;465;13038;6;0
SSR;2018;220000467;920030269;SSR_A;;116;;;1109;41816;100;0
SSR;2018;220000467;920030269;SSR_A50;1;96;;0;;30624;;0
SSR;2018;220000467;920030269;SSR_A51;1;20;;;;11192;;0
SSR;2018;220000467;920030269;SSR_TOT;;116;;0;1109;41816;100;0
SSR;2018;220000475;220020531;SSR_A;;100;10;;1169;33153;24;2879
SSR;2018;220000475;220020531;SSR_A50;1;70;5;0;;22354;;689
SSR;2018;220000475;220020531;SSR_A59;1;30;5;0;;10799;;2190
SSR;2018;220000475;220020531;SSR_TOT;;100;10;0;1169;33153;24;2879
SSR;2018;220000483;560014748;SSR_A;;40;;;567;11747;4;0
SSR;2018;220000483;560014748;SSR_A50;1;20;;0;;7169;;0
SSR;2018;220000483;560014748;SSR_A54;1;20;;0;;4578;;0
SSR;2018;220000483;560014748;SSR_TOT;;40;;0;567;11747;4;0
SSR;2018;220000541;220000152;SSR_A;;63;9;;968;16687;5;2384
SSR;2018;220000541;220000152;SSR_A50;1;45;;0;;13644;;0
SSR;2018;220000541;220000152;SSR_A53;1;18;9;0;;3043;;2384
SSR;2018;220000541;220000152;SSR_TOT;;63;9;0;968;16687;5;2384
SSR;2018;220000566;220021968;SSR_A;;20;;;271;6573;3;0
SSR;2018;220000566;220021968;SSR_A50;1;20;;0;;6573;;0
SSR;2018;220000566;220021968;SSR_TOT;;20;;0;271;6573;3;0
SSR;2018;220000574;220021968;SSR_A;;20;;;294;6203;1;0
SSR;2018;220000574;220021968;SSR_A50;1;20;;0;;6203;;0
SSR;2018;220000574;220021968;SSR_TOT;;20;;0;294;6203;1;0
SSR;2018;220000590;220000202;SSR_E;;;15;;0;0;0;4100
SSR;2018;220000590;220000202;SSR_E50;1;;15;0;;0;;4100
SSR;2018;220000590;220000202;SSR_TOT;;;15;0;0;0;0;4100
SSR;2018;220001259;220005045;SSR_A;;50;10;;597;15835;10;2364
SSR;2018;220001259;220005045;SSR_A59;1;50;10;0;;15835;;2364
SSR;2018;220001259;220005045;SSR_TOT;;50;10;0;597;15835;10;2364
SSR;2018;220012884;220000103;SSR_A;;81;32;;817;24013;70;8893
SSR;2018;220012884;220000103;SSR_A51;1;46;22;;;12957;;4909
SSR;2018;220012884;220000103;SSR_A52;1;35;10;0;;11056;;3984
SSR;2018;220012884;220000103;SSR_E;;10;15;;353;1264;0;6979
SSR;2018;220012884;220000103;SSR_E50;1;;;0;;;;0
SSR;2018;220012884;220000103;SSR_E51;1;6;;0;;983;;0
SSR;2018;220012884;220000103;SSR_E52;1;4;15;0;;281;;6979
SSR;2018;220012884;220000103;SSR_TOT;;91;47;0;1170;25277;70;15872
SSR;2018;220014708;220017974;SSR_A;;39;1;;187;8858;49;112
SSR;2018;220014708;220017974;SSR_A58;1;39;1;0;;8858;;112
SSR;2018;220014708;220017974;SSR_TOT;;39;1;0;187;8858;49;112
SSR;2018;220019061;220000020;SSR_A;;30;;;439;10339;3;0
SSR;2018;220019061;220000020;SSR_A59;1;30;;0;;10339;;0
SSR;2018;220019061;220000020;SSR_TOT;;30;;0;439;10339;3;0
SSR;2018;230000820;230780041;SSR_A;;38;1;;418;10466;2;0
SSR;2018;230000820;230780041;SSR_A50;1;24;;0;;5542;;0
SSR;2018;230000820;230780041;SSR_A59;1;14;1;0;;4924;;0
SSR;2018;230000820;230780041;SSR_TOT;;38;1;0;418;10466;2;0
SSR;2018;230000838;230780058;SSR_A;;27;2;;266;7941;7;232
SSR;2018;230000838;230780058;SSR_A50;1;27;0;0;;2994;;0
SSR;2018;230000838;230780058;SSR_A51;1;;0;;;4947;;0
SSR;2018;230000838;230780058;SSR_A59;1;;2;0;;0;;232
SSR;2018;230000838;230780058;SSR_TOT;;27;2;0;266;7941;7;232
SSR;2018;230000846;230780066;SSR_A;;33;;;430;9095;1;0
SSR;2018;230000846;230780066;SSR_A50;1;;;0;;0;;0
SSR;2018;230000846;230780066;SSR_A59;1;33;;0;;9095;;0
SSR;2018;230000846;230780066;SSR_TOT;;33;;0;430;9095;1;0
SSR;2018;230000952;230780512;SSR_A;;19;;;212;5940;;0
SSR;2018;230000952;230780512;SSR_A50;1;19;;0;;5940;;0
SSR;2018;230000952;230780512;SSR_TOT;;19;;0;212;5940;;0
SSR;2018;230000960;230780520;SSR_A;;27;;;281;8731;7;0
SSR;2018;230000960;230780520;SSR_A50;1;27;;0;;8731;;0
SSR;2018;230000960;230780520;SSR_TOT;;27;;0;281;8731;7;0
SSR;2018;230780082;750005068;SSR_A;;131;5;;1723;33197;9;2659
SSR;2018;230780082;750005068;SSR_A50;1;14;;0;;4229;;0
SSR;2018;230780082;750005068;SSR_A53;1;73;2;0;;17789;;1292
SSR;2018;230780082;750005068;SSR_A54;1;44;3;0;;11179;;1367
SSR;2018;230780082;750005068;SSR_TOT;;131;5;0;1723;33197;9;2659
SSR;2018;230782617;920028560;SSR_A;;57;10;;564;17137;25;3261
SSR;2018;230782617;920028560;SSR_A50;1;7;;0;;577;;0
SSR;2018;230782617;920028560;SSR_A51;1;25;5;;;9135;;2050
SSR;2018;230782617;920028560;SSR_A52;1;25;5;0;;7425;;1211
SSR;2018;230782617;920028560;SSR_E50;1;;;0;;0;;0
SSR;2018;230782617;920028560;SSR_E51;1;;;0;;0;;0
SSR;2018;230782617;920028560;SSR_E52;1;;;0;;0;;0
SSR;2018;230782617;920028560;SSR_TOT;;57;10;0;564;17137;25;3261
SSR;2018;240000091;240000034;SSR_A;;120;;;1090;39965;79;0
SSR;2018;240000091;240000034;SSR_A50;1;20;;0;;6715;;0
SSR;2018;240000091;240000034;SSR_A51;1;20;;;;6504;;0
SSR;2018;240000091;240000034;SSR_A52;1;19;;0;;6510;;0
SSR;2018;240000091;240000034;SSR_A54;1;19;;0;;6261;;0
SSR;2018;240000091;240000034;SSR_A59;1;42;;0;;13975;;0
SSR;2018;240000091;240000034;SSR_TOT;;120;;0;1090;39965;79;0
SSR;2018;240000174;240000042;SSR_A;;25;;;311;7341;3;0
SSR;2018;240000174;240000042;SSR_A50;1;25;;0;;7341;;0
SSR;2018;240000174;240000042;SSR_TOT;;25;;0;311;7341;3;0
SSR;2018;240000208;240000612;SSR_A;;30;;;471;12152;7;0
SSR;2018;240000208;240000612;SSR_A50;1;30;;1;;12152;;0
SSR;2018;240000208;240000612;SSR_TOT;;30;;0;471;12152;7;0
SSR;2018;240000273;920030269;SSR_A;;56;;;558;20838;51;0
SSR;2018;240000273;920030269;SSR_A50;1;56;;1;;20838;;0
SSR;2018;240000273;920030269;SSR_TOT;;56;;0;558;20838;51;0
SSR;2018;240000307;330056540;SSR_A;;80;;;866;25686;26;0
SSR;2018;240000307;330056540;SSR_A50;1;45;;0;;13201;;0
SSR;2018;240000307;330056540;SSR_A59;1;35;;0;;12485;;0
SSR;2018;240000307;330056540;SSR_TOT;;80;;0;866;25686;26;0
SSR;2018;240000414;240000067;SSR_A;;21;;;319;6301;0;0
SSR;2018;240000414;240000067;SSR_A50;1;21;;0;;6301;;0
SSR;2018;240000414;240000067;SSR_TOT;;21;;0;319;6301;0;0
SSR;2018;240000455;240000075;SSR_A;;40;;;460;13360;25;0
SSR;2018;240000455;240000075;SSR_A50;1;40;;0;;13360;;0
SSR;2018;240000455;240000075;SSR_TOT;;40;;0;460;13360;25;0
SSR;2018;240000463;240000083;SSR_A;;20;;;180;6093;7;0
SSR;2018;240000463;240000083;SSR_A50;1;;;0;;0;;0
SSR;2018;240000463;240000083;SSR_A58;1;20;;0;;6093;;0
SSR;2018;240000463;240000083;SSR_TOT;;20;;0;180;6093;7;0
SSR;2018;240000471;240000109;SSR_A;;28;;;245;8493;15;0
SSR;2018;240000471;240000109;SSR_A50;1;28;;0;;8493;;0
SSR;2018;240000471;240000109;SSR_TOT;;28;;0;245;8493;15;0
SSR;2018;240000489;240000117;SSR_A;;39;12;;368;10900;18;3110
SSR;2018;240000489;240000117;SSR_A50;1;19;;0;;3808;;0
SSR;2018;240000489;240000117;SSR_A53;1;;12;0;;0;;3110
SSR;2018;240000489;240000117;SSR_A59;1;20;;0;;7092;;0
SSR;2018;240000489;240000117;SSR_TOT;;39;12;0;368;10900;18;3110
SSR;2018;240000505;240016055;SSR_A;;6;;;74;1648;166;0
SSR;2018;240000505;240016055;SSR_A50;1;6;;0;;1648;;0
SSR;2018;240000505;240016055;SSR_TOT;;6;;0;74;1648;166;0
SSR;2018;240000513;240000141;SSR_A;;40;;;345;11572;21;0
SSR;2018;240000513;240000141;SSR_A50;1;40;;0;;11572;;0
SSR;2018;240000513;240000141;SSR_TOT;;40;;0;345;11572;21;0
SSR;2018;240000521;240016055;SSR_A;;32;;;305;7610;4;0
SSR;2018;240000521;240016055;SSR_A50;1;32;;0;;7610;;0
SSR;2018;240000521;240016055;SSR_TOT;;32;;0;305;7610;4;0
SSR;2018;240000539;240016055;SSR_A;;35;;;203;8298;10;0
SSR;2018;240000539;240016055;SSR_A50;1;25;;0;;6144;;0
SSR;2018;240000539;240016055;SSR_A59;1;10;;0;;2154;;0
SSR;2018;240000539;240016055;SSR_TOT;;35;;0;203;8298;10;0
SSR;2018;240000661;240000281;SSR_A;;30;;;373;9508;3;0
SSR;2018;240000661;240000281;SSR_A50;1;30;;1;;9508;;0
SSR;2018;240000661;240000281;SSR_TOT;;30;;0;373;9508;3;0
SSR;2018;240000687;240000448;SSR_A;;30;;;342;8537;8;0
SSR;2018;240000687;240000448;SSR_A50;1;5;;0;;591;;0
SSR;2018;240000687;240000448;SSR_A59;1;25;;0;;7946;;0
SSR;2018;240000687;240000448;SSR_TOT;;30;;0;342;8537;8;0
SSR;2018;240002402;240003251;SSR_A;;91;10;;1181;34774;57;1583
SSR;2018;240002402;240003251;SSR_A51;1;61;4;;;17804;;887
SSR;2018;240002402;240003251;SSR_A52;1;10;2;0;;6843;;381
SSR;2018;240002402;240003251;SSR_A53;1;15;2;0;;9163;;170
SSR;2018;240002402;240003251;SSR_A55;1;5;2;0;;964;;145
SSR;2018;240002402;240003251;SSR_TOT;;91;10;0;1181;34774;57;1583
SSR;2018;240008318;240002428;SSR_A;;12;;;177;4209;1;0
SSR;2018;240008318;240002428;SSR_A50;1;;;0;;0;;0
SSR;2018;240008318;240002428;SSR_A59;1;12;;0;;4209;;0
SSR;2018;240008318;240002428;SSR_TOT;;12;;0;177;4209;1;0
SSR;2018;250000023;250000015;SSR_A;;27;;;112;3252;6;0
SSR;2018;250000023;250000015;SSR_A51;1;8;;;;1324;;0
SSR;2018;250000023;250000015;SSR_A52;1;19;;0;;1928;;0
SSR;2018;250000023;250000015;SSR_TOT;;27;;0;112;3252;6;0
SSR;2018;250000270;250000643;SSR_A;;70;12;;1154;22984;10;2709
SSR;2018;250000270;250000643;SSR_A59;1;70;12;0;;22984;;2709
SSR;2018;250000270;250000643;SSR_TOT;;70;12;0;1154;22984;10;2709
SSR;2018;250000288;250000643;SSR_A;;70;5;;619;23011;;2151
SSR;2018;250000288;250000643;SSR_A59;1;70;5;0;;23011;;2151
SSR;2018;250000288;250000643;SSR_TOT;;70;5;0;619;23011;;2151
SSR;2018;250000544;250002284;SSR_A;;37;12;;191;11297;54;8497
SSR;2018;250000544;250002284;SSR_A50;1;;;0;;0;;0
SSR;2018;250000544;250002284;SSR_A51;1;4;2;;;286;;326
SSR;2018;250000544;250002284;SSR_A52;1;33;10;0;;11011;;8171
SSR;2018;250000544;250002284;SSR_E;;15;3;;101;1630;5;787
SSR;2018;250000544;250002284;SSR_E50;1;;;0;;0;;0
SSR;2018;250000544;250002284;SSR_E51;1;2;1;0;;161;;35
SSR;2018;250000544;250002284;SSR_E52;1;13;2;0;;1469;;752
SSR;2018;250000544;250002284;SSR_TOT;;52;15;0;292;12927;59;9284
SSR;2018;250000627;250000221;SSR_A;;22;;;365;7851;9;0
SSR;2018;250000627;250000221;SSR_A50;1;22;;1;;7851;;0
SSR;2018;250000627;250000221;SSR_TOT;;22;;0;365;7851;9;0
SSR;2018;250000635;250000239;SSR_A;;28;6;;341;9182;8;1127
SSR;2018;250000635;250000239;SSR_A50;1;28;6;0;;9182;;1127
SSR;2018;250000635;250000239;SSR_TOT;;28;6;0;341;9182;8;1127
SSR;2018;250000726;250000478;SSR_A;;31;5;;323;10221;14;1209
SSR;2018;250000726;250000478;SSR_A50;1;31;5;0;;10221;;1209
SSR;2018;250000726;250000478;SSR_TOT;;31;5;0;323;10221;14;1209
SSR;2018;250000734;250000452;SSR_A;;7;;;149;2681;2;0
SSR;2018;250000734;250000452;SSR_A50;1;7;;0;;2681;;0
SSR;2018;250000734;250000452;SSR_TOT;;7;;0;149;2681;2;0
SSR;2018;250000759;250000569;SSR_A;;147;4;;745;43407;193;1255
SSR;2018;250000759;250000569;SSR_A50;1;30;2;0;;8705;;132
SSR;2018;250000759;250000569;SSR_A59;1;117;2;0;;34702;;1123
SSR;2018;250000759;250000569;SSR_TOT;;147;4;0;745;43407;193;1255
SSR;2018;250000882;250002839;SSR_A;;75;5;;674;22591;42;3121
SSR;2018;250000882;250002839;SSR_A50;1;;;0;;0;;0
SSR;2018;250000882;250002839;SSR_A51;1;50;2;;;16217;;1891
SSR;2018;250000882;250002839;SSR_A52;1;25;3;0;;6374;;1230
SSR;2018;250000882;250002839;SSR_TOT;;75;5;0;674;22591;42;3121
SSR;2018;250004009;900000365;SSR_A;;140;;;1213;50306;140;0
SSR;2018;250004009;900000365;SSR_A50;1;;;0;;0;;0
SSR;2018;250004009;900000365;SSR_A52;1;18;;0;;6411;;0
SSR;2018;250004009;900000365;SSR_A59;1;122;;0;;43895;;0
SSR;2018;250004009;900000365;SSR_TOT;;140;;0;1213;50306;140;0
SSR;2018;250006954;250000015;SSR_A;;0;;;125;4301;22;0
SSR;2018;250006954;250000015;SSR_A51;1;0;;;;536;;0
SSR;2018;250006954;250000015;SSR_A52;1;0;;0;;3765;;0
SSR;2018;250006954;250000015;SSR_TOT;;0;;0;125;4301;22;0
SSR;2018;250016003;250006335;SSR_A;;;40;;0;0;0;14210
SSR;2018;250016003;250006335;SSR_A53;1;;27;0;;0;;7286
SSR;2018;250016003;250006335;SSR_A54;1;;13;0;;0;;6924
SSR;2018;250016003;250006335;SSR_TOT;;;40;0;0;0;0;14210
SSR;2018;260000013;260000021;SSR_A;;59;16;;816;17930;5;2912
SSR;2018;260000013;260000021;SSR_A50;1;;;0;;0;;0
SSR;2018;260000013;260000021;SSR_A53;1;;5;0;;0;;1111
SSR;2018;260000013;260000021;SSR_A58;1;24;3;0;;5677;;442
SSR;2018;260000013;260000021;SSR_A59;1;35;8;0;;12253;;1359
SSR;2018;260000013;260000021;SSR_TOT;;59;16;0;816;17930;5;2912
SSR;2018;260000120;260016910;SSR_A;;30;;;489;10338;1;0
SSR;2018;260000120;260016910;SSR_A50;1;30;;0;;10338;;0
SSR;2018;260000120;260016910;SSR_TOT;;30;;0;489;10338;1;0
SSR;2018;260000138;260000047;SSR_A;;46;;;528;16173;11;0
SSR;2018;260000138;260000047;SSR_A50;1;31;;0;;11161;;0
SSR;2018;260000138;260000047;SSR_A59;1;15;;0;;5012;;0
SSR;2018;260000138;260000047;SSR_TOT;;46;;0;528;16173;11;0
SSR;2018;260000153;930019484;SSR_A;;60;;;613;15841;2;0
SSR;2018;260000153;930019484;SSR_A50;1;60;;0;;15841;;0
SSR;2018;260000153;930019484;SSR_TOT;;60;;0;613;15841;2;0
SSR;2018;260000195;260006770;SSR_A;;61;;;739;18964;0;0
SSR;2018;260000195;260006770;SSR_A50;1;;;0;;0;;0
SSR;2018;260000195;260006770;SSR_A54;1;61;;0;;18964;;0
SSR;2018;260000195;260006770;SSR_TOT;;61;;0;739;18964;0;0
SSR;2018;260000203;260016910;SSR_A;;59;5;;418;15449;45;2106
SSR;2018;260000203;260016910;SSR_A50;1;;;1;;0;;0
SSR;2018;260000203;260016910;SSR_A51;1;29;2;;;8056;;813
SSR;2018;260000203;260016910;SSR_A52;1;30;3;0;;7393;;1293
SSR;2018;260000203;260016910;SSR_TOT;;59;5;0;418;15449;45;2106
SSR;2018;260000229;260000047;SSR_A;;12;;;138;3973;2;0
SSR;2018;260000229;260000047;SSR_A50;1;12;;0;;3973;;0
SSR;2018;260000229;260000047;SSR_TOT;;12;;0;138;3973;2;0
SSR;2018;260000237;260000088;SSR_A;;25;;;306;8562;8;0
SSR;2018;260000237;260000088;SSR_A50;1;25;;0;;8562;;0
SSR;2018;260000237;260000088;SSR_TOT;;25;;0;306;8562;8;0
SSR;2018;260000278;260000096;SSR_A;;19;;;271;6491;6;0
SSR;2018;260000278;260000096;SSR_A50;1;19;;0;;6491;;0
SSR;2018;260000278;260000096;SSR_TOT;;19;;0;271;6491;6;0
SSR;2018;260000286;260000104;SSR_A;;15;;;178;5117;0;0
SSR;2018;260000286;260000104;SSR_A50;1;15;;0;;5117;;0
SSR;2018;260000286;260000104;SSR_TOT;;15;;0;178;5117;0;0
