BOR,AN,420,FI_EJ,LIT_MED,JLI_MED,SEJHC_MED,SEJ0_MED,JOU_MED,LIT_CHI,JLI_CHI,SEJHC_CHI,SEJ0_CHI,JOU_CHI,LIT_OBS,JLI_OBS,SEJHC_OBS,SEJ0_OBS,JOU_OBS,LIT_MCO,JLI_MCO,SEJHC_MCO,SEJ0_MCO,JOU_MCO,PLA_MED,SEJHP_MED,PLAN_MED,SEJN_MED,SEA_MED,PLA_CHI,SEJHP_CHI,PLA_OBS,SEJHP_OBS,PLAN_OBS,SEJN_OBS,PLA_MCO,SEJHP_MCO,PLAN_MCO,SEJN_MCO,SEA_MCO,PCAR,PDER,PEND,PGAS,PNEU,PPED,PPNE,PRHU,POPH,DEND,DNEU,DPED,DOPH,ACTCLI_PM,ACTCLI_SAG,ACTTEC_PM,ACTTEC_DEN,ACTTEC_SAG,ACTTEC_PNM
MCO,2018,10000024,10780054,272,96534,15033,1108,85835,73,25176,3969,134,17556,43,15695,3867,813,13070,388,137405,22869,2055,116461,14,2462,,,39403,20,5242,4,0,,,38,7704,,,39403,1,1,1,1,1,1,1,1,1,180,205,65,,94461,6465,67430,559,11723,8534
MCO,2018,10000032,10780062,66,24090,3861,337,20250,17,6205,1060,27,5002,10,3650,554,56,1803,93,33945,5475,420,27055,4,74,,,903,5,1323,0,96,,,9,1493,,,903,1,0,1,1,1,1,1,1,0,182,47,91,,17843,1334,18844,0,2272,2782
MCO,2018,10000065,10780096,59,21535,2241,25,19092,,,0,0,0,,,0,0,0,59,21535,2241,25,19092,,0,,,3,,0,,0,,,,0,,,3,,,1,,,,1,,,,,,,,,,,,
MCO,2018,10000099,10780120,9,3285,148,1,1870,,,0,0,0,,,0,0,0,9,3285,148,1,1870,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,10000107,10780138,15,5475,201,1,2384,,,0,0,0,,,0,0,0,15,5475,201,1,2384,0,0,,,0,,0,,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,10000115,10009132,12,4380,125,0,2934,,,0,0,0,,,0,0,0,12,4380,125,0,2934,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,10000131,10009132,8,2920,199,1,2853,,,0,0,0,,,0,0,0,8,2920,199,1,2853,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,10000180,10007987,10,3650,318,2,2680,,,0,0,0,,,0,0,0,10,3650,318,2,2680,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,10000214,10007987,20,7300,265,1,4038,,,0,0,0,,,0,0,0,20,7300,265,1,4038,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,1,,0,,,,,1021,,,,,2738
MCO,2018,10005239,10008407,60,23364,4504,370,21479,26,9490,1262,78,5235,21,7665,957,119,3149,107,40519,6723,567,29863,7,753,,,176,7,1589,1,115,,,15,2457,,,176,1,0,1,1,1,1,0,0,1,,,,,23167,5738,30193,0,5408,7625
MCO,2018,10007300,10007292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,2,2361,,0,,,2,2361,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,10780195,10000156,68,24820,4297,1515,14414,69,25185,5985,219,17934,,,0,0,0,137,50005,10282,1734,32348,,3,,,2767,31,9709,,0,,,31,9712,,,2767,,,,,,,,,,,,,,,,,,,
MCO,2018,10780203,10010718,26,9490,3020,359,11395,46,16790,1903,148,6372,15,5475,782,22,3221,87,31755,5705,529,20988,2,829,,,215,26,5025,,0,,,28,5854,,,215,,,,,,,,,,,,,,,,,,,
MCO,2018,10780294,690000278,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,1,31,,,7991,,0,,0,,,1,31,,,7991,,,,,,,,,,,,,,,,,,,
MCO,2018,20000089,20000022,28,10220,1189,84,9127,0,0,0,0,0,0,0,0,0,0,28,10220,1189,84,9127,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,1,0,1,1,200,0,20,160,11226,,6040,,656,1117
MCO,2018,20000097,20000048,38,13870,708,12,10718,,,0,0,0,,,0,0,0,38,13870,708,12,10718,8,283,,,0,,0,,0,,,8,283,,,0,0,1,0,0,0,0,0,0,1,,,,300,846,,513,,,
MCO,2018,20000105,20000055,15,3644,379,6,3585,,,0,0,0,,,0,0,0,15,3644,379,6,3585,,0,,,0,,0,,0,,,,0,,,0,1,0,0,0,0,0,0,1,0,,,,,891,4,868,,3,
MCO,2018,20000162,20000063,287,104347,17553,1170,96107,86,30783,5059,355,20215,18,6570,1837,86,7006,391,141700,24449,1611,123328,21,2950,2,362,45362,26,6126,0,791,0,0,49,9867,2,362,45362,1,1,1,1,1,1,1,1,1,,112,,,109359,501,56772,0,3572,14463
MCO,2018,20000246,20000071,36,13140,619,5,7742,,,0,0,0,,,0,0,0,36,13140,619,5,7742,,0,,,0,,0,,0,,,,0,,,0,,,,,,,,,,,,,,953,46,22,,42,36
MCO,2018,20000360,20014742,,,0,0,0,30,10710,1276,14,3734,,,0,0,0,30,10710,1276,14,3734,0,1663,,,0,18,3943,,0,,,18,5606,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,20000394,20000253,139,50735,6763,484,44159,42,15075,2728,153,11125,20,7300,1329,105,5122,201,73110,10820,742,60406,11,966,,,8294,11,1648,0,233,,,22,2847,,,8294,1,0,1,1,1,1,1,1,1,50,41,15,138,,,,,,
MCO,2018,20000519,20000261,191,69715,13131,2421,59059,45,11199,2767,100,12024,25,9125,2289,389,7351,261,90039,18187,2910,78434,8,0,,,14035,14,2682,,0,,,22,2682,,,14035,1,,1,1,1,1,1,1,1,35,90,25,60,71887,1384,71005,361,4349,26733
MCO,2018,20000535,20000287,125,45625,5034,211,36599,14,5110,699,43,3830,20,7300,818,45,3321,159,58035,6551,299,43750,5,487,1,413,1763,21,2558,1,226,,,28,3271,1,413,1763,,,,,,,,,,15,,30,0,31158,711,28600,,1252,6746
MCO,2018,20001061,20004404,135,49275,7670,1064,40682,15,5475,1076,66,4068,18,6570,807,4,3381,168,61320,9553,1134,48131,4,124,2,109,149,10,2779,0,193,,,16,3096,2,109,149,1,1,1,1,1,1,1,0,1,8,40,17,,36430,2474,26405,627,1962,14997
MCO,2018,20001087,20004495,60,21900,2993,1095,16571,,,0,0,0,,,0,0,0,60,21900,2993,1095,16571,4,606,,,0,,0,,0,,,4,606,,,0,1,1,1,0,0,1,1,0,0,,,,,,,,,,
MCO,2018,20010047,20001632,35,12775,1905,268,12501,68,24820,4226,118,12173,17,6205,854,21,3172,120,43800,6985,407,27846,4,9,,,4252,40,9333,0,0,,,44,9342,,,4252,,,,,,,,,,,,,,,,,,,
MCO,2018,30000061,30780092,235,85775,10176,861,71984,60,21900,3161,238,16318,25,9215,1491,6,5928,320,116890,14828,1105,94230,15,583,,,24536,9,2114,2,242,,,26,2939,,,24536,1,0,1,1,1,1,1,0,1,,,55,308,54758,6064,62499,1841,3466,15978
MCO,2018,30000079,30780100,261,87601,14762,2423,85048,33,11967,1633,64,8342,33,11595,1764,73,5889,327,111163,18159,2560,99279,2,1164,,,10519,4,678,3,566,,,9,2408,,,10519,1,1,1,1,1,1,1,1,1,,,,,47880,2901,53251,0,4177,12771
MCO,2018,30000087,30780118,239,84461,14372,2385,75445,74,25728,3944,233,19667,23,8395,1911,265,5580,336,118584,20227,2883,100692,13,1392,,,12675,21,5792,,0,,,34,7184,,,12675,1,1,1,1,1,1,1,1,1,86,198,33,0,58991,4133,64132,,5062,8260
MCO,2018,30000095,30780126,8,2920,93,0,1807,,,0,0,0,,,0,0,0,8,2920,93,0,1807,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,30007942,30002158,10,365,181,1,3449,0,0,0,0,0,0,0,0,0,0,10,365,181,1,3449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,478,0,0,0,0,0
MCO,2018,30780548,30000194,10,3650,294,66,1160,57,20805,1943,36,4446,,,0,0,0,67,24455,2237,102,5606,0,0,,,47,26,5778,,0,,,26,5778,,,47,,,,,,,,,,,,,,,,,,,
MCO,2018,30781116,30000426,90,32850,2569,25,26861,83,30295,4358,39,17802,0,0,0,0,0,173,63145,6927,64,44663,3,0,,,6948,33,7415,0,0,,,36,7415,,,6948,,,,,,,,,,,,,,,,,,,
MCO,2018,30785430,30785422,30,10950,2130,7,8499,64,21376,2042,3,5613,0,0,0,0,0,94,32326,4172,10,14112,3,2,,,1083,27,5220,0,0,,,30,5222,,,1083,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0
MCO,2018,40000036,40780132,5,1382,129,8,1368,,,0,0,0,,,0,0,0,5,1382,129,8,1368,,0,,,0,,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,40000044,40780140,4,1460,105,6,912,,,0,0,0,,,0,0,0,4,1460,105,6,912,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,40000093,40780215,127,45225,7562,830,40491,41,14965,2040,103,9771,18,6570,1117,94,3940,186,66760,10719,1027,54202,10,77,,,4769,10,1850,1,469,,,21,2396,,,4769,1,0,1,1,0,1,0,0,1,90,,21,115,21958,1240,12747,1,4121,2232
MCO,2018,40000119,40780231,4,1460,208,1,1172,0,0,0,0,0,0,0,0,0,0,4,1460,208,1,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,40000127,40780249,4,1460,86,2,930,,,0,0,0,,,0,0,0,4,1460,86,2,930,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,40000135,50002948,34,11770,2031,356,10459,0,0,0,0,0,0,0,0,0,0,34,11770,2031,356,10459,1,3,1,3,1,0,0,0,0,,,2,3,1,3,1,1,1,1,1,1,1,1,1,1,,,,,7728,781,22007,0,432,288
MCO,2018,40000911,40788879,117,42705,4901,726,38522,30,9570,1421,33,6019,17,6205,677,114,2026,164,58480,6999,873,46567,17,533,,,1718,16,2934,1,231,,,34,3698,,,1718,1,0,0,1,0,1,1,1,0,,,7,,22144,586,17413,75,1430,2564
MCO,2018,40780470,40000192,,,0,0,0,47,16121,702,3,2338,,,0,0,0,47,16121,702,3,2338,,0,,,0,20,5424,,0,,,20,5424,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,50000090,50006931,29,10585,223,0,771,29,10585,1801,0,3622,,,0,0,0,58,21170,2024,0,4393,29,20,,,499,25,10281,,0,,,54,10301,,,499,,,,,,,,,,,,,,,,,,,
MCO,2018,50000223,50000108,4,1460,63,1,1284,,,0,0,0,,,0,0,0,4,1460,63,1,1284,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,50000231,50000116,44,16060,3249,797,13491,26,9299,1811,76,5993,9,3285,737,185,2011,79,28644,5797,1058,21495,5,280,,,4446,5,1956,,0,,,10,2236,,,4446,1,1,1,1,1,1,1,1,1,,,,,22929,1675,19795,2,1501,3093
MCO,2018,50000256,50000124,28,10220,1181,182,7931,,,0,0,0,,,0,0,0,28,10220,1181,182,7931,,0,,,11,,0,,0,,,,0,,,11,0,0,0,0,0,1,0,0,0,,,,,1376,771,6937,,593,
MCO,2018,50000330,50007145,5,1198,67,0,1100,,,0,0,0,,,0,0,0,5,1198,67,0,1100,,0,,,0,,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,50000348,50002948,168,61141,10046,1247,53691,60,22544,4090,128,14886,18,7174,1899,84,6631,246,90859,16035,1459,75208,3,127,1,73,13409,14,2675,3,153,0,0,21,2955,1,73,13409,1,1,1,1,1,1,1,1,1,,,,,43900,3773,47997,134,1823,5315
MCO,2018,50007533,130784127,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,,,10436,,0,,0,,,,0,,,10436,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,60000163,60780327,4,1460,51,9,373,,,0,0,0,,,0,0,0,4,1460,51,9,373,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,60000304,60780657,5,1825,181,3,1942,,,0,0,0,,,0,0,0,5,1825,181,3,1942,,0,,,0,,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,60000411,60780780,6,2190,88,0,1361,,,0,0,0,,,0,0,0,6,2190,88,0,1361,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,60000478,60780897,167,60955,8927,857,48494,61,22265,2467,80,11215,32,11680,2913,94,11573,260,94900,14307,1031,71282,7,590,,,2668,16,2196,2,313,,,25,3099,,,2668,1,1,1,1,1,1,1,1,1,,,,,129563,,,,,
MCO,2018,60000486,60780905,12,4380,316,14,3776,,,0,0,0,,,0,0,0,12,4380,316,14,3776,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,60000494,60780921,5,1825,80,3,1114,,,0,0,0,,,0,0,0,5,1825,80,3,1114,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,60000510,60780954,242,82997,12049,987,74902,57,23682,3397,248,16841,22,8030,1490,84,5108,321,114709,16936,1319,96851,22,606,0,0,2651,14,2404,3,449,,,39,3459,0,0,2651,1,1,1,1,1,1,1,1,1,125,45,76,70,62412,2458,37485,23,4144,9698
MCO,2018,60000528,60780962,93,31726,4884,62,29923,36,13140,2181,633,6449,0,0,0,0,0,129,44866,7065,695,36372,44,812,0,0,59391,13,1064,0,0,0,0,57,1876,0,0,59391,1,1,0,1,0,0,1,0,0,,,,,53631,0,46782,0,0,10911
MCO,2018,60000536,60006889,8,2920,124,2,1602,,,0,0,0,,,0,0,0,8,2920,124,2,1602,,0,,,0,,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,60000544,60780988,248,89147,15102,2267,75008,71,25915,3822,90,19254,28,10220,1992,91,7876,347,125282,20916,2448,102138,27,2825,,,11683,17,3033,5,858,,,49,6716,,,11683,1,1,1,1,1,1,1,1,1,,,,,74675,1357,47283,948,4217,12302
MCO,2018,60002102,60791761,53,19345,2859,652,19182,42,15330,1757,215,9276,,,0,0,0,95,34675,4616,867,28458,,0,,,15,9,2057,,198,,,9,2255,,,15,1,1,0,1,1,0,0,0,0,,,,,15556,944,15018,,1272,2953
MCO,2018,60010899,60785011,,,10,0,43,15,2455,316,15,805,,,0,0,0,15,2455,326,15,848,,0,,,0,8,2617,,0,,,8,2617,,,0,,,,,,,,,,,,,,11925,,10670,,,4516
MCO,2018,60021417,60000221,30,10950,876,0,8027,46,16790,2882,0,8361,,,0,0,0,76,27740,3758,0,16388,,18,,,216,55,14959,1,54,,,56,15031,,,216,,,,,,,,,,,,,,,,,,,
MCO,2018,60780442,60000213,,,0,0,0,30,10950,1625,13,1888,,,0,0,0,30,10950,1625,13,1888,,0,,,0,10,4505,,0,,,10,4505,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,60780491,60790797,56,20440,3217,26,19722,72,26280,4030,98,16442,,,0,0,0,128,46720,7247,124,36164,10,5572,,,0,23,4641,,0,,,33,10213,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,60780517,60000239,67,24455,3870,737,17225,83,29200,20626,16211,17992,34,12410,1463,26,4999,184,66065,25959,16974,40216,4,31,,,8560,42,114,2,241,,,48,386,,,8560,,,,,,,,,,,,,,,,,,,
MCO,2018,60780590,60000270,,,0,0,0,54,19710,1894,0,5851,,,0,0,0,54,19710,1894,0,5851,,0,,,373,10,6459,0,34,,,10,6493,,,373,,,,,,,,,,,,,,,,,,,
MCO,2018,60780665,60000312,0,620,38,0,414,0,2544,201,0,929,,,0,0,0,0,3164,239,0,1343,,0,,,0,0,1801,,0,,,0,1801,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,60780699,60000346,,,0,0,0,4,325,1600,1600,0,0,0,0,0,0,4,325,1600,1600,0,,0,,,0,13,329,4,68,2,3,19,397,2,3,0,,,,,,,,,,1,,,7,,,,,,
MCO,2018,60780715,60000361,66,24090,7370,34,35974,160,58400,6766,47,23019,30,10950,1488,4,6043,256,93440,15624,85,65036,0,0,,,8802,61,19680,,0,,,61,19680,,,8802,,,,,,,,,,,,,,,,,,,
MCO,2018,60780723,60004959,16,5840,2130,6,7533,71,25915,2078,3,6916,,,0,0,0,87,31755,4208,9,14449,0,3,,,4230,31,10358,,0,,,31,10361,,,4230,,,,,,,,,,,,,,,,,,,
MCO,2018,60780756,60000403,6,2190,261,1,1701,40,14600,2095,0,4787,53,19345,2456,54,10322,99,36135,4812,55,16810,,0,,,67,15,7535,0,131,,,15,7666,,,67,,,,,,,,,,,,,,,,,,,
MCO,2018,60780947,60800174,76,25207,7244,1546,21488,24,9796,2825,394,6277,,,0,0,0,100,35003,10069,1940,27765,7,1144,,,430,14,2778,,0,,,21,3922,,,430,1,1,1,1,1,1,1,1,1,,,,,55929,0,58899,4745,0,12588
MCO,2018,60781200,60000635,36,13140,2858,8,18338,61,22265,1374,4,4673,0,,82,81,2,97,35405,4314,93,23013,,0,,,74,19,6574,0,115,,,19,6689,,,74,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,60785003,60785011,348,121088,20696,4171,95801,220,80149,16236,479,66932,0,0,0,0,0,568,201237,36932,4650,162733,41,5234,,,31612,30,6366,0,0,,,71,11600,,,31612,,,,,,,,,,,,,,145335,0,121977,1022,1,78050
MCO,2018,60785219,60780608,124,45260,4693,47,31848,,,0,0,0,,,0,0,0,124,45260,4693,47,31848,20,81,,,8185,,0,,0,,,20,81,,,8185,,,,,,,,,,,,,,,,,,,
MCO,2018,60788957,60785011,50,18250,2053,9,17769,,,0,0,0,,,0,0,0,50,18250,2053,9,17769,4,2403,,,66,,0,,0,,,4,2403,,,66,,,,,,,,,,,,,,17438,,24039,12211,,2478
MCO,2018,60789195,60785011,310,112391,14001,3812,91332,60,23928,2626,56,15059,74,27010,5706,1034,22038,444,163329,22333,4902,128429,50,2477,1,6,15569,10,1219,11,557,,,72,4253,1,6,15569,,,,,,,,,,,,,,112254,7217,44327,144,23428,63452
MCO,2018,60791811,60010808,91,33215,2587,9,29009,,,0,0,0,,,0,0,0,91,33215,2587,9,29009,4,826,0,0,135,,0,,0,,,4,826,0,0,135,1,1,1,1,1,0,1,1,1,,,,,2402,0,1598,0,0,0
MCO,2018,60791860,60790797,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,,,25743,,0,,0,,,,0,,,25743,,,,,,,,,,,,,,,,,,,
MCO,2018,60792900,60790797,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,,,3164,,0,,0,,,,0,,,3164,,,,,,,,,,,,,,,,,,,
MCO,2018,60792926,330058918,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,,,9157,,0,,0,,,,0,,,9157,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,60794013,60790797,44,16060,2094,15,14011,24,8760,3071,1091,5437,,,0,0,0,68,24820,5165,1106,19448,,0,,,1,,0,,0,,,,0,,,1,1,0,0,0,0,0,0,0,0,,,,,3115,,8315,,,1
MCO,2018,60800166,60780608,15,5475,590,1,4515,83,30295,3891,8,15093,,,0,0,0,98,35770,4481,9,19608,,0,,,214,35,12363,,0,,,35,12363,,,214,,,,,,,,,,,,,,,,,,,
MCO,2018,70000013,70002878,64,23360,2357,220,23332,20,7300,1081,39,4737,9,3285,395,134,905,93,33945,3833,393,28974,8,98,,,1187,10,1203,,0,,,18,1301,,,1187,1,0,1,1,1,0,1,1,1,150,30,,60,,,,,,
MCO,2018,70000021,70780101,15,5475,260,0,3489,,,0,0,0,,,0,0,0,15,5475,260,0,3489,0,7,0,0,0,,0,,0,,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,70000039,70780119,16,5840,194,0,2130,,,0,0,0,,,0,0,0,16,5840,194,0,2130,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,70000047,70780127,9,3242,222,3,3187,,,0,0,0,,,0,0,0,9,3242,222,3,3187,0,0,,,0,,0,,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,70000062,70005558,8,2920,151,0,2638,,,0,0,0,,,0,0,0,8,2920,151,0,2638,,0,,,0,,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,70000070,70780150,20,7300,433,18,5863,,,0,0,0,,,0,0,0,20,7300,433,18,5863,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,228,,2101,,,
MCO,2018,70000096,70780184,8,3040,472,244,2479,,,0,0,0,,,0,0,0,8,3040,472,244,2479,6,0,,,37,,0,,0,,,6,0,,,37,1,1,0,1,1,0,0,0,0,,60,,,710,670,588,0,1160,237
MCO,2018,70000112,70780218,15,5475,262,0,4287,,,0,0,0,,,0,0,0,15,5475,262,0,4287,3,3,,,0,,0,,0,,,3,3,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
MCO,2018,70000146,70004742,8,2920,82,0,915,,,0,0,0,,,0,0,0,8,2920,82,0,915,,0,,,0,,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,70000179,70780358,145,52925,9980,2228,44244,34,12410,1924,231,10515,20,7300,1033,112,3505,199,72635,12937,2571,58264,10,235,,,14575,16,3760,1,136,,,27,4131,,,14575,1,0,0,1,1,1,1,1,1,,,,,38694,4225,78235,6,1203,20215
MCO,2018,70000187,70780366,12,4380,400,14,3219,0,0,0,0,0,0,0,0,0,0,12,4380,400,14,3219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
MCO,2018,70000195,70780374,38,13870,1421,12,11206,,,0,0,0,,,0,0,0,38,13870,1421,12,11206,0,0,,,0,,0,,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,954,823,422,0,1821,0
MCO,2018,70000203,70780382,11,4015,210,8,2378,,,0,0,0,,,0,0,0,11,4015,210,8,2378,,0,,,3,,0,,0,,,,0,,,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,70000484,70005566,10,3650,631,1,3384,,,0,0,0,,,0,0,0,10,3650,631,1,3384,,0,,,0,,0,,0,,,,0,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,70000609,70005566,140,51100,7459,871,43272,34,12410,2184,134,9398,16,5840,941,80,3300,190,69350,10584,1085,55970,10,469,,,3678,9,2185,1,255,,,20,2909,,,3678,1,1,0,1,1,1,1,1,1,,,,,,,,,,
MCO,2018,70780168,70000088,4,1460,55,0,387,55,20075,1304,13,4010,0,0,0,0,0,59,21535,1359,13,4397,0,0,0,0,11,6,4634,0,0,0,0,6,4634,0,0,11,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,70780408,70000229,0,0,1,0,7,0,3666,379,18,807,0,0,0,0,0,0,3666,380,18,814,0,0,,,3,0,1723,0,0,,,0,1723,,,3,,,,,,,,,,,,,,,,,,,
MCO,2018,70780424,70000245,22,6570,1151,77,5566,126,45990,6621,377,31723,26,9490,982,27,4083,174,62050,8754,481,41372,1,156,,,9,20,8518,,0,,,21,8674,,,9,,,,,,,,,,,,,,,,,,,
MCO,2018,80000110,80000037,122,44206,6435,1296,33027,19,6935,1050,73,3776,16,5840,1034,124,3357,157,56981,8519,1493,40160,5,470,,,150,4,715,2,156,,,11,1341,,,150,,,,,,,,,,,,,,17734,2647,15902,13,2970,3622
MCO,2018,80000219,80001969,41,14965,3331,1219,15868,25,9125,1522,90,7596,0,,0,0,0,66,24090,4853,1309,23464,1,46,,,8,10,2311,,0,,,11,2357,,,8,1,1,1,1,0,0,1,1,1,7,10,,60,14519,3324,26807,217,1514,27818
MCO,2018,80000276,80001969,24,8760,2016,844,8505,,,0,0,0,,,0,0,0,24,8760,2016,844,8505,,0,,,2,,0,,0,,,,0,,,2,0,0,0,1,0,0,1,0,0,,,,,4831,335,5291,0,117,6519
MCO,2018,80000284,80000060,15,5475,227,17,3878,,,0,0,0,,,0,0,0,15,5475,227,17,3878,,0,,,0,,0,,0,,,,0,,,0,1,0,0,0,0,0,1,1,0,,,,,1413,92,5300,,29,2063
MCO,2018,80000300,80000078,8,2920,190,0,2039,,,0,0,0,,,0,0,0,8,2920,190,0,2039,0,0,,,0,,0,,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,80000425,80000615,314,109074,15065,2419,90855,70,24756,4017,178,19719,42,15330,2283,84,8362,426,149160,21365,2681,118936,32,2691,0,0,16709,15,1996,4,868,,,51,5555,0,0,16709,1,1,1,1,1,1,1,1,0,,,,,65407,5302,78862,552,4503,30037
MCO,2018,80010267,80010242,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,9,1,,,1405,,0,,0,,,9,1,,,1405,,,,,,,,,,,,,,,,,,,
MCO,2018,80010465,80010242,,,0,0,0,4,1460,159,1,647,,,0,0,0,4,1460,159,1,647,,0,,,0,7,628,,0,,,7,628,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,80010473,80010242,17,6205,688,8,4479,59,21535,1826,14,7570,,,0,0,0,76,27740,2514,22,12049,10,3065,,,300,18,4298,,0,,,28,7363,,,300,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,90000175,90781774,154,55080,9367,2111,42987,63,22995,3821,355,18724,25,9125,1377,98,5757,242,87200,14565,2564,67468,20,1108,,,9757,15,3564,2,244,,,37,4916,,,9757,1,0,1,1,1,1,1,1,1,60,90,60,,50992,3410,62418,,570,12323
MCO,2018,90000183,90781816,53,19345,2477,627,16583,15,5475,904,80,3968,4,1460,292,106,682,72,26280,3673,813,21233,2,18,,,424,8,1649,,0,,,10,1667,,,424,,,,,,,,,,,,,,16148,516,28718,1151,5945,7067
MCO,2018,90001629,90781774,23,8395,640,7,6908,,,0,0,0,,,0,0,0,23,8395,640,7,6908,,0,,,0,5,1039,,0,,,5,1039,,,0,1,0,0,0,0,1,0,0,0,,,10,,2725,373,4341,,210,2
MCO,2018,100000082,100001148,,,0,0,0,46,16790,1088,83,3248,,,0,0,0,46,16790,1088,83,3248,,0,,,0,15,2732,,0,,,15,2732,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,100000090,100000017,335,119848,15628,800,111342,95,34885,4924,79,29048,45,16965,3129,15,12627,475,171698,23681,894,153017,40,3267,,,29996,10,2864,0,861,,,50,6992,,,29996,1,1,1,1,1,1,1,1,1,90,90,60,180,95686,10963,101541,558,2918,24196
MCO,2018,100000116,100000041,8,2920,159,3,2350,,,0,0,0,,,0,0,0,8,2920,159,3,2350,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,100000124,100009075,18,6570,809,21,3422,100,36500,3500,35,11656,,,0,0,0,118,43070,4309,56,15078,,0,,,394,11,4327,,0,,,11,4327,,,394,,,,,,,,,,,,,,,,,,,
