BOR,AN,420,FI_EJ,LIT_MED,JLI_MED,SEJHC_MED,SEJ0_MED,JOU_MED,LIT_CHI,JLI_CHI,SEJHC_CHI,SEJ0_CHI,JOU_CHI,LIT_OBS,JLI_OBS,SEJHC_OBS,SEJ0_OBS,JOU_OBS,LIT_MCO,JLI_MCO,SEJHC_MCO,SEJ0_MCO,JOU_MCO,PLA_MED,SEJHP_MED,PLAN_MED,SEJN_MED,SEA_MED,PLA_CHI,SEJHP_CHI,PLA_OBS,SEJHP_OBS,PLAN_OBS,SEJN_OBS,PLA_MCO,SEJHP_MCO,PLAN_MCO,SEJN_MCO,SEA_MCO,PCAR,PDER,PEND,PGAS,PNEU,PPED,PPNE,PRHU,POPH,DEND,DNEU,DPED,DOPH,ACTCLI_PM,ACTCLI_SAG,ACTTEC_PM,ACTTEC_DEN,ACTTEC_SAG,ACTTEC_PNM
MCO,2018,590000477,590781670,30,10950,1650,208,13777,,,0,0,0,,,0,0,0,30,10950,1650,208,13777,,0,,,8,,0,,0,,,,0,,,8,1,1,1,1,0,0,1,0,1,,,,,10442,5626,21760,,,
MCO,2018,590000527,590781795,72,16803,1468,14,16606,,,0,0,0,,,0,0,0,72,16803,1468,14,16606,10,935,,,0,,0,,0,,,10,935,,,0,1,0,0,0,0,0,0,0,0,,,,,2979,,3702,,,
MCO,2018,590000535,590781803,221,80328,12979,1906,68920,30,10950,1518,76,8733,20,7300,1862,586,5288,271,98578,16359,2568,82941,12,1294,,,7209,6,881,,0,,,18,2175,,,7209,1,1,1,1,1,1,1,1,0,36,79,30,,45768,4937,39655,7506,3832,23753
MCO,2018,590000543,590781811,10,3650,134,0,2070,,,0,0,0,,,0,0,0,10,3650,134,0,2070,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,46,,39,27,,
MCO,2018,590000592,590782165,123,42711,6999,1210,37670,57,22983,2885,0,14599,25,9305,1230,6,5099,205,74999,11114,1216,57368,9,585,,,1437,16,4505,4,425,,,29,5515,,,1437,1,1,0,1,0,0,1,0,1,,,,130,39188,5311,19604,7,15258,35861
MCO,2018,590000600,590782207,48,17520,1741,20,14759,,,0,0,0,,,0,0,0,48,17520,1741,20,14759,,0,,,43,,0,,0,,,,0,,,43,1,1,1,1,0,0,1,0,0,15,,,,2425,,2353,,,
MCO,2018,590000618,590782215,582,202964,35664,6222,177736,198,69092,11447,1238,52691,85,31025,5463,147,22617,865,303081,52574,7607,253044,60,7008,,,43556,29,8665,4,2268,,,93,17941,,,43556,1,1,1,1,1,1,1,1,1,,,,,159367,3276,211476,810,14854,52897
MCO,2018,590000691,590782439,37,13505,2100,435,9408,,,0,0,0,,,0,0,0,37,13505,2100,435,9408,4,538,,,43,,0,,0,,,4,538,,,43,1,0,1,1,1,0,1,0,1,27,47,,,12589,394,16653,,130,15019
MCO,2018,590000758,590782637,148,52846,10808,2590,46604,25,9247,1544,33,7847,23,9855,2528,851,6560,196,71948,14880,3474,61011,8,818,1,,1292,8,2272,5,167,,,22,3257,1,,1292,1,1,1,1,1,1,1,1,1,81,3,83,74,40116,6967,39126,,8157,15385
MCO,2018,590000766,590782645,24,7295,650,11,6818,,,0,0,0,,,0,0,0,24,7295,650,11,6818,4,69,,,22,,0,,0,,,4,69,,,22,1,1,1,0,0,0,1,1,1,,,,,,,,,,
MCO,2018,590000774,590782652,54,19710,4371,1587,15735,17,6205,785,14,3033,22,8030,1269,53,4374,93,33945,6425,1654,23142,3,894,3,425,1754,6,2405,0,0,0,0,12,3299,3,425,1754,1,0,1,1,0,1,0,1,0,60,,20,,22767,4848,22092,0,4490,1486
MCO,2018,590001004,590783239,319,110407,18837,1310,89613,77,29128,4451,228,22180,28,10970,2070,76,8326,424,150505,25358,1614,120119,19,2500,,,16123,13,3668,5,766,,,37,6934,,,16123,1,1,1,1,1,1,1,1,1,,146,,,66636,6746,55632,194,706,28725
MCO,2018,590001749,590788956,74,27010,2998,707,20086,,,0,0,0,,,0,0,0,74,27010,2998,707,20086,,0,,,424,,0,,0,,,,0,,,424,1,0,1,1,0,0,0,0,0,,,,,4447,,24998,,,302
MCO,2018,590006607,590780193,173,60910,6665,470,52008,40,12276,1931,148,6790,125,46063,9177,339,37779,338,119249,17773,957,96577,16,1989,,,3877,12,3401,39,4892,,,67,10282,,,3877,0,0,0,0,0,1,0,0,0,,,,,112009,16128,71892,,20684,47952
MCO,2018,590006896,590000519,6,2190,7,0,80,62,22630,1484,0,5931,,,0,0,0,68,24820,1491,0,6011,,0,,,119,8,4260,,0,,,8,4260,,,119,0,0,0,0,,0,0,0,0,,,,,,,,,,
MCO,2018,590008041,590008033,113,41245,6564,38,34405,68,24820,3883,0,16941,,,0,0,0,181,66065,10447,38,51346,8,81,,,10291,39,8625,,0,,,47,8706,,,10291,,,,,,,,,,,,,,,,,,,
MCO,2018,590046538,590781415,0,3276,198,12,1713,,,0,0,0,0,8129,1720,360,4837,0,11405,1918,372,6550,,0,,,25,,0,0,544,,,0,544,,,25,,,,,,,,,,,,,,9205,3189,3470,,3398,1947
MCO,2018,590047718,590780052,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,10,1583,,,0,,0,,0,,,10,1583,,,0,0,0,0,0,0,0,0,0,0,,,,,291,,,,,
MCO,2018,590049565,780020715,20,7300,266,5,4908,,,0,0,0,,,0,0,0,20,7300,266,5,4908,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,590052056,590051801,25,9125,1116,2,6112,26,9490,1645,0,5201,25,9125,987,25,4227,76,27740,3748,27,15540,20,46,,,3281,21,8312,,0,,,41,8358,,,3281,1,0,0,1,0,1,1,0,1,,,,,2378,109,3005,,1415,2
MCO,2018,590780060,590000022,,,0,0,0,16,5840,338,8,347,,,0,0,0,16,5840,338,8,347,,0,,,0,14,8203,,0,,,14,8203,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,590780094,590000055,10,3650,851,0,1829,,,0,0,0,,,0,0,0,10,3650,851,0,1829,15,591,,,8234,,0,,0,,,15,591,,,8234,,,,,,,,,,,,,,,,,,,
MCO,2018,590780250,590053955,,,0,0,0,70,25550,1858,83,3799,,,0,0,0,70,25550,1858,83,3799,,0,,,0,27,22971,,0,,,27,22971,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,590780268,590053955,84,30660,7226,123,43425,98,35770,6509,42,22314,65,23725,2020,34,8472,247,90155,15755,199,74211,,37,,,37611,33,17353,,0,,,33,17390,,,37611,,,,,,,,,,,,,,,,,,,
MCO,2018,590780284,590051801,207,75555,13231,1942,63204,96,35040,4277,208,24867,,,0,0,0,303,110595,17508,2150,88071,28,4966,,,1391,9,1380,,0,,,37,6346,,,1391,,,,,,,,,,,,,,56569,,45819,1145,,6291
MCO,2018,590780342,590053955,,,0,0,0,4,1460,69,0,87,,,0,0,0,4,1460,69,0,87,,0,,,0,14,6464,,0,,,14,6464,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,590780383,590000204,92,33580,7680,65,25886,152,55480,7847,573,19460,,,0,0,0,244,89060,15527,638,45346,8,1160,,,39948,54,18882,,0,,,62,20042,,,39948,,,,,,,,,,,,,,,,,,,
MCO,2018,590781571,590000402,,,0,0,0,33,12045,1527,0,6800,,,0,0,0,33,12045,1527,0,6800,,0,,,0,13,2226,,0,,,13,2226,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,590781951,590053955,16,5840,111,0,709,96,35040,4227,4,14393,,,0,0,0,112,40880,4338,4,15102,,0,,,0,11,3317,,0,,,11,3317,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,590782256,590000659,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,20,559,,,7688,,0,,0,,,20,559,,,7688,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,590782298,590000675,25,9125,572,1,4523,88,32120,4795,2,14277,26,9460,1090,0,4468,139,50705,6457,3,23268,,0,,,0,25,10972,0,25,,,25,10997,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,590782546,590000733,22,8030,601,13,5209,,,0,0,0,,,0,0,0,22,8030,601,13,5209,3,988,3,1095,0,8,1988,,0,,,14,2976,3,1095,0,,,,,,,,,,,,,,,,,,,
MCO,2018,590782553,590000741,51,18615,3726,272,15364,53,19345,4016,520,10013,43,15695,2352,61,9007,147,53655,10094,853,34384,2,160,,,3170,40,13764,,0,,,42,13924,,,3170,,,,,,,,,,,,,,,,,,,
MCO,2018,590784864,590780193,119,37502,5901,87,31082,18,3680,452,4,3349,,,0,0,0,137,41182,6353,91,34431,21,4891,,,3866,2,865,,0,,,23,5756,,,3866,0,0,0,0,0,0,1,0,0,,,,,22710,,25589,,,5834
MCO,2018,590785374,620001834,80,26720,3262,40,16605,,,0,0,0,,,0,0,0,80,26720,3262,40,16605,20,1779,,,1673,,0,,0,,,20,1779,,,1673,0,0,0,0,0,0,1,0,0,,,,,6240,,7692,,,
MCO,2018,590787586,590780193,194,62852,10087,1664,51673,78,26273,2439,16,19465,,,0,0,0,272,89125,12526,1680,71138,17,1851,,,94,,0,,0,,,17,1851,,,94,1,0,0,0,0,0,0,0,0,,,,,30910,,46990,,,3577
MCO,2018,590788964,590001756,25,9125,1068,14,5030,20,7300,534,15,1671,,,0,0,0,45,16425,1602,29,6701,5,63,,,4955,27,3610,,0,,,32,3673,,,4955,,,,,,,,,,,,,,,,,,,
MCO,2018,590790655,590002218,,,0,0,0,24,7190,1166,15,4416,,,0,0,0,24,7190,1166,15,4416,,0,,,0,5,1398,,0,,,5,1398,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,590791091,590780193,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,3,642,,,41,,0,,0,,,3,642,,,41,0,0,0,0,0,0,0,0,0,,,,,1981,,47,,,126
MCO,2018,590796975,590780193,357,122076,36180,10025,119274,304,97864,14143,344,68212,,,0,0,0,661,219940,50323,10369,187486,35,4177,,,9251,52,9956,,0,,,87,14133,,,9251,0,0,0,0,1,0,0,1,0,,65,,,167577,,119600,11127,,19153
MCO,2018,590797353,590051801,218,78110,15208,2719,67880,38,13870,2409,357,8406,42,15330,2817,369,9489,298,107310,20434,3445,85775,65,8599,,,7572,16,3474,1,209,,,82,12282,,,7572,,,,,,,,,,,,,,70534,6269,56600,,7699,7443
MCO,2018,590801106,590782421,403,137431,22887,3337,118349,112,37948,6657,1167,24966,66,24089,4452,159,17435,581,199468,33996,4663,160750,38,5022,0,0,23631,25,3935,11,1736,0,0,74,10693,0,0,23631,1,1,1,1,1,1,1,1,1,,,,,97609,70805,71806,0,0,0
MCO,2018,590804696,590781902,306,110493,14623,1582,85662,72,22510,3655,520,14831,36,14855,2566,207,9152,414,147858,20844,2309,109645,29,2108,,,3160,7,2410,4,809,,,40,5327,,,3160,1,1,1,1,1,1,1,1,1,175,116,158,160,68988,8403,66059,,9689,21969
MCO,2018,590806360,590003596,15,5475,629,0,2751,,,0,0,0,,,0,0,0,15,5475,629,0,2751,14,5347,,,0,,0,,0,,,14,5347,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,590811279,590780193,412,142534,15289,553,118181,165,58646,9736,650,43164,,,0,0,0,577,201180,25025,1203,161345,99,11486,,,38728,73,14115,,0,,,172,25601,,,38728,0,1,1,1,0,0,0,0,1,100,,,80,193953,,104423,3241,,69028
MCO,2018,590812186,590782421,18,6570,513,7,5690,,,0,0,0,,,0,0,0,18,6570,513,7,5690,10,2437,,,0,,0,,0,,,10,2437,,,0,,,,,,,,,,,,,,1060,,954,954,,839
MCO,2018,590813176,590005278,2,365,1791,1767,77,38,13870,1544,156,7373,0,0,0,0,0,40,14235,3335,1923,7450,4,0,,,0,7,1834,0,0,,,11,1834,,,0,0,0,1,1,0,0,1,1,1,,,,,,,,,,
MCO,2018,590813382,590000386,6,2190,8,0,94,44,16060,2106,37,7554,34,12410,1086,27,3759,84,30660,3200,64,11407,,0,,,0,27,5419,,0,,,27,5419,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,590813507,590000485,23,8395,790,24,4333,101,36865,2444,8,8050,23,8395,1145,86,3995,147,53655,4379,118,16378,0,0,0,0,0,7,4723,0,30,0,0,7,4753,0,0,0,,,,,,,,,,,,,,,,,,,
MCO,2018,590815056,590005492,34,12410,711,6,9387,37,13505,2125,29,7048,,,0,0,0,71,25915,2836,35,16435,,0,,,4808,20,6019,,0,,,20,6019,,,4808,,,,,,,,,,,,,,,,,,,
MCO,2018,590816310,590000048,10,2220,977,5,3666,40,15320,2925,140,7491,33,12045,1303,36,5090,83,29585,5205,181,16247,,0,,,350,39,9312,,0,,,39,9312,,,350,,,,,,,,,,,,,,0,0,0,,0,
MCO,2018,590817458,590053955,30,10950,495,0,7308,28,10220,1512,5,3374,,,0,0,0,58,21170,2007,5,10682,0,1,,,2656,18,8682,,0,,,18,8683,,,2656,,,,,,,,,,,,,,,,,,,
MCO,2018,590817839,590053955,10,3650,6,0,31,,,0,0,0,,,0,0,0,10,3650,6,0,31,5,113,,,0,,0,,0,,,5,113,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,600000053,600101984,89,40615,5128,201,36328,,,0,0,0,39,14333,2650,182,8552,128,54948,7778,383,44880,7,629,,,1664,7,1125,1,622,,,15,2376,,,1664,1,1,1,1,1,0,1,1,1,210,120,,30,31978,5012,21937,,2775,5198
MCO,2018,600000152,600100572,20,7300,452,2,5803,0,0,0,0,0,0,0,0,0,0,20,7300,452,2,5803,5,15,0,0,0,0,0,0,0,0,0,5,15,0,0,0,1,1,1,1,0,0,0,0,0,60,,,,17595,0,1868,0,0,1431
MCO,2018,600000186,600100648,36,13140,2039,356,12089,15,5475,926,1,3525,9,3285,369,24,1284,60,21900,3334,381,16898,6,243,,,197,7,1253,1,149,,,14,1645,,,197,1,1,1,1,0,1,1,0,1,30,,4,90,20338,1672,25320,115,2293,1663
MCO,2018,600000194,600100713,275,100375,12723,461,91148,56,20440,2812,109,14437,43,15695,3132,119,12654,374,136510,18667,689,118239,29,2013,,,31803,14,3058,2,801,,,45,5872,,,31803,1,1,1,1,1,1,1,1,1,,,,,74648,4849,71246,1382,5748,16849
MCO,2018,600000285,600100721,43,15695,2284,151,14706,,,0,0,1,,,0,0,0,43,15695,2284,151,14707,1,67,,,69,11,1334,0,74,,,12,1475,,,69,1,1,1,1,1,1,1,0,1,,,,,16253,1815,10569,,1479,2679
MCO,2018,600000467,600101984,241,88410,13454,775,78858,46,16821,3136,57,14521,32,11764,1672,23,7138,319,116995,18262,855,100517,15,1579,,,22793,14,2346,6,316,,,35,4241,,,22793,1,1,1,1,1,1,1,0,1,240,270,120,360,78149,3677,53916,292,2415,11187
MCO,2018,600008643,600008635,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,,,0,5,2952,,0,,,5,2952,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,600010862,600010854,,,0,0,0,30,10950,1346,59,3950,,,0,0,0,30,10950,1346,59,3950,,0,,,0,20,4621,,0,,,20,4621,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,600100101,750712184,29,10585,723,0,9340,,,0,0,0,,,0,0,0,29,10585,723,0,9340,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,1,1,0,0,0,,,,,206,,,,,46
MCO,2018,600100168,600106629,35,12775,2431,11,10145,21,7665,1167,9,3495,,,0,0,0,56,20440,3598,20,13640,13,546,,,1554,7,1722,,0,,,20,2268,,,1554,1,0,1,1,0,0,1,0,1,60,,,30,34393,,,,,
MCO,2018,600100176,920031580,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,10,570,,,0,,0,,0,,,10,570,,,0,0,0,0,0,0,0,0,0,0,,,,,570,,,,,
MCO,2018,600100184,920031598,20,7300,287,4,3239,,,0,0,0,,,0,0,0,20,7300,287,4,3239,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,600100754,600000228,26,9490,2969,573,16876,100,36500,4828,25,17906,23,8395,1348,26,5157,149,54385,9145,624,39939,8,1334,,,18710,39,10507,0,0,,,47,11841,,,18710,,,,,,,,,,,,,,,,,,,
MCO,2018,600110175,600001234,21,7665,1030,16,2297,53,19345,2541,34,7147,,,0,0,0,74,27010,3571,50,9444,6,112,,,131,36,8184,,0,,,42,8296,,,131,,,,,,,,,,,,,,241,,,,,
MCO,2018,600113476,600100721,311,109398,13180,333,92749,74,27010,4049,172,17356,29,10585,2196,63,8278,414,146993,19425,568,118383,28,1760,2,338,7230,13,3307,1,340,0,0,44,5407,2,338,7230,1,1,1,1,1,1,1,1,1,,,,,68845,6263,48312,430,6099,16861
MCO,2018,610000044,610780074,52,18980,3704,1293,20195,19,6935,1348,359,4456,17,6205,860,223,2176,88,32120,5912,1875,26827,5,494,,,56,,0,,0,,,5,494,,,56,1,1,0,1,0,1,1,0,0,,,3,,11664,2668,12095,,3031,1535
MCO,2018,610000051,610780082,158,56766,9002,387,46716,56,20440,2795,0,14906,20,7300,1506,0,5197,234,84506,13303,387,66819,12,2964,0,0,9573,8,1961,0,674,0,0,20,5599,0,0,9573,1,1,1,1,1,1,1,1,1,129,129,5,129,93233,5626,101422,,,12295
MCO,2018,610000069,610780090,161,58765,8857,1242,45221,57,20805,2287,104,10069,25,9125,1492,362,3969,243,88695,12636,1708,59259,5,158,0,0,1769,15,2636,0,0,0,0,20,2794,0,0,1769,1,1,1,1,0,1,1,0,1,44,,67,91,49650,1544,59796,2241,4215,2142
MCO,2018,610000077,610780124,44,16060,1867,179,13940,0,0,0,0,0,0,0,0,0,0,44,16060,1867,179,13940,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,21,1,0,0,1,0,0,0,0,0,,,,,,,,,,
MCO,2018,610000093,610780140,25,9125,332,49,6319,,,0,0,0,,,0,0,0,25,9125,332,49,6319,,0,,,0,,0,,0,,,,0,,,0,1,0,1,0,0,0,0,0,0,60,,,,378,,0,,,
MCO,2018,610000119,610780165,137,50005,8439,1237,40207,43,15695,2006,65,10502,31,11315,1687,298,5490,211,77015,12132,1600,56199,9,1147,,,8348,12,2420,,0,,,21,3567,,,8348,1,1,1,1,1,1,1,1,0,,,,,37032,3302,25354,16,441,11004
MCO,2018,610006421,610006413,4,1460,22,0,148,19,6935,1302,12,2726,,,0,0,0,23,8395,1324,12,2874,,0,,,52,13,4838,,0,,,13,4838,,,52,,,,,,,,,,,,,,,,,,,
MCO,2018,610780108,610790594,20,7300,523,7,6397,,,0,0,0,,,0,0,0,20,7300,523,7,6397,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,519,158,,,187,
MCO,2018,610780116,610790594,53,17605,2693,153,15723,,,0,0,0,,,0,0,0,53,17605,2693,153,15723,,0,,,67,,0,,0,,,,0,,,67,1,0,0,0,0,0,1,1,1,,,,181,10931,268,11980,,1144,219
MCO,2018,610780199,610000135,0,1216,2,0,12,0,21584,342,6,841,,,0,0,0,0,22800,344,6,853,,0,,,4,,1536,,0,,,,1536,,,4,,,,,,,,,,,,,,,,,,,
MCO,2018,620000026,620003814,78,28287,3429,526,17324,76,25595,2965,9,12348,,,0,0,0,154,53882,6394,535,29672,13,942,3,399,976,25,2059,,0,,,41,3001,3,399,976,0,0,0,1,1,1,1,1,0,,30,15,,47557,,42275,,,3663
MCO,2018,620000034,620100057,297,104307,17497,2037,90616,50,18250,2777,69,12881,38,13870,3408,101,13839,385,136427,23682,2207,117336,37,4185,6,917,22599,17,3144,2,505,,,62,7834,6,917,22599,1,1,1,1,1,1,1,1,1,96,89,60,189,76278,8161,74278,580,14060,38449
MCO,2018,620000224,620100651,243,82568,16078,854,78381,59,25201,2109,0,13485,22,8030,1340,0,4941,324,115799,19527,854,96807,23,7693,,,17305,10,856,4,996,,,37,9545,,,17305,1,0,1,1,1,1,1,1,0,,,,,47152,3488,54185,297,1401,22560
MCO,2018,620000240,620100677,49,17885,1197,9,15316,,,0,0,0,,,0,0,0,49,17885,1197,9,15316,13,1881,,,0,,0,,0,,,13,1881,,,0,0,0,1,0,0,0,0,0,0,,,,,2093,594,2489,,292,
MCO,2018,620000257,620100685,350,121821,22700,5611,105537,86,34566,5395,439,23631,56,20440,3559,75,15255,492,176827,31654,6125,144423,34,2786,,,18355,31,5753,4,1978,,,69,10517,,,18355,1,1,1,1,1,1,0,1,1,,,,,101998,14431,88039,280,9531,41747
MCO,2018,620000323,620101337,226,82490,12014,852,79296,38,13870,2243,0,10240,48,17520,2759,19,12914,312,113880,17016,871,102450,15,792,,,3774,19,3907,2,579,,,36,5278,,,3774,1,1,1,1,1,1,1,1,0,93,126,25,,66373,8479,54016,4,12843,17531
MCO,2018,620000349,620101360,181,64955,12523,493,59870,50,18250,3729,810,14859,32,11680,2381,383,7452,263,94885,18633,1686,82181,24,3654,,,3335,8,1463,2,310,,,34,5427,,,3335,1,1,1,1,0,1,1,0,1,120,,60,168,61341,6078,46145,1202,7512,16969
MCO,2018,620000653,620103440,303,110595,17746,3222,82462,108,36450,6712,128,28841,25,9125,1611,92,5636,436,156170,26069,3442,116939,61,3806,,,43268,20,4657,2,518,,,83,8981,,,43268,1,1,1,1,1,1,1,1,1,120,120,90,90,100622,6194,98992,3963,5885,32562
MCO,2018,620003202,620103432,122,44530,8974,909,39839,46,16790,2578,66,10878,30,10950,1630,174,5925,198,72270,13182,1149,56642,13,1364,2,332,1955,8,1817,0,155,,,23,3336,2,332,1955,1,0,1,1,0,1,1,1,1,,,,,30336,3777,25455,416,3830,6119
MCO,2018,620003350,620001834,90,32850,5106,633,32075,,,0,0,0,,,0,0,0,90,32850,5106,633,32075,5,583,,,135,,0,,0,,,5,583,,,135,1,0,1,1,1,0,1,1,0,,,,,9764,,12691,,,91
MCO,2018,620003376,620001834,84,30660,6724,775,24957,95,34675,4893,246,19991,0,0,0,0,0,179,65335,11617,1021,44948,5,132,,,1194,49,7501,,0,,,54,7633,,,1194,1,1,1,1,0,0,1,1,0,,,,,47896,,22365,,,1381
MCO,2018,620006049,620000331,6,2190,112,0,902,80,29200,3616,0,12536,,,0,0,0,86,31390,3728,0,13438,,0,,,565,30,7753,,0,,,30,7753,,,565,,,,,,,,,,,,,,,,,,,
MCO,2018,620025346,620001834,65,23725,5559,957,25751,60,21900,2792,179,13867,24,8760,1487,159,4975,149,54385,9838,1295,44593,5,130,,,234,32,4533,,0,,,37,4663,,,234,1,0,1,1,0,1,1,0,0,,,,,35611,4954,15792,,5818,240
MCO,2018,620026690,620027839,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,,,31645,,0,,0,,,,0,,,31645,,,,,,,,,,,,,,,,,,,
MCO,2018,620100099,620014779,47,17155,1874,27,11773,144,37230,4652,79,15388,21,7665,1144,39,4303,212,62050,7670,145,31464,0,0,0,0,8106,54,14842,0,0,0,0,54,14842,0,0,8106,,,,,,,,,,,,,,,,,,,
MCO,2018,620100487,620000125,15,5475,864,4,4277,48,17520,1295,271,4284,,,0,0,0,63,22995,2159,275,8561,1,95,,,91,14,3068,,0,,,15,3163,,,91,,,,,,,,,,,,,,,,,,,
MCO,2018,620100735,620000265,40,14600,2509,580,15952,93,33945,2859,137,12712,28,10220,1288,85,4276,161,58765,6656,802,32940,5,211,,,3249,35,6130,,68,,,40,6409,,,3249,,,,,,,,,,,,,,,,,,,
MCO,2018,620100750,620000273,11,4015,577,18,3458,38,13870,1871,97,5796,,,0,0,0,49,17885,2448,115,9254,,0,,,3106,31,5141,,0,,,31,5141,,,3106,,,,,,,,,,,,,,,,,,,
MCO,2018,620101311,620027763,23,8395,1470,2,8222,81,29565,2564,22,7535,0,0,0,0,0,104,37960,4034,24,15757,6,15,0,0,2023,24,7810,0,0,0,0,30,7825,0,0,2023,,,,,,,,,,,,,,,,,,,
MCO,2018,620101501,620000364,102,37230,9515,233,31001,96,35040,5056,145,18353,,,0,0,0,198,72270,14571,378,49354,0,1,,,29622,52,10998,,0,,,52,10999,,,29622,,,,,,,,,,,,,,,,,,,
MCO,2018,620105940,620000950,24,8760,723,59,5706,15,5475,341,32,1255,,,0,0,0,39,14235,1064,91,6961,,0,,,0,10,1155,,0,,,10,1155,,,0,,,,,,,,,,,,,,2433,,331,,,
MCO,2018,620106088,620000976,30,10950,873,26,9937,,,0,0,0,,,0,0,0,30,10950,873,26,9937,,0,,,71,36,3060,,0,,,36,3060,,,71,,,,,,,,,,,,,,,,,,,
MCO,2018,620116046,620002311,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,,,3,15,2045,,0,,,15,2045,,,3,,,,,,,,,,,,,,,,,,,
MCO,2018,620118513,620002915,71,24579,1746,24,10679,103,30171,8616,378,29853,30,10950,1224,59,4857,204,65700,11586,461,45389,0,1,,,4536,34,7736,,0,,,34,7737,,,4536,,,,,,,,,,,,,,,,,,,
MCO,2018,630000016,630180032,20,7300,385,5,5842,,,0,0,0,,,0,0,0,20,7300,385,5,5842,,0,,,0,,0,,0,,,,0,,,0,1,1,1,0,0,0,0,0,0,,,,,79,,111,,,153
MCO,2018,630000404,630780989,475,163292,39383,5404,191946,236,81459,3924,90,26524,,,0,0,0,711,244751,43307,5494,218470,25,5241,,,24466,17,4238,,0,,,42,9479,,,24466,1,0,1,0,1,0,1,1,1,98,86,,57,145410,4,155241,58,16,23401
MCO,2018,630000412,630780997,50,18250,2144,203,13702,,,0,0,0,,,0,0,0,50,18250,2144,203,13702,3,60,,,911,1,486,1,19,,,5,565,,,911,1,1,0,1,0,1,1,0,0,,,,,4250,1377,10566,,2740,400
MCO,2018,630000420,630781003,67,25185,3903,569,25212,23,8395,1156,130,5472,14,5110,1249,362,3206,104,38690,6308,1061,33890,3,1119,,,0,3,833,3,215,,,9,2167,,,0,1,0,1,1,1,1,1,1,0,81,89,25,,18134,0,27661,,1674,225
MCO,2018,630000438,630781011,159,57285,5357,298,54705,32,10222,1274,72,8142,,,0,0,0,191,67507,6631,370,62847,6,87,,,1216,4,2187,,0,,,10,2274,,,1216,1,0,0,1,0,0,1,1,0,,,,,,,,,,
MCO,2018,630000446,630781029,45,16425,2787,301,21495,24,8760,1131,35,6462,16,5840,1009,170,3251,85,31025,4927,506,31208,6,785,0,0,630,4,210,1,165,0,0,11,1160,0,0,630,1,0,1,1,0,1,0,0,0,180,,60,,17230,1712,25626,,2257,804
MCO,2018,630000479,630781110,67,23028,2256,71,18768,47,16497,2773,173,12492,0,,0,0,0,114,39525,5029,244,31260,8,1395,0,0,52127,7,1370,0,0,,,15,2765,0,0,52127,1,1,1,0,0,0,1,0,0,,,,,33588,0,41731,,,7321
MCO,2018,630000560,630781367,20,7300,324,1,6033,,,0,0,0,,,0,0,0,20,7300,324,1,6033,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,630780211,630000107,83,30295,5740,432,28111,128,46720,6595,63,25734,,,0,0,0,211,77015,12335,495,53845,29,3,,,11769,32,13287,,0,,,61,13290,,,11769,,,,,,,,,,,,,,,,,,,
MCO,2018,630780369,630000164,4,1460,126,0,666,21,7665,1027,12,2424,,,0,0,0,25,9125,1153,12,3090,,0,,,0,12,9677,,0,,,12,9677,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,630781268,630780989,241,83275,11508,1839,76436,89,30046,3282,51,22185,98,34582,6705,396,26673,428,147903,21495,2286,125294,35,5691,,,13884,13,3542,19,1362,,,67,10595,,,13884,0,1,0,1,0,1,0,0,0,,,73,,117107,10586,119967,20748,12084,39347
MCO,2018,630781821,920030269,30,10950,595,0,6730,,,0,0,0,,,0,0,0,30,10950,595,0,6730,,0,,,0,,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,
