BEN_RES_DPT,sej_type,type_parcours,SSR_TYPE,nb
71,PTH,CSC + DERMA,HC,1
72,PTG,CSC + DERMA,HC,1
73,PTG,CSC + DERMA,HC,1
73,PTH,CSC + DERMA,,1
74,PTG,CSC + DERMA,HC,1
74,PTH,CSC + DERMA,DOM,1
75,PTH,CSC + DERMA,HC,1
76,PTG,CSC + DERMA,HC,1
77,PTG,CSC + DERMA,HC,1
78,PTG,CSC + DERMA,DOM,1
78,PTG,CSC + DERMA,HC,1
79,PTG,CSC + DERMA,DOM,1
79,PTG,CSC + DERMA,HC,1
80,PTG,CSC + DERMA,HC,1
80,PTH,CSC + DERMA,,1
80,PTH,CSC + DERMA,DOM,1
80,PTH,CSC + DERMA,HC,1
81,PTG,CSC + DERMA,DOM,1
81,PTG,CSC + DERMA,HDJ,1
81,PTH,CSC + DERMA,DOM,1
83,PTG,CSC + DERMA,,1
83,PTG,CSC + DERMA,HC_HDJ,1
83,PTG,CSC + DERMA,HDJ,1
83,PTH,CSC + DERMA,,1
83,PTH,CSC + DERMA,HC,1
85,PTG,CSC + DERMA,DOM,1
86,PTG,CSC + DERMA,DOM,1
89,PTH,CSC + DERMA,HC,1
90,PTH,CSC + DERMA,DOM,1
92,PTH,CSC + DERMA,,1
92,PTH,CSC + DERMA,DOM,1
93,PTG,CSC + DERMA,DOM,1
93,PTG,CSC + DERMA,HC,1
93,PTG,CSC + DERMA,HDJ,1
93,PTH,CSC + DERMA,,1
93,PTH,CSC + DERMA,DOM,1
94,PTG,CSC + DERMA,,1
94,PTG,CSC + DERMA,HDJ,1
94,PTH,CSC + DERMA,HC,1
95,PTG,CSC + DERMA,DOM,1
97,PTH,CSC + DERMA,DOM,1
33,PTG,CSC + DERMA + ENDO,DOM,2
5,PTH,CSC + DERMA + ENDO,DOM,1
6,PTG,CSC + DERMA + ENDO,DOM,1
7,PTG,CSC + DERMA + ENDO,HC,1
13,PTG,CSC + DERMA + ENDO,HC,1
26,PTG,CSC + DERMA + ENDO,DOM,1
29,PTG,CSC + DERMA + ENDO,DOM,1
37,PTG,CSC + DERMA + ENDO,DOM,1
45,PTG,CSC + DERMA + ENDO,HC_HDJ,1
59,PTG,CSC + DERMA + ENDO,DOM,1
59,PTG,CSC + DERMA + ENDO,HC,1
59,PTH,CSC + DERMA + ENDO,DOM,1
62,PTH,CSC + DERMA + ENDO,DOM,1
63,PTG,CSC + DERMA + ENDO,HC,1
65,PTG,CSC + DERMA + ENDO,DOM,1
66,PTG,CSC + DERMA + ENDO,DOM,1
75,PTG,CSC + DERMA + ENDO,HC,1
77,PTG,CSC + DERMA + ENDO,DOM,1
77,PTG,CSC + DERMA + ENDO,HC,1
91,PTG,CSC + DERMA + ENDO,HC,1
93,PTG,CSC + DERMA + ENDO,DOM,1
95,PTG,CSC + DERMA + ENDO,DOM,1
209,PTH,CSC + DERMA + ENDO,DOM,1
94,PTG,CSC + DERMA + ENDO + GASTRO,HC_HDJ,1
13,PTG,CSC + DERMA + ENDO + GASTRO + GYNECO,HDJ,1
59,PTG,CSC + DERMA + ENDO + GASTRO + GYNECO,HC,1
13,PTG,CSC + DERMA + ENDO + GASTRO + OPH + ORL,HC,1
54,PTG,CSC + DERMA + ENDO + GASTRO + OPH + ORL,HC,1
72,PTH,CSC + DERMA + ENDO + GASTRO + ORL,DOM,1
37,PTG,CSC + DERMA + ENDO + GASTRO + RHUMA,HC,1
64,PTH,CSC + DERMA + ENDO + GASTRO + RHUMA,HC,1
75,PTG,CSC + DERMA + ENDO + GASTRO + RHUMA,HC,1
77,PTG,CSC + DERMA + ENDO + GASTRO + RHUMA,HC,1
92,PTG,CSC + DERMA + ENDO + GASTRO + RHUMA,HC,1
31,PTG,CSC + DERMA + ENDO + GASTRO + URO,HC,1
81,PTG,CSC + DERMA + ENDO + GYNECO,DOM,1
92,PTH,CSC + DERMA + ENDO + GYNECO,HC,1
97,PTG,CSC + DERMA + ENDO + GYNECO,HC,1
6,PTH,CSC + DERMA + ENDO + GYNECO + RHUMA,DOM,1
95,PTG,CSC + DERMA + ENDO + GYNECO + RHUMA,DOM,1
10,PTH,CSC + DERMA + ENDO + OPH,DOM,1
30,PTG,CSC + DERMA + ENDO + OPH,DOM,1
31,PTG,CSC + DERMA + ENDO + OPH,HC,1
60,PTG,CSC + DERMA + ENDO + OPH,HC,1
67,PTG,CSC + DERMA + ENDO + OPH,DOM,1
78,PTG,CSC + DERMA + ENDO + OPH,HDJ,1
84,PTH,CSC + DERMA + ENDO + OPH,HC,1
72,PTH,CSC + DERMA + ENDO + OPH + ORL + RHUMA + URO,HC,1
69,PTG,CSC + DERMA + ENDO + OPH + RHUMA,HDJ,1
83,PTG,CSC + DERMA + ENDO + OPH + RHUMA,DOM,1
33,PTH,CSC + DERMA + ENDO + OPH + URO,DOM,1
79,PTH,CSC + DERMA + ENDO + OPH + URO,DOM,1
13,PTH,CSC + DERMA + ENDO + ORL,HC,1
64,PTG,CSC + DERMA + ENDO + ORL,HC,1
81,PTH,CSC + DERMA + ENDO + ORL,DOM,1
92,PTH,CSC + DERMA + ENDO + ORL,DOM,1
17,PTG,CSC + DERMA + ENDO + ORL + RHUMA,DOM,1
93,PTH,CSC + DERMA + ENDO + ORL + RHUMA,HC_HDJ,1
75,PTH,CSC + DERMA + ENDO + RHUMA,HC,2
2,PTG,CSC + DERMA + ENDO + RHUMA,HC,1
6,PTH,CSC + DERMA + ENDO + RHUMA,DOM,1
28,PTG,CSC + DERMA + ENDO + RHUMA,DOM,1
30,PTG,CSC + DERMA + ENDO + RHUMA,HC,1
31,PTG,CSC + DERMA + ENDO + RHUMA,HC,1
31,PTH,CSC + DERMA + ENDO + RHUMA,HC,1
33,PTG,CSC + DERMA + ENDO + RHUMA,HC,1
51,PTH,CSC + DERMA + ENDO + RHUMA,,1
60,PTG,CSC + DERMA + ENDO + RHUMA,HC,1
64,PTH,CSC + DERMA + ENDO + RHUMA,DOM,1
78,PTG,CSC + DERMA + ENDO + RHUMA + URO,DOM,1
45,PTG,CSC + DERMA + ENDO + URO,HC,1
66,PTG,CSC + DERMA + ENDO + URO,HC,1
83,PTH,CSC + DERMA + ENDO + URO,DOM,1
62,PTH,CSC + DERMA + GASTRO,DOM,3
45,PTH,CSC + DERMA + GASTRO,DOM,2
76,PTG,CSC + DERMA + GASTRO,HC,2
6,PTG,CSC + DERMA + GASTRO,,1
6,PTG,CSC + DERMA + GASTRO,DOM,1
6,PTG,CSC + DERMA + GASTRO,HC,1
6,PTH,CSC + DERMA + GASTRO,HC,1
10,PTG,CSC + DERMA + GASTRO,HC,1
10,PTH,CSC + DERMA + GASTRO,DOM,1
11,PTG,CSC + DERMA + GASTRO,HDJ,1
13,PTG,CSC + DERMA + GASTRO,,1
13,PTH,CSC + DERMA + GASTRO,,1
13,PTH,CSC + DERMA + GASTRO,HDJ,1
14,PTG,CSC + DERMA + GASTRO,HC,1
19,PTH,CSC + DERMA + GASTRO,DOM,1
24,PTG,CSC + DERMA + GASTRO,DOM,1
24,PTG,CSC + DERMA + GASTRO,HC,1
30,PTG,CSC + DERMA + GASTRO,DOM,1
31,PTH,CSC + DERMA + GASTRO,DOM,1
33,PTH,CSC + DERMA + GASTRO,DOM,1
33,PTH,CSC + DERMA + GASTRO,HC,1
34,PTG,CSC + DERMA + GASTRO,HC,1
34,PTH,CSC + DERMA + GASTRO,DOM,1
40,PTG,CSC + DERMA + GASTRO,HC,1
40,PTH,CSC + DERMA + GASTRO,DOM,1
44,PTG,CSC + DERMA + GASTRO,HC,1
45,PTG,CSC + DERMA + GASTRO,HC,1
49,PTH,CSC + DERMA + GASTRO,DOM,1
50,PTG,CSC + DERMA + GASTRO,DOM,1
56,PTG,CSC + DERMA + GASTRO,HC,1
57,PTG,CSC + DERMA + GASTRO,DOM,1
57,PTH,CSC + DERMA + GASTRO,DOM,1
59,PTG,CSC + DERMA + GASTRO,HC,1
59,PTH,CSC + DERMA + GASTRO,DOM,1
59,PTH,CSC + DERMA + GASTRO,HC,1
61,PTG,CSC + DERMA + GASTRO,HC,1
64,PTH,CSC + DERMA + GASTRO,DOM,1
67,PTH,CSC + DERMA + GASTRO,DOM,1
68,PTG,CSC + DERMA + GASTRO,HDJ,1
69,PTG,CSC + DERMA + GASTRO,HC,1
77,PTH,CSC + DERMA + GASTRO,DOM,1
83,PTG,CSC + DERMA + GASTRO,HC,1
92,PTG,CSC + DERMA + GASTRO,HDJ,1
92,PTH,CSC + DERMA + GASTRO,DOM,1
95,PTG,CSC + DERMA + GASTRO,HC,1
95,PTH,CSC + DERMA + GASTRO,DOM,1
6,PTH,CSC + DERMA + GASTRO + GYNECO,DOM,1
13,PTH,CSC + DERMA + GASTRO + GYNECO,DOM,1
33,PTH,CSC + DERMA + GASTRO + GYNECO,DOM,1
36,PTH,CSC + DERMA + GASTRO + GYNECO,DOM,1
44,PTH,CSC + DERMA + GASTRO + GYNECO,DOM,1
47,PTG,CSC + DERMA + GASTRO + GYNECO,DOM,1
69,PTH,CSC + DERMA + GASTRO + GYNECO,DOM,1
92,PTG,CSC + DERMA + GASTRO + GYNECO,HC,1
6,PTH,CSC + DERMA + GASTRO + GYNECO + OPH,DOM,1
33,PTH,CSC + DERMA + GASTRO + GYNECO + OPH,DOM,1
17,PTH,CSC + DERMA + GASTRO + GYNECO + OPH + RHUMA + URO,DOM,1
68,PTG,CSC + DERMA + GASTRO + GYNECO + OPH + URO,HC,1
93,PTG,CSC + DERMA + GASTRO + GYNECO + ORL,HC,1
6,PTH,CSC + DERMA + GASTRO + GYNECO + RHUMA,HC,1
76,PTH,CSC + DERMA + GASTRO + GYNECO + RHUMA,DOM,1
6,PTH,CSC + DERMA + GASTRO + OPH,HC,1
30,PTG,CSC + DERMA + GASTRO + OPH,HC,1
59,PTG,CSC + DERMA + GASTRO + OPH,DOM,1
66,PTG,CSC + DERMA + GASTRO + OPH,DOM,1
77,PTH,CSC + DERMA + GASTRO + OPH,DOM,1
84,PTH,CSC + DERMA + GASTRO + OPH,DOM,1
88,PTH,CSC + DERMA + GASTRO + OPH,DOM,1
91,PTH,CSC + DERMA + GASTRO + OPH,DOM,1
91,PTH,CSC + DERMA + GASTRO + OPH,HC,1
92,PTH,CSC + DERMA + GASTRO + OPH,,1
97,PTH,CSC + DERMA + GASTRO + OPH,DOM,1
13,PTH,CSC + DERMA + GASTRO + OPH + ORL + URO,HC,1
7,PTH,CSC + DERMA + GASTRO + OPH + RHUMA,DOM,1
94,PTG,CSC + DERMA + GASTRO + OPH + RHUMA,HC,1
72,PTG,CSC + DERMA + GASTRO + OPH + RHUMA + URO,DOM,1
13,PTG,CSC + DERMA + GASTRO + OPH + URO,,1
13,PTH,CSC + DERMA + GASTRO + ORL,HC,2
59,PTG,CSC + DERMA + GASTRO + ORL,HC,1
64,PTG,CSC + DERMA + GASTRO + ORL,HC,1
83,PTH,CSC + DERMA + GASTRO + ORL,DOM,1
97,PTG,CSC + DERMA + GASTRO + ORL,DOM,1
31,PTH,CSC + DERMA + GASTRO + ORL + RHUMA,HC,1
75,PTG,CSC + DERMA + GASTRO + ORL + URO,HC,1
75,PTH,CSC + DERMA + GASTRO + RHUMA,DOM,2
6,PTH,CSC + DERMA + GASTRO + RHUMA,DOM,1
12,PTG,CSC + DERMA + GASTRO + RHUMA,DOM,1
13,PTG,CSC + DERMA + GASTRO + RHUMA,HC,1
13,PTH,CSC + DERMA + GASTRO + RHUMA,HC,1
28,PTG,CSC + DERMA + GASTRO + RHUMA,HC,1
52,PTG,CSC + DERMA + GASTRO + RHUMA,DOM,1
57,PTG,CSC + DERMA + GASTRO + RHUMA,HC,1
64,PTG,CSC + DERMA + GASTRO + RHUMA,HC,1
67,PTG,CSC + DERMA + GASTRO + RHUMA,DOM,1
68,PTG,CSC + DERMA + GASTRO + RHUMA,DOM,1
83,PTH,CSC + DERMA + GASTRO + RHUMA,HDJ,1
87,PTG,CSC + DERMA + GASTRO + RHUMA,DOM,1
92,PTH,CSC + DERMA + GASTRO + RHUMA,DOM,1
75,PTH,CSC + DERMA + GASTRO + RHUMA + URO,DOM,1
1,PTG,CSC + DERMA + GASTRO + URO,HC,1
20,PTG,CSC + DERMA + GASTRO + URO,HC_HDJ,1
81,PTH,CSC + DERMA + GASTRO + URO,DOM,1
91,PTG,CSC + DERMA + GASTRO + URO,HC_HDJ,1
51,PTG,CSC + DERMA + GYNECO,HC,2
66,PTG,CSC + DERMA + GYNECO,HC,2
5,PTG,CSC + DERMA + GYNECO,DOM,1
6,PTG,CSC + DERMA + GYNECO,HC,1
10,PTG,CSC + DERMA + GYNECO,DOM,1
10,PTH,CSC + DERMA + GYNECO,DOM,1
13,PTG,CSC + DERMA + GYNECO,HC,1
13,PTH,CSC + DERMA + GYNECO,DOM,1
22,PTH,CSC + DERMA + GYNECO,DOM,1
31,PTG,CSC + DERMA + GYNECO,HC,1
31,PTH,CSC + DERMA + GYNECO,HC,1
34,PTG,CSC + DERMA + GYNECO,HC,1
36,PTH,CSC + DERMA + GYNECO,DOM,1
38,PTG,CSC + DERMA + GYNECO,DOM,1
38,PTG,CSC + DERMA + GYNECO,HC_HDJ,1
56,PTG,CSC + DERMA + GYNECO,DOM,1
57,PTG,CSC + DERMA + GYNECO,DOM,1
57,PTH,CSC + DERMA + GYNECO,DOM,1
60,PTH,CSC + DERMA + GYNECO,DOM,1
62,PTG,CSC + DERMA + GYNECO,DOM,1
62,PTH,CSC + DERMA + GYNECO,DOM,1
65,PTG,CSC + DERMA + GYNECO,HC,1
67,PTG,CSC + DERMA + GYNECO,HC,1
69,PTH,CSC + DERMA + GYNECO,DOM,1
75,PTH,CSC + DERMA + GYNECO,DOM,1
76,PTG,CSC + DERMA + GYNECO,DOM,1
78,PTG,CSC + DERMA + GYNECO,HC,1
83,PTH,CSC + DERMA + GYNECO,DOM,1
86,PTH,CSC + DERMA + GYNECO,DOM,1
88,PTH,CSC + DERMA + GYNECO,DOM,1
91,PTG,CSC + DERMA + GYNECO,HC,1
91,PTG,CSC + DERMA + GYNECO,HDJ,1
92,PTG,CSC + DERMA + GYNECO,HC,1
93,PTG,CSC + DERMA + GYNECO,DOM,1
94,PTG,CSC + DERMA + GYNECO,,1
94,PTG,CSC + DERMA + GYNECO,HC,1
75,PTG,CSC + DERMA + GYNECO + OPH,HC,3
39,PTG,CSC + DERMA + GYNECO + OPH,HC,2
13,PTG,CSC + DERMA + GYNECO + OPH,HDJ,1
31,PTG,CSC + DERMA + GYNECO + OPH,HC,1
58,PTG,CSC + DERMA + GYNECO + OPH,DOM,1
62,PTG,CSC + DERMA + GYNECO + OPH,DOM,1
74,PTH,CSC + DERMA + GYNECO + OPH,DOM,1
91,PTG,CSC + DERMA + GYNECO + OPH,DOM,1
91,PTH,CSC + DERMA + GYNECO + OPH,DOM,1
92,PTG,CSC + DERMA + GYNECO + OPH,HC,1
75,PTH,CSC + DERMA + GYNECO + OPH + ORL + RHUMA,DOM,1
94,PTG,CSC + DERMA + GYNECO + OPH + ORL + RHUMA,HC,1
78,PTH,CSC + DERMA + GYNECO + OPH + RHUMA,HC,2
68,PTG,CSC + DERMA + GYNECO + OPH + RHUMA,HDJ,1
92,PTH,CSC + DERMA + GYNECO + OPH + RHUMA,HC,1
1,PTH,CSC + DERMA + GYNECO + ORL,DOM,1
59,PTG,CSC + DERMA + GYNECO + ORL,HC,1
62,PTG,CSC + DERMA + GYNECO + ORL,HC,1
91,PTG,CSC + DERMA + GYNECO + ORL,HC,1
94,PTG,CSC + DERMA + GYNECO + ORL,HC,1
94,PTG,CSC + DERMA + GYNECO + ORL + RHUMA,DOM,1
6,PTG,CSC + DERMA + GYNECO + RHUMA,HC,1
6,PTH,CSC + DERMA + GYNECO + RHUMA,HC,1
29,PTH,CSC + DERMA + GYNECO + RHUMA,DOM,1
31,PTH,CSC + DERMA + GYNECO + RHUMA,HC,1
33,PTG,CSC + DERMA + GYNECO + RHUMA,HC,1
33,PTH,CSC + DERMA + GYNECO + RHUMA,DOM,1
51,PTH,CSC + DERMA + GYNECO + RHUMA,DOM,1
57,PTH,CSC + DERMA + GYNECO + RHUMA,DOM,1
75,PTG,CSC + DERMA + GYNECO + RHUMA,HC,1
75,PTH,CSC + DERMA + GYNECO + RHUMA,DOM,1
82,PTH,CSC + DERMA + GYNECO + RHUMA,DOM,1
91,PTH,CSC + DERMA + GYNECO + RHUMA,DOM,1
92,PTG,CSC + DERMA + GYNECO + RHUMA,HC,1
94,PTG,CSC + DERMA + GYNECO + RHUMA,DOM,1
13,PTG,CSC + DERMA + GYNECO + RHUMA + URO,DOM,1
51,PTH,CSC + DERMA + OPH,DOM,4
59,PTG,CSC + DERMA + OPH,HC,4
78,PTG,CSC + DERMA + OPH,HC,3
78,PTH,CSC + DERMA + OPH,DOM,3
6,PTH,CSC + DERMA + OPH,DOM,2
13,PTG,CSC + DERMA + OPH,DOM,2
14,PTH,CSC + DERMA + OPH,DOM,2
27,PTH,CSC + DERMA + OPH,DOM,2
31,PTG,CSC + DERMA + OPH,HC,2
33,PTH,CSC + DERMA + OPH,DOM,2
57,PTH,CSC + DERMA + OPH,DOM,2
68,PTH,CSC + DERMA + OPH,DOM,2
75,PTH,CSC + DERMA + OPH,HC,2
6,PTG,CSC + DERMA + OPH,DOM,1
6,PTG,CSC + DERMA + OPH,HC,1
6,PTH,CSC + DERMA + OPH,HDJ,1
11,PTG,CSC + DERMA + OPH,DOM,1
11,PTH,CSC + DERMA + OPH,DOM,1
13,PTG,CSC + DERMA + OPH,HC,1
13,PTH,CSC + DERMA + OPH,DOM,1
13,PTH,CSC + DERMA + OPH,HC,1
13,PTH,CSC + DERMA + OPH,HDJ,1
16,PTH,CSC + DERMA + OPH,HC,1
24,PTG,CSC + DERMA + OPH,HC,1
25,PTG,CSC + DERMA + OPH,DOM,1
25,PTH,CSC + DERMA + OPH,HC,1
26,PTG,CSC + DERMA + OPH,DOM,1
26,PTH,CSC + DERMA + OPH,DOM,1
29,PTG,CSC + DERMA + OPH,HC,1
29,PTH,CSC + DERMA + OPH,DOM,1
29,PTH,CSC + DERMA + OPH,HC,1
30,PTG,CSC + DERMA + OPH,DOM,1
30,PTG,CSC + DERMA + OPH,HC,1
31,PTH,CSC + DERMA + OPH,HC,1
33,PTG,CSC + DERMA + OPH,HC,1
34,PTH,CSC + DERMA + OPH,DOM,1
35,PTH,CSC + DERMA + OPH,DOM,1
37,PTH,CSC + DERMA + OPH,HC,1
39,PTH,CSC + DERMA + OPH,DOM,1
42,PTG,CSC + DERMA + OPH,HC,1
44,PTG,CSC + DERMA + OPH,DOM,1
44,PTH,CSC + DERMA + OPH,DOM,1
44,PTH,CSC + DERMA + OPH,HC,1
51,PTH,CSC + DERMA + OPH,HC,1
56,PTG,CSC + DERMA + OPH,HC,1
57,PTG,CSC + DERMA + OPH,HDJ,1
59,PTG,CSC + DERMA + OPH,DOM,1
59,PTH,CSC + DERMA + OPH,DOM,1
62,PTG,CSC + DERMA + OPH,HC,1
64,PTG,CSC + DERMA + OPH,DOM,1
64,PTH,CSC + DERMA + OPH,DOM,1
65,PTH,CSC + DERMA + OPH,DOM,1
67,PTG,CSC + DERMA + OPH,DOM,1
68,PTG,CSC + DERMA + OPH,HC,1
69,PTH,CSC + DERMA + OPH,HC,1
72,PTG,CSC + DERMA + OPH,HC,1
75,PTG,CSC + DERMA + OPH,,1
75,PTG,CSC + DERMA + OPH,DOM,1
75,PTH,CSC + DERMA + OPH,DOM,1
76,PTH,CSC + DERMA + OPH,HC,1
77,PTG,CSC + DERMA + OPH,HDJ,1
77,PTH,CSC + DERMA + OPH,DOM,1
78,PTG,CSC + DERMA + OPH,DOM,1
79,PTH,CSC + DERMA + OPH,HC,1
81,PTG,CSC + DERMA + OPH,DOM,1
81,PTH,CSC + DERMA + OPH,DOM,1
87,PTG,CSC + DERMA + OPH,,1
87,PTH,CSC + DERMA + OPH,DOM,1
89,PTG,CSC + DERMA + OPH,DOM,1
92,PTG,CSC + DERMA + OPH,HC,1
93,PTG,CSC + DERMA + OPH,DOM,1
94,PTG,CSC + DERMA + OPH,HC,1
94,PTH,CSC + DERMA + OPH,DOM,1
95,PTG,CSC + DERMA + OPH,DOM,1
24,PTG,CSC + DERMA + OPH + ORL,DOM,1
29,PTH,CSC + DERMA + OPH + ORL,DOM,1
33,PTH,CSC + DERMA + OPH + ORL,DOM,1
68,PTG,CSC + DERMA + OPH + ORL,DOM,1
75,PTH,CSC + DERMA + OPH + ORL,HC,1
78,PTH,CSC + DERMA + OPH + ORL,DOM,1
84,PTG,CSC + DERMA + OPH + ORL,HC,1
90,PTG,CSC + DERMA + OPH + ORL,DOM,1
97,PTG,CSC + DERMA + OPH + ORL,DOM,1
24,PTH,CSC + DERMA + OPH + ORL + RHUMA,DOM,1
31,PTG,CSC + DERMA + OPH + ORL + RHUMA,DOM,1
40,PTH,CSC + DERMA + OPH + ORL + RHUMA,DOM,1
75,PTH,CSC + DERMA + OPH + ORL + RHUMA,DOM,1
84,PTG,CSC + DERMA + OPH + ORL + RHUMA,DOM,1
92,PTH,CSC + DERMA + OPH + ORL + RHUMA,HC,1
999,PTG,CSC + DERMA + OPH + ORL + RHUMA,HC,1
60,PTH,CSC + DERMA + OPH + ORL + URO,DOM,1
75,PTG,CSC + DERMA + OPH + RHUMA,HC,3
94,PTH,CSC + DERMA + OPH + RHUMA,DOM,3
66,PTG,CSC + DERMA + OPH + RHUMA,DOM,2
78,PTH,CSC + DERMA + OPH + RHUMA,DOM,2
6,PTG,CSC + DERMA + OPH + RHUMA,HC,1
6,PTH,CSC + DERMA + OPH + RHUMA,HC,1
13,PTH,CSC + DERMA + OPH + RHUMA,DOM,1
17,PTG,CSC + DERMA + OPH + RHUMA,HC,1
22,PTG,CSC + DERMA + OPH + RHUMA,DOM,1
22,PTH,CSC + DERMA + OPH + RHUMA,DOM,1
26,PTH,CSC + DERMA + OPH + RHUMA,HC,1
27,PTG,CSC + DERMA + OPH + RHUMA,HC,1
28,PTG,CSC + DERMA + OPH + RHUMA,HC,1
31,PTH,CSC + DERMA + OPH + RHUMA,HDJ,1
32,PTG,CSC + DERMA + OPH + RHUMA,HC,1
33,PTG,CSC + DERMA + OPH + RHUMA,DOM,1
33,PTG,CSC + DERMA + OPH + RHUMA,HC,1
33,PTH,CSC + DERMA + OPH + RHUMA,DOM,1
34,PTG,CSC + DERMA + OPH + RHUMA,HDJ,1
34,PTH,CSC + DERMA + OPH + RHUMA,HC,1
38,PTG,CSC + DERMA + OPH + RHUMA,DOM,1
38,PTH,CSC + DERMA + OPH + RHUMA,DOM,1
39,PTG,CSC + DERMA + OPH + RHUMA,HC_HDJ,1
57,PTG,CSC + DERMA + OPH + RHUMA,DOM,1
59,PTG,CSC + DERMA + OPH + RHUMA,,1
59,PTH,CSC + DERMA + OPH + RHUMA,,1
59,PTH,CSC + DERMA + OPH + RHUMA,HC,1
64,PTH,CSC + DERMA + OPH + RHUMA,HC,1
66,PTH,CSC + DERMA + OPH + RHUMA,DOM,1
67,PTH,CSC + DERMA + OPH + RHUMA,DOM,1
69,PTH,CSC + DERMA + OPH + RHUMA,HC,1
74,PTG,CSC + DERMA + OPH + RHUMA,HC,1
75,PTH,CSC + DERMA + OPH + RHUMA,HC,1
77,PTG,CSC + DERMA + OPH + RHUMA,HC_HDJ,1
83,PTG,CSC + DERMA + OPH + RHUMA,HC,1
91,PTH,CSC + DERMA + OPH + RHUMA,HC,1
92,PTG,CSC + DERMA + OPH + RHUMA,,1
94,PTG,CSC + DERMA + OPH + RHUMA,DOM,1
94,PTH,CSC + DERMA + OPH + RHUMA,HC,1
97,PTH,CSC + DERMA + OPH + RHUMA,HC,1
2,PTG,CSC + DERMA + OPH + RHUMA + URO,HC,1
28,PTH,CSC + DERMA + OPH + RHUMA + URO,HC,1
47,PTG,CSC + DERMA + OPH + RHUMA + URO,HC,1
94,PTH,CSC + DERMA + OPH + RHUMA + URO,,1
33,PTG,CSC + DERMA + OPH + URO,DOM,1
41,PTH,CSC + DERMA + OPH + URO,DOM,1
47,PTG,CSC + DERMA + OPH + URO,HC,1
50,PTH,CSC + DERMA + OPH + URO,DOM,1
78,PTG,CSC + DERMA + OPH + URO,HC,1
94,PTG,CSC + DERMA + OPH + URO,DOM,1
10,PTH,CSC + DERMA + ORL,DOM,2
65,PTH,CSC + DERMA + ORL,HC,2
76,PTH,CSC + DERMA + ORL,DOM,2
78,PTH,CSC + DERMA + ORL,DOM,2
2,PTH,CSC + DERMA + ORL,DOM,1
6,PTG,CSC + DERMA + ORL,HC,1
6,PTH,CSC + DERMA + ORL,DOM,1
13,PTG,CSC + DERMA + ORL,HC,1
13,PTH,CSC + DERMA + ORL,DOM,1
15,PTG,CSC + DERMA + ORL,DOM,1
22,PTG,CSC + DERMA + ORL,DOM,1
24,PTG,CSC + DERMA + ORL,HC,1
26,PTG,CSC + DERMA + ORL,DOM,1
30,PTG,CSC + DERMA + ORL,DOM,1
33,PTG,CSC + DERMA + ORL,DOM,1
34,PTG,CSC + DERMA + ORL,HC,1
34,PTH,CSC + DERMA + ORL,HC,1
35,PTG,CSC + DERMA + ORL,DOM,1
35,PTH,CSC + DERMA + ORL,,1
38,PTG,CSC + DERMA + ORL,HC,1
45,PTH,CSC + DERMA + ORL,DOM,1
51,PTG,CSC + DERMA + ORL,HC,1
56,PTH,CSC + DERMA + ORL,,1
56,PTH,CSC + DERMA + ORL,DOM,1
60,PTH,CSC + DERMA + ORL,HC,1
64,PTG,CSC + DERMA + ORL,HC,1
67,PTH,CSC + DERMA + ORL,DOM,1
74,PTG,CSC + DERMA + ORL,HC,1
78,PTG,CSC + DERMA + ORL,DOM,1
78,PTG,CSC + DERMA + ORL,HDJ,1
82,PTH,CSC + DERMA + ORL,DOM,1
83,PTH,CSC + DERMA + ORL,DOM,1
84,PTH,CSC + DERMA + ORL,DOM,1
86,PTG,CSC + DERMA + ORL,HC,1
91,PTH,CSC + DERMA + ORL,DOM,1
95,PTH,CSC + DERMA + ORL,HC,1
97,PTG,CSC + DERMA + ORL,DOM,1
6,PTH,CSC + DERMA + ORL + RHUMA,DOM,1
18,PTH,CSC + DERMA + ORL + RHUMA,HC,1
21,PTH,CSC + DERMA + ORL + RHUMA,DOM,1
26,PTH,CSC + DERMA + ORL + RHUMA,HC,1
29,PTG,CSC + DERMA + ORL + RHUMA,DOM,1
33,PTG,CSC + DERMA + ORL + RHUMA,DOM,1
38,PTG,CSC + DERMA + ORL + RHUMA,DOM,1
45,PTG,CSC + DERMA + ORL + RHUMA,HC,1
74,PTH,CSC + DERMA + ORL + RHUMA,HC,1
75,PTG,CSC + DERMA + ORL + RHUMA,HC,1
76,PTH,CSC + DERMA + ORL + RHUMA,DOM,1
92,PTG,CSC + DERMA + ORL + RHUMA,HDJ,1
94,PTH,CSC + DERMA + ORL + RHUMA,DOM,1
13,PTH,CSC + DERMA + ORL + RHUMA + URO,HC,1
31,PTG,CSC + DERMA + ORL + RHUMA + URO,HC,1
78,PTH,CSC + DERMA + ORL + RHUMA + URO,DOM,1
33,PTG,CSC + DERMA + ORL + URO,HC,1
39,PTH,CSC + DERMA + ORL + URO,HC,1
75,PTH,CSC + DERMA + RHUMA,DOM,10
59,PTH,CSC + DERMA + RHUMA,DOM,4
13,PTH,CSC + DERMA + RHUMA,DOM,3
57,PTH,CSC + DERMA + RHUMA,DOM,3
62,PTH,CSC + DERMA + RHUMA,HC,3
64,PTG,CSC + DERMA + RHUMA,DOM,3
75,PTG,CSC + DERMA + RHUMA,HC,3
76,PTH,CSC + DERMA + RHUMA,DOM,3
91,PTH,CSC + DERMA + RHUMA,DOM,3
6,PTG,CSC + DERMA + RHUMA,HC,2
13,PTG,CSC + DERMA + RHUMA,HC,2
